t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_cm_split,c_cm_merge,c_su_merge,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,cm_threads_pro_page,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
56,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,165163,0,0,119.929,0,0,0,0,0,28753230,13728.6,5188.37,12.6016,5.67399,4195.79,0.377924,119.929,3.272,0,contention,0,38569334,0,0,0,0,0
57,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,165141,0,0,119.933,0,0,0,0,0,28741739,13731.9,5189.03,12.5977,5.67028,4197.67,0.377883,119.933,3.27131,0,contention,0,38565069,0,0,0,0,0
58,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,165138,0,0,119.936,0,0,0,0,0,28733851,13739.2,5191.53,12.6078,5.66787,4198.33,0.377862,119.936,3.27254,0,contention,0,38573519,0,0,0,0,0
59,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,165033,0,0,119.935,0,0,0,0,0,28731869,13735.7,5190.34,12.6071,5.66754,4198.76,0.377873,119.935,3.27137,0,contention,0,38560310,0,0,0,0,0
0,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,2153196,0,0,1.33391,0,0,0,116795,0,2798,122.369,189.974,4.34525,0.774482,341.065,1.55247,1.33391,0.358786,0,contention,0,0,0,0,0,0,0
1,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,160268,0,0,117.515,0,0,0,0,0,210956889,1024,2201.53,0.16832,0.448579,560.79,2.14994,117.515,1.82599,0,contention,0,0,0,0,0,0,0
2,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,158977,0,0,119.882,0,0,0,0,0,225141921,1034.16,2193.13,0.148889,0.463272,535.668,2.12069,119.882,1.9306,0,contention,0,0,0,0,0,0,0
3,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,130435,0,0,119.923,0,0,0,0,0,305472904,1035.29,2192.96,0.134842,0.468982,394.705,2.1182,119.923,2.62295,0,contention,0,0,0,0,0,0,0
4,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126819,0,0,119.921,0,0,0,0,0,309251604,1036.92,2194.82,0.156811,0.474089,389.879,2.11668,119.921,2.65958,0,contention,0,0,0,0,0,0,0
5,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126805,0,0,119.915,0,0,0,0,0,309488292,1034.81,2195.28,0.174607,0.46921,389.595,2.12143,119.915,2.65611,0,contention,0,0,0,0,0,0,0
6,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126663,0,0,119.916,0,0,0,0,0,309672031,1032.93,2194.65,0.156451,0.466165,389.351,2.12467,119.916,2.65296,0,contention,0,0,0,0,0,0,0
7,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,127554,0,0,119.921,0,0,0,0,0,311431902,1028.73,2186.05,0.173153,0.466888,387.318,2.125,119.921,2.65604,0,contention,0,0,0,0,0,0,0
8,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,127836,0,0,119.918,0,0,0,0,0,311051280,1029.11,2178.22,0.126422,0.472606,387.788,2.1166,119.918,2.6538,0,contention,0,0,0,0,0,0,0
9,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,127079,0,0,119.922,0,0,0,0,0,308777252,1037.35,2194.04,0.131128,0.474519,390.673,2.11504,119.922,2.6553,0,contention,0,0,0,0,0,0,0
10,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126813,0,0,119.916,0,0,0,0,0,308236474,1036.75,2194.11,0.133247,0.476621,391.338,2.11634,119.916,2.64924,0,contention,0,0,0,0,0,0,0
11,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126666,0,0,119.91,0,0,0,0,0,308018304,1036.93,2193.51,0.134293,0.475368,391.611,2.11538,119.91,2.64786,0,contention,0,0,0,0,0,0,0
12,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126753,0,0,119.924,0,0,0,0,0,308893424,1034.01,2193.87,0.132551,0.472647,390.542,2.12172,119.924,2.64763,0,contention,0,0,0,0,0,0,0
13,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125919,0,0,119.912,0,0,0,0,0,308888669,1033.6,2194.6,0.157224,0.467709,390.496,2.12326,119.912,2.64689,0,contention,0,0,0,0,0,0,0
14,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126170,0,0,119.92,0,0,0,0,0,307724408,1037.4,2194.32,0.138683,0.4757,391.959,2.11521,119.92,2.64671,0,contention,0,0,0,0,0,0,0
15,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126689,0,0,119.915,0,0,0,0,0,307639781,1037.52,2194.23,0.128541,0.47632,392.095,2.11489,119.915,2.64609,0,contention,0,0,0,0,0,0,0
16,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126252,0,0,119.922,0,0,0,0,0,307806824,1036.69,2194.06,0.126258,0.476036,391.907,2.11642,119.922,2.64524,0,contention,0,0,0,0,0,0,0
17,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125669,0,0,119.925,0,0,0,0,0,308398061,1034.98,2193.77,0.130637,0.475292,391.153,2.11963,119.925,2.64596,0,contention,0,0,0,0,0,0,0
18,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125439,0,0,119.919,0,0,0,0,0,308650494,1033.44,2193.82,0.129269,0.472753,390.8,2.12284,119.919,2.64442,0,contention,0,0,0,0,0,0,0
19,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126586,0,0,119.916,0,0,0,0,0,307373645,1038.9,2193.79,0.127067,0.480678,392.393,2.11165,119.916,2.64759,0,contention,0,0,0,0,0,0,0
20,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126436,0,0,119.916,0,0,0,0,0,307463163,1037.84,2193.97,0.163228,0.479999,392.326,2.11399,119.916,2.64534,0,contention,0,0,0,0,0,0,0
21,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126410,0,0,119.925,0,0,0,0,0,307898098,1035.53,2194.14,0.125266,0.476241,391.813,2.11886,119.925,2.64292,0,contention,0,0,0,0,0,0,0
22,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126478,0,0,119.922,0,0,0,0,0,307234217,1038.65,2194.24,0.124619,0.481225,392.586,2.1126,119.922,2.64565,0,contention,0,0,0,0,0,0,0
23,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126522,0,0,119.924,0,0,0,0,0,306720303,1038.97,2193.91,0.179105,0.47998,393.228,2.11162,119.924,2.64215,0,contention,0,0,0,0,0,0,0
24,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126286,0,0,119.926,0,0,0,0,0,307187946,1035.54,2194.05,0.166028,0.47562,392.653,2.11874,119.926,2.6373,0,contention,0,0,0,0,0,0,0
25,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126241,0,0,119.924,0,0,0,0,0,306254402,1038.56,2194.13,0.144192,0.480758,393.914,2.11266,119.924,2.63652,0,contention,0,0,0,0,0,0,0
26,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,126270,0,0,119.924,0,0,0,0,0,305806670,1040.74,2194.14,0.125342,0.481919,394.492,2.10825,119.924,2.63819,0,contention,0,0,0,0,0,0,0
27,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125445,0,0,119.924,0,0,0,0,0,306774888,1034.83,2194.22,0.124697,0.475808,393.232,2.12038,119.924,2.63159,0,contention,0,0,0,0,0,0,0
28,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125540,0,0,119.907,0,0,0,0,0,306206624,1035.27,2194.53,0.135055,0.474858,393.892,2.11977,119.907,2.6283,0,contention,0,0,0,0,0,0,0
29,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125884,0,0,119.921,0,0,0,0,0,304995262,1040.35,2194.16,0.13106,0.483244,395.487,2.10906,119.921,2.63055,0,contention,0,0,0,0,0,0,0
30,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125747,0,0,119.914,0,0,0,0,0,304664673,1035.7,2194.37,0.126112,0.476198,395.898,2.11873,119.914,2.61608,0,contention,0,0,0,0,0,0,0
31,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125289,0,0,119.919,0,0,0,0,0,306287630,1031.94,2193.95,0.125481,0.469271,393.826,2.12604,119.919,2.62029,0,contention,0,0,0,0,0,0,0
32,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125288,0,0,119.917,0,0,0,0,0,305601118,1034.41,2194,0.123617,0.473779,394.684,2.12101,119.917,2.62086,0,contention,0,0,0,0,0,0,0
33,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125604,0,0,119.911,0,0,0,0,0,304918696,1036.57,2194.1,0.131341,0.475799,395.592,2.11669,119.911,2.62031,0,contention,0,0,0,0,0,0,0
34,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125390,0,0,119.918,0,0,0,0,0,304891238,1036.78,2194.31,0.130477,0.475471,395.61,2.11647,119.918,2.62071,0,contention,0,0,0,0,0,0,0
35,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125447,0,0,119.922,0,0,0,0,0,304900523,1036.43,2194.16,0.127559,0.476279,395.658,2.11704,119.922,2.6195,0,contention,0,0,0,0,0,0,0
36,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125290,0,0,119.923,0,0,0,0,0,305716699,1033.88,2194.32,0.119722,0.475892,394.606,2.12242,119.923,2.62002,0,contention,0,0,0,0,0,0,0
37,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125260,0,0,119.922,0,0,0,0,0,305297662,1035.27,2194.06,0.123809,0.477372,395.117,2.1193,119.922,2.62017,0,contention,0,0,0,0,0,0,0
38,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125231,0,0,119.924,0,0,0,0,0,304968419,1035.7,2194.03,0.126195,0.476625,395.53,2.11839,119.924,2.61852,0,contention,0,0,0,0,0,0,0
39,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125247,0,0,119.921,0,0,0,0,0,304908349,1035.39,2194.1,0.130838,0.477604,395.62,2.11911,119.921,2.61712,0,contention,0,0,0,0,0,0,0
40,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125112,0,0,119.925,0,0,0,0,0,304885330,1035.23,2194.05,0.128768,0.478749,395.669,2.11938,119.925,2.61641,0,contention,0,0,0,0,0,0,0
41,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125185,0,0,119.92,0,0,0,0,0,304942579,1034.82,2194.21,0.125181,0.477136,395.615,2.12038,119.92,2.61573,0,contention,0,0,0,0,0,0,0
42,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125179,0,0,119.919,0,0,0,0,0,304464367,1035.89,2194.05,0.130332,0.478767,396.214,2.11803,119.919,2.61447,0,contention,0,0,0,0,0,0,0
43,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124846,0,0,119.922,0,0,0,0,0,304259269,1035.84,2193.74,0.123872,0.478261,396.489,2.11784,119.922,2.61253,0,contention,0,0,0,0,0,0,0
44,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124755,0,0,119.923,0,0,0,0,0,304176951,1035.86,2193.86,0.133531,0.478789,396.59,2.1179,119.923,2.61192,0,contention,0,0,0,0,0,0,0
45,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124646,0,0,119.927,0,0,0,0,0,304381962,1035.31,2194.1,0.128761,0.477966,396.336,2.11928,119.927,2.61219,0,contention,0,0,0,0,0,0,0
46,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124615,0,0,119.921,0,0,0,0,0,303563003,1037.19,2193.99,0.128535,0.478307,397.367,2.11532,119.921,2.61016,0,contention,0,0,0,0,0,0,0
47,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124682,0,0,119.922,0,0,0,0,0,303705283,1036.34,2193.98,0.127321,0.478553,397.177,2.11706,119.922,2.60925,0,contention,0,0,0,0,0,0,0
48,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124831,0,0,119.922,0,0,0,0,0,303352874,1036.97,2194.07,0.127271,0.47795,397.65,2.11585,119.922,2.60774,0,contention,0,0,0,0,0,0,0
49,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,125163,0,0,119.909,0,0,0,0,0,302248023,1043.95,2193.79,0.128667,0.4867,399.113,2.10144,119.909,2.61567,0,contention,0,0,0,0,0,0,0
50,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124743,0,0,119.922,0,0,0,0,0,303788917,1034.92,2194.22,0.122954,0.479515,397.126,2.12018,119.922,2.60602,0,contention,0,0,0,0,0,0,0
51,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124392,0,0,119.916,0,0,0,0,0,303077018,1036.82,2193.87,0.142853,0.476647,398.026,2.11596,119.916,2.60492,0,contention,0,0,0,0,0,0,0
52,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124378,0,0,119.922,0,0,0,0,0,303244171,1035.32,2193.89,0.134999,0.475487,397.787,2.11904,119.922,2.60271,0,contention,0,0,0,0,0,0,0
53,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124156,0,0,119.921,0,0,0,0,0,303117312,1035.31,2193.95,0.133907,0.474115,398.002,2.11912,119.921,2.60127,0,contention,0,0,0,0,0,0,0
54,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124417,0,0,119.924,0,0,0,0,0,303325412,1035.22,2194.03,0.126262,0.476608,397.732,2.11938,119.924,2.60281,0,contention,0,0,0,0,0,0,0
55,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124215,0,0,119.908,0,0,0,0,0,302684709,1035.71,2193.82,0.131509,0.475866,398.525,2.11818,119.908,2.59886,0,contention,0,0,0,0,0,0,0
56,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124482,0,0,119.92,0,0,0,0,0,302404745,1037.35,2193.36,0.12639,0.476055,398.92,2.11439,119.92,2.6004,0,contention,0,0,0,0,0,0,0
57,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124502,0,0,119.917,0,0,0,0,0,302882409,1036.33,2193.56,0.138521,0.475832,398.274,2.11665,119.917,2.60206,0,contention,0,0,0,0,0,0,0
58,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,124413,0,0,119.925,0,0,0,0,0,302204535,1037.22,2193.73,0.129614,0.480139,399.208,2.115,119.925,2.5982,0,contention,0,0,0,0,0,0,0
59,120,1,10,1,6,10,1,0,60,0,1,0,0,0,1,100,1,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,123948,0,0,119.925,0,0,0,0,0,302803353,1034.61,2193.6,0.124538,0.477575,398.402,2.12023,119.925,2.59689,0,contention,0,0,0,0,0,0,0
