t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_cm_split,c_cm_merge,c_su_merge,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,cm_threads_pro_page,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
49,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,155528,0,0,119.938,0,0,0,0,0,74701096,4921.81,3330.42,7.93692,2.61045,1612.16,0.676664,119.938,3.05294,0,contention,0,37356800,0,0,0,0,0
50,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154689,0,0,119.94,0,0,0,0,0,74717669,4911.42,3325.59,7.91001,2.59581,1611.84,0.677114,119.94,3.04709,0,contention,0,36730125,0,0,0,0,0
51,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154249,0,0,119.938,0,0,0,0,0,73329452,5014.51,3360.99,8.00079,2.64509,1642.31,0.670252,119.938,3.05333,0,contention,0,36651171,0,0,0,0,0
52,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154262,0,0,119.943,0,0,0,0,0,73896098,4976.55,3345.16,7.94403,2.61748,1629.76,0.672184,119.943,3.05354,0,contention,0,36408082,0,0,0,0,0
53,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154711,0,0,119.925,0,0,0,0,0,71973560,5124.97,3363.18,8.00231,2.64439,1673.05,0.656234,119.925,3.06326,0,contention,0,36048625,0,0,0,0,0
54,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154344,0,0,119.929,0,0,0,0,0,73020327,5038.77,3366.08,8.03594,2.65006,1649.11,0.668036,119.929,3.05545,0,contention,0,36674166,0,0,0,0,0
55,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154935,0,0,119.918,0,0,0,0,0,73652085,4986.65,3346.54,7.99676,2.63824,1637.87,0.671099,119.918,3.04459,0,contention,0,36785438,0,0,0,0,0
56,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154479,0,0,119.947,0,0,0,0,0,73223957,5028.43,3364.27,8.04607,2.6584,1644.96,0.66905,119.947,3.05688,0,contention,0,36746440,0,0,0,0,0
57,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154087,0,0,119.937,0,0,0,0,0,73464747,4998.38,3363.94,8.0424,2.66402,1639.43,0.673006,119.937,3.04885,0,contention,0,36843993,0,0,0,0,0
58,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154577,0,0,119.922,0,0,0,0,0,72851170,5047.02,3367.12,8.04311,2.66414,1655.82,0.667151,119.922,3.04805,0,contention,0,36678565,0,0,0,0,0
59,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,3,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,154076,0,0,119.938,0,0,0,0,0,73252629,5010.71,3363.59,8.04332,2.65851,1644.22,0.671279,119.938,3.04748,0,contention,0,36729708,0,0,0,0,0
0,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,2197126,0,0,2.63664,0,0,0,116795,0,569,461.55,889.736,21.464,6.06327,3454.28,1.92771,2.63664,0.133617,0,contention,0,458,0,0,0,0,0
1,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.7838,100,0,0,0,0,0,0,0,0,81.6046,0,18446744073709551545,0,140449,0,0,115.301,0,0,0,108,0,128342209,1636.89,2375.08,2.7088,0.712118,904.66,1.45098,115.301,1.80939,0,contention,0,10805011,0,0,108,0,0
2,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78432,100,0,0,0,0,0,0,0,0,81.5992,0,18446744073709551545,0,161957,0,0,119.913,0,0,0,34,0,163362475,1419.95,2292.34,2.15414,0.563912,738.473,1.61438,119.913,1.92282,0,contention,0,8004274,0,0,34,0,0
3,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78456,100,0,0,0,0,0,0,0,0,81.5967,0,18446744073709551545,0,132919,0,0,119.931,0,0,0,16,0,222092279,1418.29,2290.13,2.05058,0.573266,542.384,1.61471,119.931,2.61491,0,contention,0,10997069,0,0,16,0,0
4,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78476,100,0,0,0,0,0,0,0,0,81.5946,0,18446744073709551545,0,126046,0,0,119.935,0,0,0,13,0,227922573,1392.82,2289.86,1.98434,0.568381,528.491,1.64405,119.935,2.63547,0,contention,0,10663124,0,0,13,0,0
5,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78481,100,0,0,0,0,0,0,0,0,81.5942,0,18446744073709551545,0,125271,0,0,119.928,0,0,0,3,0,229770829,1373.59,2285.51,1.9472,0.553141,524.258,1.66389,119.928,2.62007,0,contention,0,10354850,0,0,3,0,0
6,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78485,100,0,0,0,0,0,0,0,0,81.5937,0,18446744073709551545,0,125444,0,0,119.931,0,0,0,3,0,229837120,1374.64,2287.77,1.90445,0.558102,524.089,1.66427,119.931,2.62291,0,contention,0,10521298,0,0,3,0,0
7,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78485,100,0,0,0,0,0,0,0,0,81.5937,0,18446744073709551545,0,125102,0,0,119.928,0,0,0,0,0,230954384,1364.91,2284.78,1.89923,0.551867,521.516,1.67394,119.928,2.6172,0,contention,0,10507595,0,0,0,0,0
8,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78491,100,0,0,0,0,0,0,0,0,81.5931,0,18446744073709551545,0,125248,0,0,119.931,0,0,0,4,0,233394988,1350.37,2279.46,1.85364,0.546216,516.101,1.68803,119.931,2.61648,0,contention,0,10155427,0,0,4,0,0
9,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,125687,0,0,119.934,0,0,0,2,0,232375869,1361.36,2286.28,1.86434,0.554863,518.367,1.67941,119.934,2.62625,0,contention,0,10590458,0,0,2,0,0
10,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124949,0,0,119.928,0,0,0,0,0,230512470,1365.9,2292.29,1.91822,0.568399,522.593,1.67823,119.928,2.6137,0,contention,0,11153957,0,0,0,0,0
11,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124616,0,0,119.928,0,0,0,0,0,231902461,1353.68,2288.94,1.90503,0.556739,519.429,1.6909,119.928,2.60609,0,contention,0,10731853,0,0,0,0,0
12,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124596,0,0,119.925,0,0,0,0,0,231496680,1357.35,2291.76,1.90199,0.563043,520.348,1.68841,119.925,2.60854,0,contention,0,11012048,0,0,0,0,0
13,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124982,0,0,119.921,0,0,0,0,0,232132348,1354.7,2289.93,1.89033,0.564095,519.614,1.69036,119.921,2.60713,0,contention,0,11027964,0,0,0,0,0
14,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124872,0,0,119.932,0,0,0,0,0,229933789,1368.42,2293.88,1.92238,0.580667,523.848,1.6763,119.932,2.61225,0,contention,0,11312140,0,0,0,0,0
15,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124695,0,0,119.929,0,0,0,0,0,230106875,1366.39,2293.5,1.91353,0.574078,523.479,1.67852,119.929,2.6102,0,contention,0,11138755,0,0,0,0,0
16,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124761,0,0,119.929,0,0,0,0,0,229661965,1368.88,2291.74,1.91593,0.571459,524.534,1.67417,119.929,2.60971,0,contention,0,10932475,0,0,0,0,0
17,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124876,0,0,119.935,0,0,0,0,0,230203782,1366.7,2289.99,1.91275,0.569108,523.288,1.67556,119.935,2.61175,0,contention,0,10783552,0,0,0,0,0
18,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124904,0,0,119.932,0,0,0,0,0,233413244,1345.98,2285.34,1.89413,0.54851,516.771,1.69791,119.932,2.60459,0,contention,0,10443611,0,0,0,0,0
19,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124303,0,0,119.938,0,0,0,0,0,232903107,1346.51,2285.75,1.88448,0.547689,517.215,1.69754,119.938,2.60338,0,contention,0,10417863,0,0,0,0,0
20,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124075,0,0,119.913,0,0,0,0,0,231999680,1349.24,2286.34,1.88842,0.552812,519.168,1.69454,119.913,2.59885,0,contention,0,10495480,0,0,0,0,0
21,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124350,0,0,119.927,0,0,0,0,0,230368736,1361.6,2291.14,1.90012,0.55815,522.893,1.68268,119.927,2.60398,0,contention,0,10890889,0,0,0,0,0
22,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78494,100,0,0,0,0,0,0,0,0,81.5928,0,18446744073709551545,0,124470,0,0,119.93,0,0,0,0,0,230593775,1359.57,2292.16,1.90453,0.565134,522.38,1.68594,119.93,2.60264,0,contention,0,11051248,0,0,0,0,0
23,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78496,100,0,0,0,0,0,0,0,0,81.5926,0,18446744073709551545,0,125423,0,0,119.929,0,0,0,1,0,229328468,1376.55,2292.15,1.88313,0.588083,525.263,1.66514,119.929,2.62069,0,contention,0,11482655,0,0,1,0,0
24,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78496,100,0,0,0,0,0,0,0,0,81.5926,0,18446744073709551545,0,125038,0,0,119.93,0,0,0,0,0,229952093,1367.94,2289.53,1.8767,0.586348,523.801,1.67371,119.93,2.61156,0,contention,0,11394901,0,0,0,0,0
25,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78496,100,0,0,0,0,0,0,0,0,81.5926,0,18446744073709551545,0,124960,0,0,119.935,0,0,0,0,0,230224313,1365.18,2291.27,1.86999,0.579712,523.177,1.67837,119.935,2.6094,0,contention,0,11376620,0,0,0,0,0
26,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78496,100,0,0,0,0,0,0,0,0,81.5926,0,18446744073709551545,0,124628,0,0,119.918,0,0,0,0,0,232335140,1346.93,2283.59,1.83424,0.562805,519.219,1.69541,119.918,2.59414,0,contention,0,10773146,0,0,0,0,0
27,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78497,100,0,0,0,0,0,0,0,0,81.5924,0,18446744073709551545,0,127620,0,0,119.931,0,0,0,1,0,232688224,1377.48,2288.04,1.76016,0.557293,518.372,1.66103,119.931,2.65732,0,contention,0,11365324,0,0,1,0,0
28,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78497,100,0,0,0,0,0,0,0,0,81.5924,0,18446744073709551545,0,137064,0,0,119.885,0,0,0,0,0,231776697,1438.19,2297.82,1.67424,0.569753,520.258,1.59771,119.885,2.76439,0,contention,0,12384393,0,0,0,0,0
29,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78497,100,0,0,0,0,0,0,0,0,81.5924,0,18446744073709551545,0,139448,0,0,119.923,0,0,0,0,0,230575270,1446.01,2300.07,1.70136,0.585346,523.082,1.59063,119.923,2.76441,0,contention,0,12586263,0,0,0,0,0
30,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78497,100,0,0,0,0,0,0,0,0,81.5924,0,18446744073709551545,0,139541,0,0,119.927,0,0,0,0,0,230054144,1450.9,2302.2,1.71699,0.588357,524.278,1.58674,119.927,2.76743,0,contention,0,12677987,0,0,0,0,0
31,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,139301,0,0,119.919,0,0,0,1,0,231217987,1440.72,2306.47,1.67047,0.586856,521.631,1.60092,119.919,2.76194,0,contention,0,12828513,0,0,1,0,0
32,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,139549,0,0,119.924,0,0,0,0,0,229838099,1450.87,2307.91,1.66574,0.605041,524.775,1.59071,119.924,2.76474,0,contention,0,12847019,0,0,0,0,0
33,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,139125,0,0,119.93,0,0,0,0,0,231435757,1436.98,2305.77,1.65132,0.593581,521.19,1.60459,119.93,2.75711,0,contention,0,12638456,0,0,0,0,0
34,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138949,0,0,119.924,0,0,0,0,0,231545192,1434.72,2305.14,1.65089,0.591727,520.939,1.60668,119.924,2.75409,0,contention,0,12587191,0,0,0,0,0
35,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,139076,0,0,119.918,0,0,0,0,0,232054919,1431.14,2301.64,1.6676,0.598636,519.716,1.60826,119.918,2.7537,0,contention,0,12649498,0,0,0,0,0
36,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138563,0,0,119.928,0,0,0,0,0,230992222,1435.04,2308.49,1.68393,0.603462,522.136,1.60867,119.928,2.74839,0,contention,0,12871986,0,0,0,0,0
37,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,139659,0,0,119.928,0,0,0,0,0,233666650,1419.48,2290.38,1.66238,0.593432,516.245,1.61353,119.928,2.74963,0,contention,0,12919347,0,0,0,0,0
38,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138220,0,0,119.931,0,0,0,0,0,233716694,1414.19,2301.79,1.65305,0.585658,516.156,1.62764,119.931,2.73985,0,contention,0,12388338,0,0,0,0,0
39,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138191,0,0,119.93,0,0,0,0,0,233435805,1415.81,2302.53,1.64805,0.585558,516.775,1.6263,119.93,2.7397,0,contention,0,12495641,0,0,0,0,0
40,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138701,0,0,119.926,0,0,0,0,0,234119302,1416.51,2300.08,1.63115,0.578281,517.099,1.62377,119.926,2.73934,0,contention,0,12284146,0,0,0,0,0
41,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138550,0,0,119.92,0,0,0,0,0,231788239,1429.49,2303.51,1.65297,0.592485,520.429,1.61142,119.92,2.74676,0,contention,0,12482571,0,0,0,0,0
42,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138623,0,0,119.92,0,0,0,0,0,233119102,1420.47,2301.61,1.64399,0.585095,517.349,1.62032,119.92,2.74567,0,contention,0,12639451,0,0,0,0,0
43,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138531,0,0,119.926,0,0,0,0,0,231644520,1429.75,2301.88,1.65505,0.590062,520.653,1.60999,119.926,2.74606,0,contention,0,12341389,0,0,0,0,0
44,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138499,0,0,119.927,0,0,0,0,0,231136979,1432.49,2303.52,1.66833,0.594095,521.789,1.60805,119.927,2.74535,0,contention,0,12405401,0,0,0,0,0
45,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138886,0,0,119.929,0,0,0,0,0,231055965,1432.57,2298.75,1.67786,0.601782,522.048,1.60463,119.929,2.74414,0,contention,0,12623324,0,0,0,0,0
46,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138329,0,0,119.929,0,0,0,0,0,231757296,1426.84,2304.89,1.67369,0.592677,520.469,1.61537,119.929,2.74146,0,contention,0,12574262,0,0,0,0,0
47,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137920,0,0,119.929,0,0,0,0,0,232839166,1419.11,2302.36,1.64765,0.583301,518.118,1.6224,119.929,2.73896,0,contention,0,12374817,0,0,0,0,0
48,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138194,0,0,119.927,0,0,0,0,0,232291782,1423.24,2301.4,1.63939,0.586906,519.328,1.61701,119.927,2.74054,0,contention,0,12315161,0,0,0,0,0
49,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138157,0,0,119.915,0,0,0,0,0,232512183,1421.55,2301.65,1.63856,0.583874,518.7,1.61912,119.915,2.74059,0,contention,0,12314099,0,0,0,0,0
50,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137770,0,0,119.923,0,0,0,0,0,233034232,1414.87,2298.89,1.6205,0.581515,517.585,1.62481,119.923,2.73359,0,contention,0,11975460,0,0,0,0,0
51,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137829,0,0,119.925,0,0,0,0,0,232795730,1416.79,2299.01,1.63148,0.58588,518.111,1.62269,119.925,2.73453,0,contention,0,11989336,0,0,0,0,0
52,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137497,0,0,119.93,0,0,0,0,0,234769675,1401.43,2295.73,1.59979,0.56956,513.763,1.63814,119.93,2.72777,0,contention,0,11806665,0,0,0,0,0
53,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137414,0,0,119.927,0,0,0,0,0,233899600,1406.11,2297.29,1.6141,0.5744,515.679,1.63379,119.927,2.72672,0,contention,0,11892846,0,0,0,0,0
54,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137319,0,0,119.913,0,0,0,0,0,234158734,1403.05,2296.21,1.61668,0.570958,515.047,1.63659,119.913,2.72412,0,contention,0,11824242,0,0,0,0,0
55,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137529,0,0,119.929,0,0,0,0,0,233205619,1410.73,2298.96,1.62344,0.578575,517.252,1.62963,119.929,2.72735,0,contention,0,11979204,0,0,0,0,0
56,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137424,0,0,119.924,0,0,0,0,0,233153296,1410,2298.69,1.61604,0.578912,517.351,1.63028,119.924,2.72541,0,contention,0,12034088,0,0,0,0,0
57,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,138036,0,0,119.929,0,0,0,0,0,231351043,1427.36,2304.55,1.6438,0.597027,521.433,1.61456,119.929,2.73738,0,contention,0,12487808,0,0,0,0,0
58,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137736,0,0,119.926,0,0,0,0,0,231650880,1422.38,2303.16,1.63594,0.58971,520.687,1.61924,119.926,2.73173,0,contention,0,12451007,0,0,0,0,0
59,120,1,10,1,6,10,1,0,60,0,1,1,0,0,1,100,4,1.78499,100,0,0,0,0,0,0,0,0,81.5923,0,18446744073709551545,0,137668,0,0,119.927,0,0,0,0,0,231182006,1424.36,2305.53,1.64213,0.593729,521.697,1.61864,119.927,2.73024,0,contention,0,12580955,0,0,0,0,0
0,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,2221187,0,0,1.48333,0,0,0,116795,0,475,506.644,801.011,28.6,4.73053,2249.44,1.58101,1.48333,0.225231,0,contention,0,667,0,0,0,0,0
1,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,168406,0,0,118.732,0,0,0,0,0,26656922,8116.05,4610.98,12.2167,4.74588,4487.16,0.568131,118.732,1.80873,0,contention,0,28734083,0,0,0,0,0
2,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,168966,0,0,119.903,0,0,0,0,0,26646314,8661.13,4726.14,12.4043,4.91085,4530.89,0.545673,119.903,1.91157,0,contention,0,30352413,0,0,0,0,0
3,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,169778,0,0,119.936,0,0,0,0,0,29546511,12486.8,5094.85,12.827,5.55134,4101.29,0.408019,119.936,3.0446,0,contention,0,38537195,0,0,0,0,0
4,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,167668,0,0,119.926,0,0,0,0,0,29818923,13497.5,5153.85,12.8673,5.64347,4045.93,0.381837,119.926,3.33607,0,contention,0,39409498,0,0,0,0,0
5,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,167274,0,0,119.921,0,0,0,0,0,29793633,13490.2,5149.09,12.8794,5.64491,4049.4,0.381692,119.921,3.3314,0,contention,0,39312725,0,0,0,0,0
6,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166726,0,0,119.931,0,0,0,0,0,29753836,13490.7,5154.46,12.8696,5.64581,4054.74,0.382075,119.931,3.32715,0,contention,0,39336110,0,0,0,0,0
7,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166733,0,0,119.924,0,0,0,0,0,29802084,13479.4,5153.43,12.8525,5.6414,4048.37,0.382319,119.924,3.32958,0,contention,0,39391027,0,0,0,0,0
8,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166668,0,0,119.93,0,0,0,0,0,29803551,13469.9,5145.01,12.8569,5.6401,4048.09,0.381964,119.93,3.32747,0,contention,0,39283920,0,0,0,0,0
9,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166741,0,0,119.924,0,0,0,0,0,29838162,13462.1,5150.89,12.8525,5.64287,4043.57,0.382622,119.924,3.32925,0,contention,0,39406185,0,0,0,0,0
10,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,167103,0,0,119.929,0,0,0,0,0,29846564,13451.8,5148.65,12.8334,5.64348,4042.72,0.382747,119.929,3.32742,0,contention,0,39394745,0,0,0,0,0
11,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166555,0,0,119.91,0,0,0,0,0,29808788,13445.4,5146.08,12.8734,5.6325,4047.18,0.38274,119.91,3.32215,0,contention,0,39316285,0,0,0,0,0
12,120,1,10,1,6,10,1,0,60,0,0,0,0,0,1,100,4,1.78215,100,0,0,0,0,0,0,0,0,81.6216,0,18446744073709551545,0,166540,0,0,119.922,0,0,0,0,0,29810030,13455.7,5148.05,12.8607,5.63382,4047.48,0.382593,119.922,3.32446,0,contention,0,39337883,0,0,0,0,0
