t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,tpcc_warehouse_count,tpcc_warehouse_affinity,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
4,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,15.1632,100,0,0,0,0,0,0,0,0,92.1816,0,0,3184988,0,59.9317,0,0,0,180126,0,2660229,65263.2,69052.4,791.472,354.931,22578.5,1.05806,59.9317,2.89051,0,warehouse,0,16225,0,52616,1,0,0
4,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,15.1632,100,0,0,0,0,0,0,0,0,92.1816,0,0,3184988,0,59.9317,0,0,0,180126,0,2660229,65263.2,69052.4,791.472,354.931,22578.5,1.05806,59.9317,2.89051,2,customer,0,98,0,49,0,0,0
4,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,15.1632,100,0,0,0,0,0,0,0,0,92.1816,0,0,3184988,0,59.9317,0,0,0,180126,0,2660229,65263.2,69052.4,791.472,354.931,22578.5,1.05806,59.9317,2.89051,3,customerwdl,0,0,0,0,0,0,0
4,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,15.1632,100,0,0,0,0,0,0,0,0,92.1816,0,0,3184988,0,59.9317,0,0,0,180126,0,2660229,65263.2,69052.4,791.472,354.931,22578.5,1.05806,59.9317,2.89051,4,history,0,0,1,0,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,10,stock,0,930,0,2731,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,9,item,0,0,0,0,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,8,orderline,0,51650,65383,185,2,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,7,order_wdc,0,0,92,6,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,6,order,0,272,241,540,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,5,neworder,0,0,2270,942,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,1,district,0,34623,0,31649,5,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,0,warehouse,0,14573,0,47274,1,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,2,customer,0,81,0,48,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,3,customerwdl,0,0,0,0,0,0,0
5,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,17.8519,100,0,0,0,0,0,0,0,0,90.7952,0,0,3179542,0,59.9308,0,0,0,179601,0,2659373,65365.7,69168.5,791.019,355.187,22585.2,1.05818,59.9308,2.89419,4,history,0,0,5,0,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,10,stock,0,940,0,2700,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,9,item,0,0,0,0,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,8,orderline,0,51924,65781,223,5,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,7,order_wdc,0,0,60,6,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,6,order,0,324,202,593,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,5,neworder,0,0,2295,829,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,1,district,0,30820,0,28313,1,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,0,warehouse,0,13546,0,44602,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,2,customer,0,72,0,66,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,3,customerwdl,0,0,0,0,0,0,0
6,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,20.5363,100,0,0,0,0,0,0,0,0,89.4111,0,0,3177069,0,59.931,0,0,0,179315,0,2648131,65573.5,69477.2,792.763,355.992,22680.9,1.05953,59.931,2.89113,4,history,0,0,3,0,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,10,stock,0,935,0,2667,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,9,item,0,0,0,0,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,8,orderline,0,50546,65761,231,5,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,7,order_wdc,0,0,94,4,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,6,order,0,280,263,566,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,5,neworder,0,0,2004,683,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,1,district,0,30196,0,27235,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,0,warehouse,0,13026,0,42381,1,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,2,customer,0,80,0,62,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,3,customerwdl,0,0,0,0,0,0,0
7,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,23.2338,100,0,0,0,0,0,0,0,0,88.0202,0,0,3177979,0,59.9311,0,0,0,180171,0,2655793,65417.4,69429.5,793.162,355.234,22616.1,1.06133,59.9311,2.89251,4,history,0,0,3,0,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,10,stock,0,1027,0,2794,1,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,9,item,0,0,0,0,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,8,orderline,0,50927,65830,217,1,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,7,order_wdc,0,0,61,2,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,6,order,0,288,217,615,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,5,neworder,0,0,1946,593,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,1,district,0,28813,0,26012,3,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,0,warehouse,0,12118,0,40136,1,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,2,customer,0,85,0,47,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,3,customerwdl,0,0,0,0,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,25.9239,100,0,0,0,0,0,0,0,0,86.6331,0,0,3177775,0,59.9318,0,0,0,179693,0,2655093,65437.8,69493.2,798.227,355.98,22622.9,1.06197,59.9318,2.89255,4,history,0,0,1,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,10,stock,0,950,0,2805,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,9,item,0,0,0,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,8,orderline,0,49488,65479,233,1,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,7,order_wdc,0,0,76,3,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,6,order,0,298,206,526,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,5,neworder,0,0,1955,606,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,1,district,0,26648,0,24411,4,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,0,warehouse,0,11023,0,37863,1,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,2,customer,0,93,0,60,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,3,customerwdl,0,0,0,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,28.6144,100,0,0,0,0,0,0,0,0,85.2457,0,0,3174426,0,59.9304,0,0,0,179720,0,2655674,65393.2,69464,798.405,355.652,22614.9,1.06225,59.9304,2.89159,4,history,0,0,1,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,10,stock,0,939,0,2678,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,9,item,0,0,0,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,8,orderline,0,50435,65953,227,2,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,7,order_wdc,0,0,59,6,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,6,order,0,281,201,553,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,5,neworder,0,0,2149,614,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,1,district,0,23398,0,21750,2,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,0,warehouse,0,10915,0,36963,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,2,customer,0,89,0,55,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,3,customerwdl,0,0,0,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,31.2965,100,0,0,0,0,0,0,0,0,83.8628,0,0,3176544,0,59.9307,0,0,0,179168,0,2649070,65530.2,69569.6,800.42,355.78,22673.6,1.06164,59.9307,2.89016,4,history,0,0,1,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,10,stock,0,929,0,2767,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,9,item,0,0,0,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,8,orderline,0,50188,66364,225,4,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,7,order_wdc,0,0,56,10,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,6,order,0,261,160,530,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,5,neworder,0,0,1897,604,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,1,district,0,22339,0,20313,2,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,0,warehouse,0,10922,0,36305,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,2,customer,0,90,0,59,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,3,customerwdl,0,0,0,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,33.9663,100,0,0,0,0,0,0,0,0,82.4862,0,0,3172848,0,59.9302,0,0,0,178320,0,2635525,65782.8,69702.9,802.855,356.628,22789.6,1.05959,59.9302,2.88653,4,history,0,0,2,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,10,stock,0,924,0,2650,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,9,item,0,0,0,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,8,orderline,0,48311,64846,214,5,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,7,order_wdc,0,0,30,4,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,6,order,0,262,182,480,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,5,neworder,0,0,1869,532,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,1,district,0,22060,0,19976,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,0,warehouse,0,10044,0,34233,1,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,2,customer,0,101,0,53,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,3,customerwdl,0,0,0,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,30,0,36.6387,100,0,0,0,0,0,0,0,0,81.1083,0,0,3174193,0,59.931,0,0,0,178507,0,2637913,65741.1,69832.2,802.874,356.6,22770.1,1.06223,59.931,2.88717,4,history,0,0,1,0,0,0,0
