t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
48,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2740517,0,119.924,0,0,0,0,0,5150632,78289.2,10501.2,33.3135,15.8474,23425.1,0.134134,119.924,3.34211,0,latest,0,14169928,0,0,0,0,0
49,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2741664,0,119.922,0,0,0,0,0,4883277,82573.9,9814.91,34.3267,16.4009,24702.3,0.118862,119.922,3.34277,0,latest,0,14192008,0,0,0,0,0
50,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2736595,0,119.914,0,0,0,0,0,5262477,76635.2,8481.87,33.697,15.8657,22938.1,0.110678,119.914,3.34096,0,latest,0,14117439,0,0,0,0,0
51,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2745661,0,119.92,0,0,0,0,0,4872456,82776.8,8983.67,34.2538,16.5923,24763.4,0.108529,119.92,3.3427,0,latest,0,14151069,0,0,0,0,0
52,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2754411,0,119.923,0,0,0,0,0,5988214,67339.2,7544.03,31.7026,14.8213,20145.6,0.11203,119.923,3.34263,0,latest,0,14269933,0,0,0,0,0
53,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2743258,0,119.918,0,0,0,0,0,6490201,62135.9,6961.15,30.2925,14.0829,18592.2,0.112031,119.918,3.34205,0,latest,0,14289223,0,0,0,0,0
54,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2747082,0,119.922,0,0,0,0,0,5874789,68644.9,7404.61,31.639,14.8109,20538.4,0.107868,119.922,3.34227,0,latest,0,14271884,0,0,0,0,0
55,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2776125,0,119.922,0,0,0,0,0,5610802,72550.5,7721.44,32.5875,15.3272,21784,0.106429,119.922,3.33045,0,latest,0,14394936,0,0,0,0,0
56,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2743284,0,119.907,0,0,0,0,0,6151276,65550.4,7219.66,32.2552,14.3145,19612.7,0.110139,119.907,3.34225,0,latest,0,13998333,0,0,0,0,0
57,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2744858,0,119.918,0,0,0,0,0,5295803,76143.4,8275.04,32.8963,15.4502,22782.8,0.108677,119.918,3.34214,0,latest,0,14195371,0,0,0,0,0
58,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2740406,0,119.918,0,0,0,0,0,5813346,69374.1,7486.25,31.5388,15.0607,20758.5,0.107911,119.918,3.34196,0,latest,0,14238343,0,0,0,0,0
59,120,1,1,4,6,103,50,0.8,0,0,0,1,1000,0.1,53.0263,100,0,0,0,0,0,0,0,0,46.9094,0,0,2743570,0,119.92,0,0,0,0,0,5988044,67359.5,7354.84,30.9213,14.6231,20154.4,0.109188,119.92,3.34217,0,latest,0,14267133,0,0,0,0,0
0,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,1455373,0,2.5633,0,0,0,3475542,0,362,2382.24,1261.87,56.4254,10.779,2757.3,0.529701,2.5633,0.863975,0,latest,0,2,643798,0,0,0,0
1,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2743632,0,119.562,0,0,0,0,0,6600837,58206.8,8206.75,29.7563,13.8034,18225.8,0.140993,119.562,3.19365,0,latest,0,13742608,0,0,0,0,0
2,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2749843,0,119.921,0,0,0,0,0,6296021,64043.1,8927.16,30.3089,13.9898,19164,0.139393,119.921,3.34185,0,latest,0,14181977,0,0,0,0,0
3,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2753259,0,119.912,0,0,0,0,0,5911205,68206.6,9227.79,42.0967,14.6115,20410.7,0.135292,119.912,3.3417,0,latest,0,14152619,0,0,0,0,0
4,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2753441,0,119.922,0,0,0,0,0,5587222,72171.2,9885.36,43.6487,14.8676,21592.1,0.136971,119.922,3.34249,0,latest,0,14225784,0,0,0,0,0
5,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2751731,0,119.91,0,0,0,0,0,6670775,60448.6,8557.44,30.5253,13.6097,18082.4,0.141566,119.91,3.34296,0,latest,0,14231413,0,0,0,0,0
6,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754086,0,119.916,0,0,0,0,0,6554513,61515.7,8602.55,29.8724,13.5665,18402.4,0.139843,119.916,3.3428,0,latest,0,14165837,0,0,0,0,0
7,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2772550,0,119.918,0,0,0,0,0,6002997,67167.5,9282.89,35.9327,14.4923,20101.9,0.138205,119.918,3.34136,0,latest,0,14287335,0,0,0,0,0
8,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760019,0,119.924,0,0,0,0,0,5773304,70068.7,9472.46,31.5293,14.7491,20964.9,0.135188,119.924,3.3422,0,latest,0,14218247,0,0,0,0,0
9,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754864,0,119.923,0,0,0,0,0,5448127,74012.1,9670.03,32.5844,15.3684,22145.7,0.130655,119.923,3.34205,0,latest,0,14230104,0,0,0,0,0
10,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754390,0,119.918,0,0,0,0,0,5429265,74259.9,9884.73,32.1778,15.181,22221.2,0.13311,119.918,3.34185,0,latest,0,14149170,0,0,0,0,0
11,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754868,0,119.915,0,0,0,0,0,6330827,63669.7,8723.52,30.182,14.1808,19056.5,0.137012,119.915,3.3411,0,latest,0,14197094,0,0,0,0,0
12,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2755222,0,119.92,0,0,0,0,0,5289011,76226.1,10176.6,32.3904,15.5567,22808,0.133505,119.92,3.34208,0,latest,0,14136754,0,0,0,0,0
13,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2753681,0,119.924,0,0,0,0,0,4833382,83423.3,10940.5,33.6989,16.2165,24963.1,0.131145,119.924,3.34186,0,latest,0,14044369,0,0,0,0,0
14,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2753150,0,119.922,0,0,0,0,0,5529800,72913.8,9896.67,31.6707,14.9065,21816.6,0.135731,119.922,3.34213,0,latest,0,13890734,0,0,0,0,0
15,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754487,0,119.904,0,0,0,0,0,8426084,47840.6,7142.91,27.456,11.8788,14315.8,0.149306,119.904,3.34181,0,latest,0,13369495,0,0,0,0,0
16,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2761046,0,119.921,0,0,0,0,0,4976444,81049.5,10578.4,33.6378,16.1159,24249.8,0.130518,119.921,3.34228,0,latest,0,14196632,0,0,0,0,0
17,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757304,0,119.919,0,0,0,0,0,4874884,82748.1,10764.4,34.2752,16.409,24753.8,0.130087,119.919,3.34284,0,latest,0,14120711,0,0,0,0,0
18,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754347,0,119.921,0,0,0,0,0,4936604,81686.4,10697.9,33.6046,16.0133,24434,0.130963,119.921,3.34315,0,latest,0,14084934,0,0,0,0,0
19,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2750074,0,119.926,0,0,0,0,0,5770482,69874.4,9408.42,31.8227,14.8175,20905.5,0.134647,119.926,3.3424,0,latest,0,14242984,0,0,0,0,0
20,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757225,0,119.927,0,0,0,0,0,6126246,65863.3,8922.95,30.6653,14.2191,19703,0.135477,119.927,3.34281,0,latest,0,14139639,0,0,0,0,0
21,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2773117,0,119.928,0,0,0,0,0,5003053,80725.7,10706.2,33.6779,15.9203,24218.7,0.132624,119.928,3.3332,0,latest,0,14162983,0,0,0,0,0
22,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2777298,0,119.922,0,0,0,0,0,5036074,80074.1,10034.6,33.5799,15.7377,23952.2,0.125316,119.922,3.34308,0,latest,0,14174518,0,0,0,0,0
23,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760112,0,119.919,0,0,0,0,0,5217011,77301,8361.78,33.0154,15.7501,23128.6,0.108172,119.919,3.34223,0,latest,0,14182987,0,0,0,0,0
24,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760925,0,119.923,0,0,0,0,0,5123872,78709.7,8538.48,33.2832,15.8389,23547.1,0.108481,119.923,3.34265,0,latest,0,14169344,0,0,0,0,0
25,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2759760,0,119.92,0,0,0,0,0,5423212,74354.3,8074.17,32.9148,15.398,22243.8,0.108591,119.92,3.3427,0,latest,0,14207908,0,0,0,0,0
26,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2762963,0,119.922,0,0,0,0,0,6041186,66778.6,7326.79,31.7481,14.4442,19967.1,0.109718,119.922,3.34443,0,latest,0,14193402,0,0,0,0,0
27,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2771873,0,119.923,0,0,0,0,0,5265644,76502.7,8172.75,33.0325,15.255,22916.4,0.10683,119.923,3.33834,0,latest,0,14115971,0,0,0,0,0
28,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760177,0,119.919,0,0,0,0,0,4823769,83540.5,8957.68,33.8953,15.9785,25012.4,0.107226,119.919,3.33997,0,latest,0,14082272,0,0,0,0,0
29,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757519,0,119.922,0,0,0,0,0,5608963,71893.4,7815.48,31.7159,14.8136,21506.2,0.108709,119.922,3.34292,0,latest,0,14230167,0,0,0,0,0
30,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2761609,0,119.921,0,0,0,0,0,5820264,69412.9,7604.56,31.0506,14.5758,20767.4,0.109556,119.921,3.3424,0,latest,0,14301021,0,0,0,0,0
31,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2764507,0,119.921,0,0,0,0,0,4868591,82860.8,8928.94,33.334,16.053,24783.7,0.107758,119.921,3.34336,0,latest,0,14208666,0,0,0,0,0
32,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2772715,0,119.925,0,0,0,0,0,4758423,84748.6,9138.29,33.3928,16.1734,25346.7,0.107828,119.925,3.34358,0,latest,0,14155795,0,0,0,0,0
33,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2758723,0,119.924,0,0,0,0,0,4864875,82879.6,8828.41,33.0811,16.0645,24794.9,0.106521,119.924,3.34261,0,latest,0,14105292,0,0,0,0,0
34,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760980,0,119.921,0,0,0,0,0,5636596,71547.6,7705.72,31.3665,14.8807,21412.2,0.107701,119.921,3.34143,0,latest,0,14232938,0,0,0,0,0
35,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757420,0,119.918,0,0,0,0,0,5534232,72874.1,7838.76,31.5987,14.9491,21794.5,0.107566,119.918,3.3437,0,latest,0,14214843,0,0,0,0,0
36,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2758276,0,119.919,0,0,0,0,0,5102350,79033.9,8420.11,35.4478,15.5604,23647.8,0.106538,119.919,3.34212,0,latest,0,14069246,0,0,0,0,0
37,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2754277,0,119.919,0,0,0,0,0,7249916,55614.2,6494.33,30.2667,12.5555,16635.1,0.116775,119.919,3.34318,0,latest,0,13594637,0,0,0,0,0
38,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2756037,0,119.923,0,0,0,0,0,7743822,52075,6142.41,27.4761,12.2278,15579,0.117953,119.923,3.34265,0,latest,0,13752342,0,0,0,0,0
39,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757536,0,119.925,0,0,0,0,0,6349343,63510.1,7004.55,29.5904,13.8413,18999.7,0.11029,119.925,3.34268,0,latest,0,14163288,0,0,0,0,0
40,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2758517,0,119.917,0,0,0,0,0,5545548,72701.6,7894.48,31.2016,14.9481,21749.3,0.108587,119.917,3.34271,0,latest,0,14170626,0,0,0,0,0
41,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2756152,0,119.914,0,0,0,0,0,5281889,76342.1,8327.22,32.0687,15.4923,22850.9,0.109078,119.914,3.34088,0,latest,0,14238485,0,0,0,0,0
42,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760019,0,119.92,0,0,0,0,0,5460691,73861.7,8032.14,31.8028,15.2596,22096.9,0.108746,119.92,3.34262,0,latest,0,14216835,0,0,0,0,0
43,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757550,0,119.914,0,0,0,0,0,5231637,77065,8284.82,32.2161,15.485,23052.6,0.107504,119.914,3.34301,0,latest,0,14175985,0,0,0,0,0
44,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760413,0,119.923,0,0,0,0,0,5542391,72754.1,7957.3,31.4087,14.9118,21770.2,0.109373,119.923,3.34191,0,latest,0,14223399,0,0,0,0,0
45,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2757818,0,119.924,0,0,0,0,0,5735967,70304.4,7686.94,31.0134,14.7066,21030.3,0.109338,119.924,3.34301,0,latest,0,14199366,0,0,0,0,0
46,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2755510,0,119.918,0,0,0,0,0,5568831,72411.6,7951.82,31.0478,14.8589,21666.9,0.109814,119.918,3.34204,0,latest,0,14230855,0,0,0,0,0
47,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2761494,0,119.921,0,0,0,0,0,5364770,75168.2,8222.67,31.5755,15.1294,22490.3,0.10939,119.921,3.34225,0,latest,0,14237272,0,0,0,0,0
48,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2763730,0,119.921,0,0,0,0,0,5059130,79707.4,8762.17,32.3749,15.6007,23847.6,0.109929,119.921,3.34236,0,latest,0,14222002,0,0,0,0,0
49,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2762080,0,119.923,0,0,0,0,0,4878357,82648.2,9059.4,32.9228,16.0096,24724.1,0.109614,119.923,3.34282,0,latest,0,14194259,0,0,0,0,0
50,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2762462,0,119.919,0,0,0,0,0,4746884,84945.2,9204,33.0453,16.2905,25421.5,0.108352,119.919,3.34147,0,latest,0,14162776,0,0,0,0,0
51,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2778170,0,119.92,0,0,0,0,0,7706878,52324.2,6297.09,27.3761,11.909,15651.5,0.120348,119.92,3.34308,0,latest,0,13582867,0,0,0,0,0
52,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2769091,0,119.923,0,0,0,0,0,6519332,61872.5,7053.38,29.1129,13.298,18509.7,0.113999,119.923,3.34271,0,latest,0,13965810,0,0,0,0,0
53,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2763483,0,119.916,0,0,0,0,0,5064550,79613.9,8760.12,32.2945,15.6884,23827.9,0.110032,119.916,3.3412,0,latest,0,14266657,0,0,0,0,0
54,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2762827,0,119.919,0,0,0,0,0,5565377,72447.8,8017.41,31.117,14.8761,21682.9,0.110665,119.919,3.34124,0,latest,0,14190601,0,0,0,0,0
55,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2760803,0,119.896,0,0,0,0,0,5660887,71229.7,7753.92,30.7862,14.5885,21307.4,0.108858,119.896,3.34296,0,latest,0,13885099,0,0,0,0,0
56,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2776652,0,119.917,0,0,0,0,0,5371613,75106.6,8318.78,31.3984,15.1114,22465.8,0.11076,119.917,3.34315,0,latest,0,14255001,0,0,0,0,0
57,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2780616,0,119.918,0,0,0,0,0,5222952,77218.8,8412.08,32.0668,15.442,23101,0.108938,119.918,3.34266,0,latest,0,14323611,0,0,0,0,0
58,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2762269,0,119.917,0,0,0,0,0,6293160,64041.1,7322.38,29.7683,13.8661,19176.1,0.114339,119.917,3.33963,0,latest,0,14209701,0,0,0,0,0
59,120,1,1,4,6,104,50,0.8,0,0,0,1,1000,0.1,53.0326,100,0,0,0,0,0,0,0,0,47.4136,0,0,2765101,0,119.923,0,0,0,0,0,5130751,78566.1,8717.1,31.7904,15.4634,23518,0.110952,119.923,3.34068,0,latest,0,14101340,0,0,0,0,0
0,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2631452,0,2.85611,0,0,0,3475822,0,547,1665.77,883.452,40.2322,8.36015,2468.18,0.530356,2.85611,0.674899,0,latest,0,0,542813,0,0,0,0
1,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2746740,0,119.545,0,0,0,0,0,6440318,60255,8456.66,29.9086,13.8141,18676.2,0.140348,119.545,3.22629,0,latest,0,13778003,0,0,0,0,0
2,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2757576,0,119.915,0,0,0,0,0,6543885,61628.3,8518.18,29.774,13.8376,18436.7,0.138219,119.915,3.3427,0,latest,0,14194097,0,0,0,0,0
3,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2755249,0,119.926,0,0,0,0,0,6541904,61653.2,8517.58,29.7887,13.8401,18441.3,0.138153,119.926,3.34321,0,latest,0,14179544,0,0,0,0,0
4,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2756540,0,119.922,0,0,0,0,0,6546082,61599,8516.5,29.7839,13.8362,18429.1,0.138257,119.922,3.34249,0,latest,0,14195066,0,0,0,0,0
5,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2783080,0,119.921,0,0,0,0,0,6584043,61617.4,8505.19,29.7854,13.8973,18504.2,0.138032,119.921,3.32991,0,latest,0,14323684,0,0,0,0,0
6,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2762120,0,119.923,0,0,0,0,0,5940045,67899.2,9108.29,31.5106,14.8965,20307,0.134144,119.923,3.34364,0,latest,0,14137846,0,0,0,0,0
7,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2778355,0,119.925,0,0,0,0,0,5970896,67538.7,9062.07,31.3095,14.8231,20203.3,0.134176,119.925,3.34296,0,latest,0,14221429,0,0,0,0,0
8,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2761582,0,119.925,0,0,0,0,0,5909000,68249.8,9145.94,31.5047,14.9397,20416,0.134007,119.925,3.34296,0,latest,0,14126024,0,0,0,0,0
9,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2759769,0,119.921,0,0,0,0,0,5922056,68093.7,9134.62,31.522,14.931,20369.2,0.134148,119.921,3.34298,0,latest,0,14122320,0,0,0,0,0
10,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2756635,0,119.924,0,0,0,0,0,5924226,68079.6,9151.44,31.5642,14.8899,20367.7,0.134423,119.924,3.34253,0,latest,0,14123179,0,0,0,0,0
11,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2778553,0,119.914,0,0,0,0,0,5978446,67458.2,9216.15,31.2476,14.4625,20181,0.13662,119.914,3.34266,0,latest,0,14224044,0,0,0,0,0
12,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2777964,0,119.927,0,0,0,0,0,5986324,67394.5,9209.48,31.2418,14.4557,20159.5,0.13665,119.927,3.34306,0,latest,0,14225476,0,0,0,0,0
13,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2759935,0,119.922,0,0,0,0,0,5924178,68082.6,9300.17,31.5237,14.6006,20371.8,0.136601,119.922,3.342,0,latest,0,14130740,0,0,0,0,0
14,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2760509,0,119.924,0,0,0,0,0,5936722,67942.6,9287.17,31.4652,14.586,20328.4,0.136692,119.924,3.34225,0,latest,0,14136981,0,0,0,0,0
15,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2755704,0,119.921,0,0,0,0,0,5899369,68375.2,9280.62,31.5749,14.7104,20456.1,0.135731,119.921,3.34253,0,latest,0,14161772,0,0,0,0,0
16,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2762580,0,119.921,0,0,0,0,0,5759767,70031.2,9235.06,31.7107,15.128,20952.6,0.131871,119.921,3.34236,0,latest,0,14192973,0,0,0,0,0
17,120,1,1,4,6,100,50,0.8,0,0,0,1,5000,0.1,53.0368,100,0,0,0,0,0,0,0,0,45.3058,0,0,2760768,0,119.918,0,0,0,0,0,5757554,70048.9,9237.12,31.7308,15.1319,20958.6,0.131867,119.918,3.34225,0,latest,0,14194377,0,0,0,0,0
