t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
24,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2753438,0,119.918,0,0,0,0,0,5423524,74342.6,9861.69,35.9648,15.709,22247.1,0.132652,119.918,3.34167,0,latest,0,14283083,0,0,0,0,0
25,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752667,0,119.921,0,0,0,0,0,5286591,76268,10124.6,36.4992,15.8509,22816.1,0.132751,119.921,3.34273,0,latest,0,14272276,0,0,0,0,0
26,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2749243,0,119.926,0,0,0,0,0,5019145,80339.5,10702.4,37.5801,16.0875,24038.3,0.133215,119.926,3.34215,0,latest,0,14222584,0,0,0,0,0
27,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2749154,0,119.927,0,0,0,0,0,5018149,80364,10708.5,37.6774,16.0484,24043.4,0.133249,119.927,3.34246,0,latest,0,14235319,0,0,0,0,0
28,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2746136,0,119.922,0,0,0,0,0,5028805,80195.1,10692.8,37.6199,16.0936,23991.5,0.133335,119.922,3.34265,0,latest,0,14240826,0,0,0,0,0
29,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2748964,0,119.924,0,0,0,0,0,5031276,80154.8,10683.1,37.5976,16.0535,23975.5,0.133281,119.924,3.3432,0,latest,0,14233481,0,0,0,0,0
30,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2751268,0,119.922,0,0,0,0,0,4976834,81024.5,10767.1,37.7168,16.1179,24244,0.132886,119.922,3.34205,0,latest,0,14212972,0,0,0,0,0
31,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2755797,0,119.923,0,0,0,0,0,4895777,82386,10876.4,37.7677,16.1696,24637.5,0.132018,119.923,3.34393,0,latest,0,14158034,0,0,0,0,0
32,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752480,0,119.92,0,0,0,0,0,4892933,82405.2,10890.2,37.7952,16.2201,24659.3,0.132154,119.92,3.34175,0,latest,0,14171879,0,0,0,0,0
33,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2753354,0,119.921,0,0,0,0,0,4910217,82053.5,10851.9,37.7707,16.1777,24572.2,0.132254,119.921,3.33929,0,latest,0,14152877,0,0,0,0,0
34,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2749618,0,119.916,0,0,0,0,0,4877219,82572.4,10899.7,37.8497,16.2182,24737.1,0.132002,119.916,3.338,0,latest,0,14127212,0,0,0,0,0
35,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2755340,0,119.922,0,0,0,0,0,5226093,77170,10170.2,36.1408,15.8143,23096.9,0.13179,119.922,3.34115,0,latest,0,14185290,0,0,0,0,0
36,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2754134,0,119.923,0,0,0,0,0,5624300,71663.7,9412.97,34.2813,15.3619,21449.3,0.131349,119.923,3.34107,0,latest,0,14183265,0,0,0,0,0
37,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2761123,0,119.925,0,0,0,0,0,5640249,71484.7,9391.96,34.197,15.3304,21393.4,0.131384,119.925,3.34144,0,latest,0,14229533,0,0,0,0,0
38,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2754680,0,119.922,0,0,0,0,0,5574871,72024,9446.75,34.3588,15.3973,21643.2,0.131161,119.922,3.32778,0,latest,0,14130552,0,0,0,0,0
39,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2751645,0,119.923,0,0,0,0,0,5579845,71993.5,9446.41,34.2981,15.3902,21624.3,0.131212,119.923,3.32929,0,latest,0,14156020,0,0,0,0,0
40,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752145,0,119.921,0,0,0,0,0,5152317,78262.4,10121.3,35.0574,16.0336,23409.7,0.129325,119.921,3.34317,0,latest,0,14150780,0,0,0,0,0
41,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752056,0,119.921,0,0,0,0,0,4745371,84964.8,10847.6,35.745,16.6976,25418.4,0.127671,119.921,3.34265,0,latest,0,14077012,0,0,0,0,0
42,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2759960,0,119.923,0,0,0,0,0,4770747,84312.6,10772.1,35.5576,16.6211,25286.8,0.127764,119.923,3.33425,0,latest,0,14072670,0,0,0,0,0
43,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752696,0,119.926,0,0,0,0,0,4720401,85258.3,10883.3,35.7812,16.7441,25555.7,0.12765,119.926,3.33618,0,latest,0,14060065,0,0,0,0,0
44,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2750913,0,119.925,0,0,0,0,0,4713208,85556.4,10909.3,35.8533,16.7698,25593.1,0.12751,119.925,3.34295,0,latest,0,14080636,0,0,0,0,0
45,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2746339,0,119.921,0,0,0,0,0,5815462,69325.2,9343.22,32.924,14.9461,20742,0.134774,119.921,3.34226,0,latest,0,14185350,0,0,0,0,0
46,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2750589,0,119.92,0,0,0,0,0,6616790,60942.6,8538.11,31.3416,13.9911,18236.1,0.140101,119.92,3.34187,0,latest,0,14286824,0,0,0,0,0
47,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2751214,0,119.919,0,0,0,0,0,6561830,61453.9,8583.45,31.4478,14.036,18388.4,0.139673,119.919,3.34199,0,latest,0,14268255,0,0,0,0,0
48,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2751608,0,119.924,0,0,0,0,0,6550076,61556.6,8592.02,31.3984,14.0358,18413.8,0.139579,119.924,3.34296,0,latest,0,14266620,0,0,0,0,0
49,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2751748,0,119.922,0,0,0,0,0,6588722,61204.7,8562.39,31.3634,14.002,18313.4,0.139898,119.922,3.34208,0,latest,0,14281827,0,0,0,0,0
50,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2747113,0,119.924,0,0,0,0,0,6530760,61747.2,8520.69,31.4207,13.981,18475.5,0.137993,119.924,3.34212,0,latest,0,14184637,0,0,0,0,0
51,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2747300,0,119.919,0,0,0,0,0,6518760,61834.7,8481.39,31.367,13.9644,18508.8,0.137162,119.919,3.34083,0,latest,0,14117503,0,0,0,0,0
52,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2767409,0,119.926,0,0,0,0,0,6525008,61825,8460.17,31.1979,13.9029,18488.4,0.136841,119.926,3.34399,0,latest,0,14217423,0,0,0,0,0
53,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2747774,0,119.922,0,0,0,0,0,6465979,62365.7,8524.69,31.4003,13.9955,18656.2,0.136689,119.922,3.34289,0,latest,0,14083682,0,0,0,0,0
54,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2749145,0,119.926,0,0,0,0,0,6457854,62445,8533.01,31.3423,13.9952,18679,0.136648,119.926,3.34305,0,latest,0,14098573,0,0,0,0,0
55,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2747124,0,119.917,0,0,0,0,0,6344661,63553.5,8806.45,31.9778,14.1581,19009.2,0.138568,119.917,3.3433,0,latest,0,14193770,0,0,0,0,0
56,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2749619,0,119.918,0,0,0,0,0,6305522,63937.5,8913.52,32.1801,14.2117,19134.5,0.13941,119.918,3.34147,0,latest,0,14236220,0,0,0,0,0
57,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752325,0,119.925,0,0,0,0,0,6284597,64166.7,8931.98,32.1628,14.2062,19199.7,0.1392,119.925,3.34207,0,latest,0,14229482,0,0,0,0,0
58,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2752345,0,119.92,0,0,0,0,0,6290019,64101.9,8924.69,32.1508,14.2067,19181.3,0.139227,119.92,3.34189,0,latest,0,14219434,0,0,0,0,0
59,120,1,1,4,6,102,50,0.8,0,0,0,1,5000,0.1,53.031,100,0,0,0,0,0,0,0,0,46.3841,0,0,2753973,0,119.922,0,0,0,0,0,6305297,63955.6,8910.93,32.139,14.1978,19139.4,0.13933,119.922,3.34156,0,latest,0,14227479,0,0,0,0,0
0,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2570772,0,2.3367,0,0,0,3475650,0,321,2189.77,1224.53,59.8255,10.1776,2974.33,0.559204,2.3367,0.736222,0,latest,0,0,638281,0,0,0,0
1,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2641376,0,119.461,0,0,0,0,0,6668444,57828.6,8445.06,29.9484,13.7811,18022.7,0.146036,119.461,3.20866,0,latest,0,13693005,0,0,0,0,0
2,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2787790,0,119.921,0,0,0,0,0,6815630,59167.4,8494.27,29.7911,13.777,17704.1,0.143563,119.921,3.34202,0,latest,0,14168146,0,0,0,0,0
3,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2794884,0,119.924,0,0,0,0,0,6819372,59145.4,8491.05,29.7845,13.7752,17695.5,0.143562,119.924,3.34239,0,latest,0,14164444,0,0,0,0,0
4,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2770396,0,119.921,0,0,0,0,0,6810058,59228.2,8506.47,29.83,13.7944,17718.6,0.143622,119.921,3.34272,0,latest,0,14198172,0,0,0,0,0
5,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2790245,0,119.924,0,0,0,0,0,6788502,59413.9,8534.64,29.937,13.8158,17830,0.143647,119.924,3.33224,0,latest,0,14218363,0,0,0,0,0
6,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2698222,0,119.915,0,0,0,0,0,6321873,63776.7,8770.99,31.9981,13.9361,19084.4,0.137526,119.915,3.34183,0,latest,0,14150541,0,0,0,0,0
7,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2763564,0,119.921,0,0,0,0,0,6360499,63397.7,8731.06,31.8616,13.8999,18968.1,0.137719,119.921,3.34234,0,latest,0,14159261,0,0,0,0,0
8,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2807986,0,119.924,0,0,0,0,0,6358944,63406.2,8738.83,31.9032,13.9034,18970.7,0.137823,119.924,3.34232,0,latest,0,14174385,0,0,0,0,0
9,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2763411,0,119.924,0,0,0,0,0,6355041,63451.6,8744.87,31.8943,13.9151,18982.7,0.13782,119.924,3.3426,0,latest,0,14182693,0,0,0,0,0
10,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2765826,0,119.922,0,0,0,0,0,6283855,64162.7,8833.52,31.9891,14.0357,19193.4,0.137674,119.922,3.34295,0,latest,0,14157776,0,0,0,0,0
11,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2761670,0,119.92,0,0,0,0,0,5756117,70050.4,9590.64,32.5612,15.1434,20963.2,0.136911,119.92,3.34158,0,latest,0,14124914,0,0,0,0,0
12,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2772188,0,119.924,0,0,0,0,0,5770298,69879.7,9572.16,32.4745,15.105,20905.6,0.13698,119.924,3.34264,0,latest,0,14114437,0,0,0,0,0
13,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2778919,0,119.924,0,0,0,0,0,5775263,69825.2,9566.5,32.4732,15.1078,20890.1,0.137006,119.924,3.34251,0,latest,0,14121054,0,0,0,0,0
14,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2798233,0,119.924,0,0,0,0,0,5746590,70173.9,9599.26,32.5164,15.1355,20994.5,0.136793,119.924,3.34249,0,latest,0,14112800,0,0,0,0,0
15,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2778083,0,119.92,0,0,0,0,0,5745510,70186.9,9620.15,32.6093,15.1323,21005.8,0.137065,119.92,3.34131,0,latest,0,14144060,0,0,0,0,0
16,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2761285,0,119.921,0,0,0,0,0,5595615,72072.9,9872.34,33.155,15.2158,21564.2,0.136977,119.921,3.34225,0,latest,0,14179980,0,0,0,0,0
17,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2763511,0,119.923,0,0,0,0,0,5565375,72463.2,9914.93,33.188,15.2614,21681.5,0.136827,119.923,3.34216,0,latest,0,14188791,0,0,0,0,0
18,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2764812,0,119.923,0,0,0,0,0,5552569,72622.4,9931.2,33.1818,15.2699,21731.1,0.136751,119.923,3.34186,0,latest,0,14194894,0,0,0,0,0
19,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2807509,0,119.925,0,0,0,0,0,5574402,72339.5,9897.92,33.1293,15.2372,21645.3,0.136826,119.925,3.34204,0,latest,0,14191239,0,0,0,0,0
20,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2764688,0,119.921,0,0,0,0,0,5522023,73020.6,9915.75,34.0028,15.3141,21855,0.135794,119.921,3.34114,0,latest,0,14191202,0,0,0,0,0
21,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2762617,0,119.921,0,0,0,0,0,5417101,74462.4,9892.19,36.5654,15.4661,22273.5,0.132848,119.921,3.3431,0,latest,0,14281588,0,0,0,0,0
22,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2760932,0,119.924,0,0,0,0,0,5392154,74781.2,9930.49,36.6343,15.5386,22379.5,0.132794,119.924,3.3415,0,latest,0,14235998,0,0,0,0,0
23,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2761769,0,119.924,0,0,0,0,0,5404813,74602.1,9916.88,36.64,15.54,22324.2,0.13293,119.924,3.34176,0,latest,0,14246950,0,0,0,0,0
24,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2776533,0,119.921,0,0,0,0,0,5374378,75040.3,9961.86,36.718,15.5798,22451.3,0.132753,119.921,3.34236,0,latest,0,14257838,0,0,0,0,0
25,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2798853,0,119.924,0,0,0,0,0,5793373,69603.5,9411.72,34.6377,14.9589,20824.5,0.135219,119.924,3.34239,0,latest,0,14282360,0,0,0,0,0
26,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2783215,0,119.921,0,0,0,0,0,6751037,59733.9,8396.23,30.5916,13.7495,17870.6,0.14056,119.921,3.34258,0,latest,0,14427413,0,0,0,0,0
27,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2777766,0,119.923,0,0,0,0,0,6681583,60358.5,8468.54,30.7739,13.8481,18060.3,0.140304,119.923,3.34206,0,latest,0,14324831,0,0,0,0,0
28,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2790309,0,119.922,0,0,0,0,0,6679963,60372.2,8469.02,30.7948,13.845,18065.5,0.14028,119.922,3.34185,0,latest,0,14316109,0,0,0,0,0
29,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2777536,0,119.925,0,0,0,0,0,6669000,60480.3,8483.58,30.8298,13.8648,18093.3,0.14027,119.925,3.34269,0,latest,0,14332933,0,0,0,0,0
30,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2794998,0,119.919,0,0,0,0,0,6074905,66372.2,9207.11,31.7362,14.5409,19854.7,0.138719,119.919,3.34289,0,latest,0,14282158,0,0,0,0,0
31,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2775374,0,119.921,0,0,0,0,0,5069668,79541.8,10806.7,33.8008,16.0244,23805.4,0.135862,119.921,3.34134,0,latest,0,14183306,0,0,0,0,0
32,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2767105,0,119.919,0,0,0,0,0,5061036,79683.5,10814.8,33.8149,16.0223,23850.2,0.135722,119.919,3.341,0,latest,0,14172525,0,0,0,0,0
33,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2769215,0,119.923,0,0,0,0,0,5057223,79752,10829,33.8347,16.0449,23863.5,0.135783,119.923,3.342,0,latest,0,14189200,0,0,0,0,0
34,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2762302,0,119.924,0,0,0,0,0,5059150,79729.8,10831.8,33.8916,16.0566,23854.7,0.135856,119.924,3.34231,0,latest,0,14210252,0,0,0,0,0
35,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2771829,0,119.926,0,0,0,0,0,4987437,80866.2,10823.2,34.1688,16.0765,24191.5,0.133841,119.926,3.34275,0,latest,0,14160611,0,0,0,0,0
36,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2809343,0,119.924,0,0,0,0,0,4875814,82716.8,10851,34.6559,16.125,24739.1,0.131182,119.924,3.34356,0,latest,0,14117254,0,0,0,0,0
37,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2768424,0,119.926,0,0,0,0,0,4869063,82806.9,10858.9,34.6459,16.11,24773.7,0.131135,119.926,3.34253,0,latest,0,14103252,0,0,0,0,0
38,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2699903,0,119.92,0,0,0,0,0,4857025,82960.6,10856.9,34.6301,16.1217,24835.2,0.130868,119.92,3.34045,0,latest,0,14042970,0,0,0,0,0
39,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2633865,0,119.916,0,0,0,0,0,4862470,82797.2,10858,34.7012,16.1571,24805.9,0.13114,119.916,3.3378,0,latest,0,14098748,0,0,0,0,0
40,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2775099,0,119.924,0,0,0,0,0,4770987,84503,11158.8,34.86,16.7183,25376.7,0.132052,119.924,3.32994,0,latest,0,14176049,0,0,0,0,0
41,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2795014,0,119.923,0,0,0,0,0,4641449,86866.3,11558.1,34.9876,17.2879,25996.2,0.133056,119.923,3.3415,0,latest,0,14143697,0,0,0,0,0
42,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2816490,0,119.923,0,0,0,0,0,4657082,86574.7,11504.7,34.7246,17.1499,25908.7,0.132888,119.923,3.34153,0,latest,0,14259621,0,0,0,0,0
43,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2769592,0,119.926,0,0,0,0,0,4635269,86981.4,11570.4,34.9775,17.2737,26027.8,0.133022,119.926,3.34186,0,latest,0,14151780,0,0,0,0,0
44,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2800052,0,119.923,0,0,0,0,0,4628915,87097.4,11592.3,35.0574,17.337,26065.8,0.133096,119.923,3.34144,0,latest,0,14171482,0,0,0,0,0
45,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2772358,0,119.922,0,0,0,0,0,5093471,79166.6,10735.4,33.9605,16.1565,23692.3,0.135605,119.922,3.34145,0,latest,0,14202006,0,0,0,0,0
46,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2767346,0,119.923,0,0,0,0,0,5399797,74710.4,10250.8,33.2774,15.4631,22348.3,0.137208,119.923,3.343,0,latest,0,14255583,0,0,0,0,0
47,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2809786,0,119.929,0,0,0,0,0,5394418,74781.5,10269.5,33.3443,15.4908,22368.8,0.137327,119.929,3.34311,0,latest,0,14236799,0,0,0,0,0
48,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2775835,0,119.924,0,0,0,0,0,5376559,75026,10294.7,33.3981,15.5226,22443.6,0.137215,119.924,3.34287,0,latest,0,14234263,0,0,0,0,0
49,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2774557,0,119.929,0,0,0,0,0,5398498,74722.5,10266,33.3398,15.4901,22347.8,0.137389,119.929,3.34362,0,latest,0,14241496,0,0,0,0,0
50,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2769020,0,119.922,0,0,0,0,0,5259625,76681.8,10242.1,34.2053,15.7212,22936.7,0.133566,119.922,3.3432,0,latest,0,14176025,0,0,0,0,0
51,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2677317,0,119.917,0,0,0,0,0,5165126,78088.5,10259.2,34.6952,15.88,23357,0.131379,119.917,3.34326,0,latest,0,14161473,0,0,0,0,0
52,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2806663,0,119.924,0,0,0,0,0,5214120,77379.4,10168.6,34.3729,15.7426,23141.2,0.131412,119.924,3.34379,0,latest,0,14236889,0,0,0,0,0
53,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2802837,0,119.923,0,0,0,0,0,5164968,78087.9,10253.5,34.6311,15.8644,23359.9,0.131307,119.923,3.34282,0,latest,0,14150716,0,0,0,0,0
54,120,1,1,4,6,103,50,0.8,0,0,0,1,5000,0.1,53.0342,100,0,0,0,0,0,0,0,0,46.9014,0,0,2771505,0,119.923,0,0,0,0,0,5171267,77990.6,10240.4,34.6089,15.8601,23332.3,0.131303,119.923,3.3426,0,latest,0,14143388,0,0,0,0,0
