t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
20,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3403081,0,55.9419,0,0,0,0,0,59957037,2874.54,2094.32,29.2493,11.6922,934.89,0.728577,55.9419,3.07473,0,latest,0,1303,0,0,0,0,0
21,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3404911,0,55.9424,0,0,0,0,0,59764799,2861.63,2089.13,29.2149,11.6779,937.916,0.730047,55.9424,3.05105,0,latest,0,1293,0,0,0,0,0
22,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3404375,0,55.9415,0,0,0,0,0,59755819,2860.1,2089.13,29.2148,11.6779,938.021,0.73044,55.9415,3.04908,0,latest,0,1300,0,0,0,0,0
23,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3410166,0,55.9416,0,0,0,1,0,59898788,2865.02,2089.11,29.2161,11.6809,935.79,0.729177,55.9416,3.06161,0,latest,0,1294,0,0,1,0,0
24,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3407873,0,55.9418,0,0,0,0,0,59903688,2867.32,2089.12,29.2198,11.6779,935.587,0.728599,55.9418,3.06473,0,latest,0,1259,0,0,0,0,0
25,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3405631,0,55.9419,0,0,0,0,0,59837005,2864.75,2089.24,29.2198,11.6763,936.652,0.729291,55.9419,3.0585,0,latest,0,1301,0,0,0,0,0
26,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3403855,0,55.9416,0,0,0,0,0,59730445,2859.53,2089.28,29.2139,11.678,938.295,0.730636,55.9416,3.04759,0,latest,0,1256,0,0,0,0,0
27,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3410824,0,55.9423,0,0,0,1,0,59666288,2850.89,2089.07,29.2188,11.6791,939.437,0.732777,55.9423,3.03468,0,latest,0,1274,0,0,1,0,0
28,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3410057,0,55.9424,0,0,0,0,0,59879525,2863.81,2089.12,29.2182,11.678,936.086,0.729487,55.9424,3.05935,0,latest,0,1240,0,0,0,0,0
29,56,1,1,4,6,202,150,0.5,0,1,0,10,10000,0.1,159.189,100,0,0,0,0,0,0,0,0,18.7308,0,0,3409458,0,55.9421,0,0,0,0,0,59801505,2860.08,2089.01,29.2081,11.6772,937.297,0.730404,55.9421,3.05141,0,latest,0,1217,0,0,0,0,0
