t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
9,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.8163,11.4101,71.7736,42.2405,2.7201,0.416159,30611,8082,8082,1.00708,1.12195,93.1602,2688679,6635,118.794,24.2623,189,93.1602,0,93.1602,2288486,173582,11686.1,60.2537,13.5736,52275.1,0.0673232,118.794,3.32054,0,latest,5971,2622959,0,793913,0,0,0
10,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.1831,11.7047,71.1122,43.7964,2.65421,0.421173,33031,8489,8489,1.00708,1.20378,88.3548,2706585,6951,118.971,22.2775,221,88.3548,0,88.3548,2097447,190168,11590.6,60.99,12.4373,57195.9,0.0609495,118.971,3.32485,0,latest,5663,1832695,0,688860,0,0,0
11,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,23.013,11.6844,65.3027,40.2388,2.32854,0.383853,28809,8073,8073,1.00708,1.22439,82.738,2696471,6194,119.023,20.2087,160,82.738,0,82.738,2069210,193045,10630.1,62.419,12.0014,57918.6,0.0550654,119.023,3.33304,0,latest,5303,1207913,0,649685,0,0,0
12,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.1094,11.6029,71.2878,43.6483,2.64982,0.409421,27131,7826,7826,1.00692,1.24076,79.8828,2730699,5889,119.021,22.4632,132,79.836,0,79.8828,2120160,188203,12222.9,61.4328,13.325,56523.3,0.0649455,119.021,3.32965,0,latest,5120,2318061,0,770555,0,0,0
13,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.5447,11.4901,69.9652,44.0805,2.58938,0.365433,23028,6832,6832,1.00708,1.23399,66.9643,2719022,4906,119.23,20.748,71,66.9487,0,66.9643,2133874,187415,12237.4,61.1182,13.3517,56260.6,0.0652957,119.23,3.33119,0,latest,4292,2321833,0,800241,0,0,0
14,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.5816,9.40025,76.0182,46.8625,1.45619,0.220366,29186,7419,7419,1.00708,1.20692,90.5547,2712585,6355,118.605,24.1968,230,90.5391,0,90.5547,2308560,171879,11232.4,59.7162,12.8517,51755.1,0.0653506,118.605,3.32101,0,latest,5804,2297057,0,705151,0,0,0
15,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.7255,11.7481,69.5263,42.0403,2.70348,0.389301,31650,8640,8640,1.00708,1.26625,92.0057,2694407,6892,118.904,22.3956,178,92.0057,0,92.0057,2071425,192415,10469.4,61.168,11.4333,57852.2,0.0544104,118.904,3.32598,0,latest,5897,1198543,0,514188,0,0,0
16,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,21.5423,11.1171,67.3406,43.1189,2.38615,0.308786,21658,6551,6551,1.00708,1.2727,62.19,2724799,4569,119.299,19.2967,51,62.1744,0,62.19,2057020,194849,11193.1,61.4443,12.0862,58408.3,0.0574448,119.299,3.33598,0,latest,3986,1463296,0,677812,0,0,0
17,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,21.7512,10.7743,67.4745,44.2314,2.28232,0.245578,16104,5197,5197,1.00708,1.23352,50.0204,2754158,3412,119.439,18.4408,28,50.0204,0,50.0204,2112490,190127,11927.5,60.6872,12.7244,56970.5,0.0627346,119.439,3.33729,0,latest,3206,2074914,0,737328,0,0,0
18,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,19.0106,10.0245,70.9649,49.7893,2.36146,0.266306,21359,6318,6318,1.00708,1.26577,58.3207,2718726,4470,119.274,16.8448,59,58.3207,0,58.3207,2072113,193660,11334.6,61.1857,12.0841,58047.9,0.0585283,119.274,3.33621,0,latest,3738,1574462,0,693412,0,0,0
19,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,23.6955,10.5908,65.7138,43.649,2.29889,0.311468,20496,6119,6119,1.00708,1.2919,54.4046,2717883,4216,119.423,17.49,26,54.389,0,54.4046,2058558,195121,10639.5,62.0141,11.7776,58447.6,0.0545274,119.423,3.3384,0,latest,3487,1280011,0,560105,0,0,0
20,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,20.6632,10.2065,69.1304,44.9111,2.14712,0.231394,16924,5392,5392,1.00708,1.22376,53.5152,2726141,3424,119.424,19.212,29,53.4996,0,53.5152,2101630,191239,10859.8,60.7261,11.857,57224.2,0.0567863,119.424,3.34193,0,latest,3430,1379254,0,602504,0,0,0
21,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,19.821,11.1886,68.9904,44.5654,2.66301,0.335704,20904,6308,6308,1.00708,1.26987,58.2739,2728660,4584,119.348,19.4545,42,58.2739,0,58.2739,2111457,189823,11302.2,61.0663,12.5424,56901.8,0.0595409,119.348,3.33597,0,latest,3735,1695422,0,656187,0,0,0
22,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.0455,9.30216,72.6523,40.9509,1.49519,0.205797,29926,7430,7430,1.00708,1.23729,97.6848,2719990,6741,118.406,26.3693,239,97.6536,0,97.6848,2432853,162669,10980.9,59.3751,12.9817,49007.1,0.0675042,118.406,3.3193,0,latest,6261,2554660,0,779230,0,0,0
23,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.9124,9.97393,74.1137,41.2376,1.57824,0.216487,37889,8544,8544,1.00708,1.30574,110.494,2693242,8290,117.924,27.4944,291,110.494,0,110.494,2415384,163203,11230.8,58.5329,13.1706,49161.8,0.0688152,117.924,3.31971,0,latest,7082,2669883,0,789132,0,0,0
24,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.9432,9.5064,75.5504,41.6522,1.36929,0.196958,37046,8245,8245,1.00708,1.35673,105.642,2776914,7862,118.17,28.2133,319,105.626,0,105.642,2354705,167803,11435.2,58.9561,13.0872,50536.4,0.0681466,118.17,3.32045,0,latest,6771,2537473,0,769916,0,0,0
25,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.6057,9.31438,75.0799,42.2808,1.70867,0.268658,33391,8211,8211,1.00708,1.386,103.005,2924003,7559,118.174,27.248,278,103.036,0,103.005,2355260,167856,10755.2,58.7419,12.3355,50564.6,0.0640739,118.174,3.31964,0,latest,6602,2015006,0,719980,0,0,0
26,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.6586,9.23854,74.1028,41.1486,1.44238,0.219903,35919,8901,8901,1.00708,1.47081,107.889,2918762,8252,117.973,27.402,290,107.904,0,107.889,2444375,161512,10345.7,58.1565,12.3248,48595.1,0.0640552,117.973,3.32362,0,latest,6915,2085634,0,665924,0,0,0
27,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.0919,9.52278,73.3853,39.6705,1.65452,0.282829,34990,8327,8327,1.00708,1.45586,108.154,2913395,7570,118.031,27.9792,326,108.107,0,108.154,2400925,164491,11198.1,59.1258,13.1457,49511.7,0.0680773,118.031,3.32227,0,latest,6932,2563958,0,798204,0,0,0
28,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.413,9.30499,73.282,39.6381,1.5795,0.259992,35760,8492,8492,1.00708,1.43572,108.981,2761352,7640,117.952,27.9619,352,108.95,0,108.981,2356819,167435,11222.3,59.185,12.9116,50418.2,0.0670248,117.952,3.32093,0,latest,6985,2408097,0,779305,0,0,0
29,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.5264,9.73696,72.7366,39.7827,1.76034,0.258278,33332,8295,8295,1.00708,1.40535,105.689,2700461,7370,118.218,27.5366,314,105.673,0,105.689,2360816,167544,10482.7,59.6069,12.0453,50482,0.0625666,118.218,3.31889,0,latest,6774,1825466,0,707191,0,0,0
30,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.1467,9.50472,72.3486,39.7493,1.87066,0.264399,37933,9226,9226,1.00708,1.46939,109.074,2696680,8225,117.907,27.0289,328,109.012,0,109.074,2354947,167654,9750.14,59.2416,11.859,50427.1,0.0581562,117.907,3.32469,0,latest,6991,1625947,0,651343,0,0,0
31,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.7157,10.2464,74.0379,38.8906,1.53682,0.230317,31635,8266,8266,1.00708,1.41275,107.233,2711658,7238,117.965,29.1556,385,107.218,0,107.233,2345379,168327,9619.95,58.8292,12.1957,50676.7,0.0571503,117.965,3.32159,0,latest,6873,1864636,0,652226,0,0,0
32,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.8163,9.82919,72.3546,38.0987,1.52154,0.237869,32319,7929,7929,1.00708,1.36633,102.287,2815069,7023,118.143,28.4978,354,102.272,0,102.287,2427769,162860,9603.84,57.9632,12.4507,49019.8,0.0589697,118.143,3.32234,0,latest,6556,2209281,0,644226,0,0,0
33,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.772,9.38633,71.8417,38.7867,2.12411,0.300097,35169,8669,8669,1.00708,1.38316,99.8691,2911818,7294,118.516,27.4286,296,99.8379,0,99.8691,2437760,162610,9704.33,59.3302,12.6534,48973.3,0.0596785,118.516,3.32038,0,latest,6401,2337522,0,704426,0,0,0
34,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.6126,9.56509,74.8223,40.8721,1.71139,0.264655,30280,8026,8026,1.00708,1.30071,104.472,2916071,6874,118.097,28.05,299,104.472,0,104.472,2425136,162845,9747.01,59.5973,12.516,49026.5,0.0598545,118.097,3.32157,0,latest,6696,2358407,0,752798,0,0,0
35,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.1045,9.80625,76.0893,44.1516,1.07325,0.212709,33778,8531,8531,1.00708,1.3487,98.4961,3020075,7419,118.432,26.1035,289,98.4493,0,98.4961,2407209,164524,9965.9,58.6878,12.5497,49545.9,0.060574,118.432,3.32065,0,latest,6313,2501102,0,736635,0,0,0
36,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.4695,9.64332,73.8872,39.3343,1.9448,0.312796,35093,8740,8740,1.00708,1.41007,102.521,2891150,7799,118.293,28.962,302,102.506,0,102.521,2372608,166763,9671.33,58.3217,12.1614,50236.9,0.0579943,118.293,3.31954,0,latest,6571,2116160,0,716869,0,0,0
37,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.0331,9.47689,72.49,38.5348,1.93168,0.33029,36371,8801,8801,1.00708,1.51204,98.5273,2813977,7798,118.392,28.3396,310,98.5273,0,98.5273,2366816,167316,9866.16,58.2687,12.5704,50348.7,0.0589674,118.392,3.32314,0,latest,6315,2335774,0,762427,0,0,0
38,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.7097,9.49915,72.7912,39.9138,1.5878,0.285007,36531,9447,9447,1.00708,1.57608,109.34,2914173,8237,117.97,27.3934,386,109.34,0,109.34,2278952,172793,9433.47,62.0813,11.7354,52201.1,0.0545942,117.97,3.31013,0,latest,7008,1722759,0,648195,0,0,0
39,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.7294,10.0733,74.1973,40.5666,1.59933,0.269274,32248,8374,8374,1.00708,1.4941,106.999,2933209,7065,118.1,27.9256,329,106.984,0,106.999,2284866,171943,8940.29,60.0878,11.0125,52084.2,0.0519958,118.1,3.30124,0,latest,6858,1326459,0,599025,0,0,0
40,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.9068,9.70865,75.3846,40.5297,1.72415,0.298176,33507,8431,8431,1.00708,1.47978,101.008,3029688,7206,118.428,29.1205,321,100.992,0,101.008,2338096,169298,9204.43,57.0254,11.3675,51045.5,0.0543682,118.428,3.31661,0,latest,6474,1631692,0,611370,0,0,0
41,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.6539,9.47564,75.8705,42.311,1.86293,0.279791,29780,7800,7800,1.00708,1.41133,96.4211,3021953,6442,118.564,27.6522,239,96.4054,0,96.4211,2372261,167254,9801.43,56.9471,12.3345,50319.9,0.058602,118.564,3.32382,0,latest,6180,2292767,0,717584,0,0,0
42,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.3596,9.86191,74.7785,39.1795,1.85324,0.288859,32667,7998,7998,1.00708,1.37105,104.55,2930196,7213,118.097,29.8359,434,104.534,0,104.55,2427410,162736,9957.99,56.587,12.7161,48991.2,0.0611912,118.097,3.32173,0,latest,6701,2704345,0,764248,0,0,0
43,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.6133,9.36457,74.0222,41.6901,1.814,0.321132,38718,8926,8926,1.00708,1.50433,101.039,2913462,8215,118.218,26.8152,477,101.024,0,101.039,2463771,160492,9601.97,56.323,12.4733,48325.4,0.0598283,118.218,3.32107,0,latest,6476,2536902,0,698508,0,0,0
44,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.0578,9.19598,74.7462,41.9601,1.48354,0.257837,33708,9098,9098,1.00708,1.52777,102.1,2916207,7508,118.375,27.0638,280,102.1,0,102.1,2378621,166437,9256.92,56.9474,11.6146,50143.3,0.0556181,118.375,3.31923,0,latest,6544,1810277,0,661462,0,0,0
45,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.3217,9.92787,73.7504,39.9205,1.51054,0.242987,32234,8498,8498,1.00708,1.52541,98.0281,2921214,7027,118.509,27.9982,276,98.0125,0,98.0281,2419450,163978,9570.55,57.2942,12.2902,49340,0.058365,118.509,3.32342,0,latest,6283,2247583,0,757984,0,0,0
46,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,14.8263,9.65582,75.5178,40.8422,1.48256,0.258917,31151,8037,8037,1.00708,1.44107,103.988,2938552,6886,118.009,28.6454,329,103.972,0,103.988,2445949,161502,9896.04,56.725,12.8813,48574.5,0.0612751,118.009,3.32483,0,latest,6665,2694502,0,798813,0,0,0
47,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.0636,9.41254,74.5239,43.8799,1.27012,0.225344,36424,9792,9792,1.00708,1.61275,98.3713,2927022,8268,118.583,24.9155,248,98.3557,0,98.3713,2287005,173467,9261.15,57.7215,11.5242,52282.4,0.0533884,118.583,3.3179,0,latest,6305,1552012,0,634727,0,0,0
48,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.8868,9.71572,73.3974,39.9315,1.39751,0.257257,36385,9018,9018,1.00708,1.69095,101.617,2930507,7914,118.221,27.7537,351,101.617,0,101.617,2255069,175550,8926.48,58.427,11.0338,52862.9,0.0508487,118.221,3.32085,0,latest,6513,1167880,0,598066,0,0,0
49,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.6447,9.73306,74.6222,40.626,1.41564,0.246319,32238,8619,8619,1.00708,1.66184,100.634,2925008,7078,118.5,28.0472,291,100.634,0,100.634,2265391,175096,9285.14,58.2768,11.5223,52697.2,0.0530288,118.5,3.32269,0,latest,6450,1439937,0,681980,0,0,0
50,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.5891,9.7867,74.6242,39.3938,1.50591,0.242084,32821,8184,8184,1.00708,1.62187,101.991,2930547,7050,118.303,29.2373,336,101.991,0,101.991,2320800,170594,9495.85,57.1708,11.7903,51362.3,0.0556634,118.303,3.32138,0,latest,6537,1732746,0,713112,0,0,0
51,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.481,10.4645,74.0545,40.4453,1.45397,0.245465,31888,8097,8097,1.00708,1.59072,99.4167,2765632,6962,118.42,27.4313,320,99.4011,0,99.4167,2375887,166812,10124.3,56.8385,12.7422,50188.8,0.0606927,118.42,3.32368,0,latest,6372,2560883,0,753269,0,0,0
52,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.1217,9.98939,72.8889,39.0068,1.64837,0.314834,37743,9114,9114,1.00708,1.66939,102.568,2767624,7999,118.169,28.0459,332,102.568,0,102.568,2441047,162013,9610.11,56.2577,12.3097,48748.6,0.0593169,118.169,3.32344,0,latest,6574,2352970,0,712854,0,0,0
53,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,19.2967,9.44806,71.2553,37.9491,1.85917,0.307748,34656,8644,8644,1.00708,1.68623,103.333,2698138,7574,118.198,27.6506,331,103.333,0,103.333,2352639,168234,9305.9,57.2118,11.4212,50640.6,0.0553153,118.198,3.32211,0,latest,6623,1656006,0,689106,0,0,0
54,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,16.3562,10.2041,73.4397,38.8285,1.33026,0.263876,38761,9420,9420,1.00708,1.74319,108.669,2889057,8262,118.033,28.7121,375,108.669,0,108.669,2337346,169184,9423.99,56.6778,11.5962,50866.7,0.0557025,118.033,3.32603,0,latest,6965,1720710,0,672734,0,0,0
55,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,15.7706,10.4739,73.7554,39.1,1.2912,0.240979,33554,8562,8562,1.00708,1.69819,105.377,2712536,7273,118.177,28.459,324,105.361,0,105.377,2373743,166588,9457.79,56.2604,11.7964,50150.5,0.0567735,118.177,3.32176,0,latest,6754,1941749,0,619408,0,0,0
56,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.2692,10.0539,72.6769,39.4157,1.72459,0.302368,28819,7744,7744,1.00708,1.62172,96.4211,2710041,6418,118.419,27.176,308,96.4054,0,96.4211,2467892,160644,9970.81,56.2592,12.8021,48321.3,0.0620676,118.419,3.3245,0,latest,6180,2767476,0,684816,0,0,0
57,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,17.6074,9.95529,72.4373,38.38,1.58993,0.30267,34809,8650,8650,1.00708,1.68497,98.1061,2711746,7536,118.249,28.133,320,98.1061,0,98.1061,2362719,167347,10025.3,56.358,12.1641,50400.3,0.059907,118.249,3.32036,0,latest,6288,2262280,0,732715,0,0,0
58,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,18.4122,9.75006,71.8377,41.2457,1.27475,0.23047,39413,10257,10257,1.00708,1.85932,99.9627,2702263,8471,118.556,24.9897,244,99.9471,0,99.9627,2276768,174359,9273.88,58.4398,11.3278,52479.2,0.0531883,118.556,3.32245,0,latest,6407,1444082,0,604481,0,0,0
59,120,1,1,4,6,10,50,0.75,0,0,25,1,1000,0.1,53.025,19.1598,10.1353,70.7049,37.2101,1.88147,0.293433,29924,7628,7628,1.00708,1.755,99.4167,2700406,6408,118.194,27.3082,470,99.4167,0,99.4167,2405781,164479,9068.93,56.3102,11.5197,49511,0.0551374,118.194,3.32207,0,latest,6372,1704443,0,580399,0,0,0
0,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,22.8211,14.4204,62.7584,9.77111,1.97898,0.136817,11979658,36314,36313,1.00692,0.408183,44413.2,666293,2849617,1.70668,48.3741,420231,44413.2,3475709,0.0468063,3,576742,137757,5526.33,982,273984,0.238853,1.70668,2.10502,0,latest,3,1,95342833,1,0,0,0
1,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,14.1018,11.0404,74.8579,43.075,2.25303,0.176652,324256,53937,53938,1.00708,1.28041,1028.26,1591726,73291,104.03,25.8621,1809,1021.53,0,1028.27,1734576,192881,13518.5,98.4183,16.4624,60428.3,0.0700875,104.03,3.19189,0,latest,65906,1876881,0,684683,0,0,0
2,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,80.2204,7.82638,11.9532,7.20792,0.618464,0.146182,421,106,106,1.00708,1.28356,0.499268,2815431,78,119.914,3.98066,0,0.499268,0,0.499268,2061190,195931,10495.8,61.7831,10.9752,58631.5,0.0535689,119.914,3.34173,0,latest,32,1173794,0,457511,0,0,0
3,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.28356,0,2813642,0,119.923,0,0,0,0,0,2064363,195652,10509.2,61.606,10.9654,58534.8,0.0537135,119.923,3.3425,0,latest,0,1182355,0,453353,0,0,0
4,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.28356,0,2815731,0,119.924,0,0,0,0,0,2066190,195523,10498.9,61.6407,10.9737,58482.4,0.0536965,119.924,3.34328,0,latest,0,1177939,0,459306,0,0,0
5,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,16.1126,9.60935,74.278,41.5503,1.80325,0.257022,31242,7577,7577,1.00708,1.307,98.1841,2698605,6813,118.383,27.2873,263,98.1841,0,98.1841,2125696,186279,10236.3,62.806,11.16,55946.4,0.0549515,118.383,3.32959,0,latest,6293,1211248,0,472485,0,0,0
6,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,73.8757,6.24301,19.8813,13.1654,0.894316,0.292373,1276,312,312,1.00708,1.28167,1.40419,2811127,240,119.903,5.48628,0,1.40419,0,1.40419,2094906,192381,11089.5,59.8477,11.3083,57658,0.0576436,119.903,3.33659,0,latest,90,1464445,0,655700,0,0,0
7,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.28167,0,2814832,0,119.918,0,0,0,0,0,1952931,206936,11616.5,62.0783,11.4956,61882.6,0.0561357,119.918,3.34401,0,latest,0,1326648,0,653111,0,0,0
8,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.28167,0,2810931,0,119.919,0,0,0,0,0,1964186,205596,11575.5,61.9156,11.4998,61528.4,0.0563019,119.919,3.34148,0,latest,0,1333313,0,652214,0,0,0
9,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.28167,0,2811145,0,119.92,0,0,0,0,0,1958699,206190,11604.8,61.9988,11.5141,61709.2,0.0562823,119.92,3.34132,0,latest,0,1334333,0,655675,0,0,0
10,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,11.3389,7.27214,81.3889,57.1073,0.867455,0.122445,29599,7543,7543,1.00708,1.26074,93.0978,2679454,6448,118.633,20.2758,236,93.0822,0,93.0978,2161530,183783,10860,61.8872,11.6694,55254.8,0.0590913,118.633,3.3261,0,latest,5967,1495654,0,660311,0,0,0
11,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,85.9375,5.78912,8.27338,4.94604,0.966727,0.292266,704,136,136,1.00708,1.26357,0.374451,2814985,119,119.922,2.84397,0,0.374451,0,0.374451,1988281,203272,11703.1,62.5971,11.8169,60763.7,0.0575735,119.922,3.34528,0,latest,24,1450137,0,643523,0,0,0
12,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.26357,0,2815922,0,119.925,0,0,0,0,0,1994315,202502,11672.2,62.4442,11.8064,60577.8,0.0576398,119.925,3.34284,0,latest,0,1463052,0,632236,0,0,0
13,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.26357,0,2813725,0,119.93,0,0,0,0,0,1986700,203286,11700.7,62.5889,11.8348,60807.9,0.0575579,119.93,3.34308,0,latest,0,1459054,0,629707,0,0,0
14,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.26357,0,2815048,0,119.91,0,0,0,0,0,1982590,203684,11744.6,62.7601,11.8824,60948.8,0.0576609,119.91,3.34189,0,latest,0,1465949,0,641952,0,0,0
15,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,15.6421,10.097,74.261,39.4175,1.91643,0.237195,32062,7714,7714,1.00708,1.23367,102.584,2703338,7015,118.135,29.3677,312,102.553,0,102.584,2223412,177673,10822.9,61.8563,11.9631,53506.1,0.0609146,118.135,3.32062,0,latest,6575,1672216,0,645803,0,0,0
16,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,92.5868,2.95139,4.46181,2.5,0.3125,0.0694444,179,33,33,1.00708,1.231,0.124817,2813759,28,119.925,1.75347,0,0.124817,0,0.124817,2037411,198137,11640,62.6486,12.028,59244.1,0.0587474,119.925,3.34442,0,latest,8,1608713,0,698381,0,0,0
17,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.231,0,2817685,0,119.934,0,0,0,0,0,2043378,197697,11618.5,62.4229,11.9989,59131.8,0.0587694,119.934,3.34333,0,latest,0,1626394,0,692037,0,0,0
18,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.231,0,2818151,0,119.928,0,0,0,0,0,2039618,197858,11613.7,62.5711,12.021,59239.3,0.0586971,119.928,3.33998,0,latest,0,1613647,0,694831,0,0,0
19,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.231,0,2817586,0,119.925,0,0,0,0,0,2051640,196826,11569.8,62.4739,11.9755,58885.9,0.0587822,119.925,3.3425,0,latest,0,1613446,0,686208,0,0,0
20,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,15.2303,12.8424,71.9273,42.7057,2.49103,0.312473,26321,7359,7359,1.00708,1.14304,90.8667,2710459,5798,118.735,23.8846,206,90.8667,0,90.8667,2030879,195963,11597,64.7662,12.2907,58882.8,0.0591794,118.735,3.32803,0,latest,5824,1617355,0,685497,0,0,0
21,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,86.7238,5.27684,7.99939,4.19088,0.856531,0.275314,343,86,86,1.00708,1.14729,0.234032,2811358,73,119.924,3.27317,0,0.234032,0,0.234032,1990768,202831,11994.5,63.3035,12.3534,60681.1,0.0591355,119.924,3.34257,0,latest,15,1720136,0,673388,0,0,0
22,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.14729,0,2812633,0,119.92,0,0,0,0,0,1980411,202823,12020.4,63.3233,12.3921,60987.5,0.0592652,119.92,3.32566,0,latest,0,1707448,0,702584,0,0,0
23,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.14729,0,2810340,0,119.927,0,0,0,0,0,1988159,202620,11997,63.2552,12.3455,60762.8,0.0592095,119.927,3.33461,0,latest,0,1699798,0,695596,0,0,0
24,120,1,1,4,6,10,50,0.75,0,0,25,1,5000,0.1,53.0351,100,0,0,0,0,0,0,0,0,1.00708,1.14729,0,2815424,0,119.915,0,0,0,0,0,1985138,202910,11998.6,63.3984,12.3735,60851.7,0.0591324,119.915,3.3345,0,latest,0,1695624,0,698253,0,0,0
