t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_contention_management,c_backoff_strategy,c_contention_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
25,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,0.777553,17.9651,81.2574,29.6701,0.0813798,0.00205159,172,690,690,0.354839,13.14,193.747,199173,147,58.0687,42.1363,815,193.747,0,206.478,4701023,40493.2,5467.82,26.3143,11.7196,12380.8,0.135031,58.0687,3.27064,0,latest,13235,7960395,0,0,0,0,0
26,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,18.7709,9.43772,71.7914,41.604,1.34033,0.940859,92666,22544,22544,1.00708,23.4406,449.403,13391,77129,56.2792,23.5867,176,449.419,0,436.672,1650943,106263,11301.3,42.2618,14.8585,34196.5,0.106352,56.2792,3.10742,0,latest,27987,5136126,0,0,0,0,0
27,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,92.1708,2.33309,5.49606,3.68226,1.66472,8.71866,28019,78,78,1.00708,23.7703,1.21696,220213,20910,59.9656,1.47092,0,1.21696,0,1.21696,4400918,43992.1,6091.93,26.1231,12.5506,13667.5,0.138478,59.9656,3.21875,0,latest,78,8675873,0,0,0,0,0
28,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.3301,2.03883,158,0,0,1.00708,23.7624,0,233221,117,59.9743,0,0,0,0,0,4400872,45319.8,6184.67,26.1924,12.6656,13669.1,0.136467,59.9743,3.31548,0,latest,0,8867237,0,0,0,0,0
29,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.7624,0,233079,0,59.9735,0,0,0,0,0,4396439,45729.8,6199.42,26.1817,12.6759,13683.5,0.135566,59.9735,3.34197,0,latest,0,8881042,0,0,0,0,0
30,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,0.717149,18.2461,81.0367,30.6277,0.0918988,0.00225519,233,876,876,0.892998,12.1487,233.361,191802,202,57.8132,40.8781,950,233.361,0,235.529,3669588,51888,6779.99,28.5534,13.0693,15795.7,0.130666,57.8132,3.28494,0,latest,15096,8013210,0,0,0,0,0
31,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,20.4701,9.21898,70.3109,40.3847,1.27553,1.05332,99212,20772,20772,1.00708,23.9276,397.23,20805,81765,56.4341,22.8069,86,397.199,0,395.061,1977007,88968.7,9380.72,41.5469,14.5066,28629.2,0.105438,56.4341,3.10763,0,latest,25321,4373938,0,0,0,0,0
32,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,95.0633,1.39855,3.53813,2.31701,2.09087,9.34804,21021,34,34,1.00708,23.9921,0.530472,223905,15777,59.9711,1.00195,0,0.530472,0,0.530472,4967567,39195,5492.88,25.3202,11.8678,12107.5,0.140142,59.9711,3.23727,0,latest,34,8601817,0,0,0,0,0
33,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0.302115,0.151057,13,0,0,1.00708,23.9819,0,233340,7,59.9743,0,0,0,0,0,4966795,40139.5,5552.72,25.3642,11.9378,12109.5,0.138335,59.9743,3.31473,0,latest,0,8732413,0,0,0,0,0
34,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.9819,0,233424,0,59.9746,0,0,0,0,0,4970510,40435.8,5567.88,25.3704,11.9642,12100.4,0.137697,59.9746,3.34168,0,latest,0,8787281,0,0,0,0,0
35,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,2.12724,16.4423,81.4305,32.7206,0.427685,0.0107043,1780,1595,1595,0.952793,12.6727,247.621,185097,1524,57.7252,39.5013,980,247.512,0,248.635,3978291,47547.9,6236.32,27.6673,12.3731,14544.7,0.131159,57.7252,3.26909,0,latest,15937,7808833,0,0,0,0,0
36,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,21.438,9.50931,69.0527,43.3037,0.806601,1.22475,104134,20223,20223,1.00708,23.727,375.028,39831,84459,57.06,19.4695,72,374.81,0,373.998,2060460,87007,9763,36.0646,14.0633,27779.4,0.112209,57.06,3.13206,0,latest,23970,5750302,0,0,0,0,0
37,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,96.6771,1.18055,2.14233,1.33741,1.89879,9.17196,17641,15,15,1.00708,24.6105,0.234032,225614,13098,59.9716,0.635681,0,0.234032,0,0.249634,4261440,46080.4,6359.95,26.5113,12.9251,14117.4,0.138019,59.9716,3.26408,0,latest,16,8649830,0,0,0,0,0
38,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0.122699,0.613497,34,0,0,1.00708,24.5452,0,233543,23,59.9752,0,0,0,0,0,4272713,46739.9,6407.43,26.5237,12.9817,14078.8,0.137087,59.9752,3.31988,0,latest,0,8772219,0,0,0,0,0
39,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5452,0,233484,0,59.9744,0,0,0,0,0,4285576,46917.6,6420.4,26.5759,13.0045,14036.8,0.136844,59.9744,3.34248,0,latest,0,8821849,0,0,0,0,0
40,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,2.53326,16.399,81.0677,33.6676,0.431184,0.0114474,2361,2161,2161,0.964595,12.1133,277.78,178062,2044,57.4756,38.2478,1030,277.468,0,278.576,3332248,56312.6,7261.63,29.9929,13.582,17292.3,0.128952,57.4756,3.25651,0,latest,17855,7650459,0,0,0,0,0
41,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,25.893,10.0711,64.036,40.9203,0.905563,1.38852,105488,17689,17689,1.00708,23.4256,346.57,41823,86116,57.0138,17.113,21,346.148,0,345.774,2680867,66764.3,7582.4,35.7834,13.2329,21336.3,0.11357,57.0138,3.12914,0,latest,22162,5730883,0,0,0,0,0
42,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,99.5038,0.0330825,0.463154,0.173683,4.85485,6.42627,6615,1,1,1.00708,23.4697,0.0156021,204077,4975,59.9731,0.27293,0,0.0156021,0,0.0156021,4859894,39809.6,5346.11,27.0526,12.0158,12380.9,0.134292,59.9731,3.21541,0,latest,1,8604781,0,0,0,0,0
43,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.4697,0,233497,0,59.9738,0,0,0,0,0,4838252,40884.9,5412.86,27.1582,12.1013,12431.6,0.132393,59.9738,3.28878,0,latest,0,8723202,0,0,0,0,0
44,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.4697,0,233556,0,59.9743,0,0,0,0,0,4843296,41473.8,5449.15,27.2503,12.1525,12420.4,0.131388,59.9743,3.33917,0,latest,0,8812467,0,0,0,0,0
45,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,3.35159,15.3881,81.2603,34.7974,0.614984,0.0187954,3662,2686,2686,0.926829,10.9268,296.908,170717,3229,57.2785,37.5851,1040,296.331,0,298.437,3626074,51457.4,6346.02,30.6599,12.782,15834.7,0.123326,57.2785,3.24966,0,latest,19130,7491004,0,0,0,0,0
46,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,23.5906,8.40903,68.0004,42.7327,0.746277,1.46697,105756,16708,16708,1.00708,22.8135,338.472,61282,87055,57.1345,19.1398,32,337.942,0,336.943,3258491,55645.3,6672.1,30.9114,11.6743,17592.7,0.119904,57.1345,3.16297,0,latest,21594,6022345,0,0,0,0,0
47,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,98.8844,0.371873,0.743746,0.371873,3.21163,8.23191,3795,1,1,1.00708,22.8442,0.0156021,231334,2872,59.9722,0.338066,0,0.0156021,0,0.0156021,5940491,33088.9,4765.98,25.4737,10.7994,10127.9,0.144036,59.9722,3.2671,0,latest,1,8448411,0,0,0,0,0
48,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.8442,0,233049,0,59.9736,0,0,0,0,0,5931334,33714.2,4804.91,25.5125,10.8489,10142,0.142519,59.9736,3.32421,0,latest,0,8541839,0,0,0,0,0
49,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.8442,0,233257,0,59.973,0,0,0,0,0,5937056,33864.6,4812.92,25.5337,10.8625,10132.7,0.142122,59.973,3.34212,0,latest,0,8576568,0,0,0,0,0
50,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,4.25466,14.5802,81.1652,34.3312,0.716421,0.0448818,5376,3351,3351,0.944925,10.9772,305.848,163391,4709,57.3014,38.3169,1203,305.099,0,307.05,4236628,44099,5751.82,28.6044,11.44,13559.3,0.13043,57.3014,3.25232,0,latest,19680,7286581,0,0,0,0,0
51,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,23.9093,9.68188,66.4088,39.7095,1.09877,1.36316,104021,17324,17324,1.00708,22.9449,333.339,52902,85365,57.1962,20.2944,44,332.762,0,332.138,2511224,71251.1,8269.95,36.1859,13.2782,22846.9,0.116068,57.1962,3.11864,0,latest,21288,5768540,0,0,0,0,0
52,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,99.0044,0.331876,0.663753,0.339971,5.27764,8.98494,8729,2,2,1.00708,23.2494,0.0312042,229586,6561,59.9722,0.283309,0,0.0312042,0,0.0312042,4691124,40907.3,5810.58,27.5605,12.1067,12823.6,0.142043,59.9722,3.19,0,latest,2,8561639,0,0,0,0,0
53,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.2486,0,233569,0,59.9743,0,0,0,0,0,4701070,42503.2,5900.68,27.6713,12.2214,12796.6,0.138829,59.9743,3.32145,0,latest,0,8764639,0,0,0,0,0
54,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.2486,0,233562,0,59.9739,0,0,0,0,0,4719579,42597.5,5899.4,27.6431,12.2232,12744.9,0.138492,59.9739,3.34231,0,latest,0,8794907,0,0,0,0,0
55,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,4.64828,15.0049,80.3469,37.9847,0.618579,0.0335782,7243,4729,4729,0.967742,11.2148,331.545,156444,6318,57.111,34.0126,1012,330.78,0,332.263,3242563,57486.5,7253.5,32.1381,13.0922,17655.8,0.126178,57.111,3.25596,0,latest,21296,7313711,0,0,0,0,0
56,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,25.4552,8.25352,66.2913,38.2293,1.14888,1.59376,105319,15320,15320,1.00708,23.5232,303.867,58374,86365,57.4183,21.7409,46,303.321,0,303.149,3298638,54871.3,6754.69,30.726,11.8951,17462.9,0.123101,57.4183,3.14216,0,latest,19430,5985124,0,0,0,0,0
57,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,99.3709,0.183486,0.445609,0.209699,1.6339,9.15684,8335,1,1,1.00708,23.9851,0.0156021,230061,6211,59.9708,0.218436,0,0.0156021,0,0.0156021,6061562,32076.9,4834.03,24.7182,10.9674,9924.86,0.150701,59.9708,3.23198,0,latest,1,8565998,0,0,0,0,0
58,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.9851,0,233562,0,59.9726,0,0,0,0,0,6072869,32893,4886.32,24.8771,11.044,9905.66,0.148552,59.9726,3.32063,0,latest,0,8737975,0,0,0,0,0
59,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.9851,0,233557,0,59.9723,0,0,0,0,0,6072139,33109.8,4899.54,24.9092,11.0674,9907.12,0.147978,59.9723,3.34202,0,latest,0,8782452,0,0,0,0,0
60,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,5.02578,13.8122,81.162,38.9233,0.611819,0.0474104,8883,5656,5656,0.927616,12.3934,341.249,149188,7644,56.9733,33.7598,1125,340.407,0,342.794,3981581,46712.6,6104.34,29.1126,11.9491,14344.4,0.130679,56.9733,3.25651,0,latest,21972,7072700,0,0,0,0,0
61,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,25.1927,9.09924,65.708,38.7167,1.01983,1.52576,102640,15262,15262,1.00708,23.5389,283.334,71648,83190,57.3197,19.8649,64,282.835,0,281.79,2827299,63418.9,7341.08,34.5414,13.6783,20336.4,0.115755,57.3197,3.1185,0,latest,18060,5457873,0,0,0,0,0
62,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,98.8402,0.323654,0.836105,0.413557,3.52423,8.32509,7794,2,2,1.00708,23.9748,0.0312042,229681,5753,59.968,0.395577,0,0.0312042,0,0.0312042,4486306,42998.9,5759.3,26.1041,12.647,13406.7,0.133941,59.968,3.20727,0,latest,2,8469449,0,0,0,0,0
63,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.9748,0,233226,0,59.9729,0,0,0,0,0,4519881,42769.2,5760.22,26.0119,12.6751,13309,0.134681,59.9729,3.21355,0,latest,0,8571889,0,0,0,0,0
64,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.9748,0,233454,0,59.9724,0,0,0,0,0,4544896,43215.7,5792.23,26.0676,12.7458,13235,0.13403,59.9724,3.26527,0,latest,0,8717362,0,0,0,0,0
65,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,5.19515,13.1798,81.6251,38.2545,0.735497,0.0612697,9249,6129,6128,0.95594,12.1094,351.375,142015,8007,56.9369,34.96,1095,350.642,0,352.342,2846368,64281.2,7613.11,31.7597,13.9904,20052.7,0.118434,56.9369,3.20561,0,latest,22583,6974385,0,0,0,0,0
66,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,27.7788,9.2911,62.9301,39.3888,0.93738,1.67196,100149,15474,15475,1.00708,22.5641,279.044,62217,81747,57.632,17.795,32,278.576,0,278.076,3649396,49609.6,6130.14,28.7589,11.6917,15843.2,0.123567,57.632,3.13129,0,latest,17823,6328353,0,0,0,0,0
67,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,97.4747,0.157828,2.36742,1.35732,5.65025,5.3346,1363,1,1,1.00708,22.5193,0.0156021,180527,1012,59.9742,0.915404,0,0.0156021,0,0.0156021,5735685,33911.6,4752.05,24.0072,11.0896,10487.2,0.14013,59.9742,3.23361,0,latest,1,8279948,0,0,0,0,0
68,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.5193,0,181170,0,59.9739,0,0,0,0,0,5760678,34740.3,4798.18,24.0939,11.1586,10441.7,0.138116,59.9739,3.32706,0,latest,0,8448541,0,0,0,0,0
69,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.5193,0,190671,0,59.9728,0,0,0,0,0,5755173,34875.7,4804,24.0693,11.1626,10452.8,0.137746,59.9728,3.33649,0,latest,0,8453622,0,0,0,0,0
70,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,6.07383,13.0096,80.9166,40.0172,0.832148,0.0714654,11823,6986,6986,0.964595,11.3659,368.35,134918,10299,56.8331,32.8256,873,367.43,0,369.13,3437617,53232.9,6459.67,28.6015,12.1126,16573.9,0.121347,56.8331,3.21185,0,latest,23660,6775082,0,0,0,0,0
71,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,26.5098,8.86635,64.6238,39.7739,0.803328,1.67375,106009,14537,14537,1.00708,24.1644,273.131,76189,86011,57.4832,18.3867,47,272.569,0,272.35,2932015,61100.1,7238.45,32.783,13.0726,19667.4,0.118469,57.4832,3.10667,0,latest,17455,5862231,0,0,0,0,0
72,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,3.01907,7.85664,3794,0,0,1.00708,23.7766,0,231687,2823,59.9721,0,0,0,0,0,4391056,43270,5890.85,26.4355,12.4543,13698.8,0.136142,59.9721,3.15866,0,latest,0,8362980,0,0,0,0,0
73,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.7766,0,233580,0,59.973,0,0,0,0,0,4373222,44706.2,5979.3,26.5405,12.5691,13755.2,0.133746,59.973,3.25013,0,latest,0,8507289,0,0,0,0,0
74,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.7766,0,233535,0,59.9743,0,0,0,0,0,4371541,45360.4,6013.36,26.657,12.5971,13759.1,0.132569,59.9743,3.29676,0,latest,0,8564242,0,0,0,0,0
75,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,6.10828,12.8853,81.0064,39.5763,0.706216,0.0620279,12372,7091,7091,0.962234,11.6593,389.616,127815,10680,56.4871,32.9835,1029,388.758,0,390.443,2519996,72151.9,8297.38,35.7706,14.5273,22471.7,0.114999,56.4871,3.21079,0,latest,25025,6290514,0,0,0,0,0
76,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,29.3787,8.7233,61.898,36.2693,1.04694,1.84806,107479,12821,12821,1.00708,24.5279,241.973,81660,86721,57.745,19.3215,43,241.458,0,241.146,3391445,53886.6,6653.39,29.8919,12.153,17081.2,0.12347,57.745,3.15474,0,latest,15456,5961485,0,0,0,0,0
77,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,98.9313,0.122137,0.946565,0.335878,3.0687,7.77099,4515,1,1,1.00708,24.5303,0.0156021,231602,3315,59.9719,0.580153,0,0.0156021,0,0.0156021,5070879,38207.2,5437.37,24.5427,11.4484,11864.1,0.142313,59.9719,3.2204,0,latest,1,8314548,0,0,0,0,0
78,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5303,0,233426,0,59.9722,0,0,0,0,0,5086452,38670.4,5461.94,24.6002,11.4848,11827.5,0.141244,59.9722,3.26952,0,latest,0,8400777,0,0,0,0,0
79,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5303,0,233494,0,59.9726,0,0,0,0,0,5077721,38955.3,5480.24,24.6531,11.5064,11846.9,0.14068,59.9726,3.28824,0,latest,0,8423910,0,0,0,0,0
80,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,6.34229,13.5741,80.0836,39.7697,0.661127,0.0583161,13667,8146,8146,0.959874,11.609,416.576,120509,11773,56.2826,31.9948,1085,415.64,0,417.45,2766905,64553.2,7669.2,33.7621,13.3708,20392.2,0.118804,56.2826,3.16559,0,latest,26756,5920691,0,0,0,0,0
81,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,29.9764,8.53797,61.4857,36.6187,1.14294,1.99518,95803,10866,10866,1.00708,23.0991,208.179,102225,77409,57.9324,18.3075,18,207.805,0,207.305,3331966,54045.1,6737.79,31.6491,13.1201,17442.6,0.12467,57.9324,3.09846,0,latest,13287,6161989,0,0,0,0,0
82,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.55174,8.56252,4698,0,0,1.00708,23.454,0,231466,3553,59.9723,0,0,0,0,0,4327291,43653.7,6014.43,26.7192,12.6812,13901.9,0.137776,59.9723,3.14013,0,latest,0,8464731,0,0,0,0,0
83,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.4493,0,233434,0,59.9735,0,0,0,0,0,4350907,45798.6,6149.61,26.8924,12.8641,13825.5,0.134275,59.9735,3.31261,0,latest,0,8783602,0,0,0,0,0
84,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.4493,0,233430,0,59.973,0,0,0,0,0,4352801,46185.2,6171.48,26.86,12.9065,13820.6,0.133625,59.973,3.34176,0,latest,0,8842323,0,0,0,0,0
85,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,6.98571,13.1543,79.86,42.2588,0.608858,0.0947601,18682,9853,9852,0.967742,12.3124,438.092,113296,16217,56.1754,29.5468,1040,437.156,0,438.825,2278457,78488.3,8936.44,37.5467,15.0502,24715.5,0.113857,56.1754,3.17567,0,latest,28126,6205245,0,0,0,0,0
86,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,31.5881,9.34099,59.0709,35.7741,1.10344,2.01939,90444,9984,9985,1.00708,22.2573,192.624,115244,73575,58.1222,17.1525,12,192.296,0,191.89,3971490,46179.7,5914.23,32.8992,12.1983,14682.9,0.12807,58.1222,3.14513,0,latest,12299,6533124,0,0,0,0,0
87,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.0968,0,233521,0,59.9725,0,0,0,0,0,4954415,39333.3,5412.49,30.0449,12.0068,12143.5,0.137606,59.9725,3.23905,0,latest,0,8600393,0,0,0,0,0
88,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.0968,0,233465,0,59.9724,0,0,0,0,0,4953085,40378.3,5477.3,30.2391,12.102,12145.8,0.13565,59.9724,3.32446,0,latest,0,8761120,0,0,0,0,0
89,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.0968,0,233559,0,59.9721,0,0,0,0,0,4952837,40219.2,5464.78,30.1851,12.0823,12146.7,0.135875,59.9721,3.31112,0,latest,0,8724527,0,0,0,0,0
90,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,7.1977,12.7463,80.056,40.5479,0.941141,0.105907,18552,10201,10201,0.938631,10.7002,448.358,105962,16341,56.2333,31.673,990,447.437,0,449.668,2432988,72860,8343.63,38.1278,13.8296,23170.5,0.114516,56.2333,3.14451,0,latest,28821,6332782,0,0,0,0,0
91,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,29.7977,7.80687,62.3954,37.4859,1.13015,2.02999,89301,10563,10563,1.00708,21.808,200.768,110491,73306,58.176,19.0982,53,200.581,0,199.457,3447935,53264.3,6566.5,28.6293,12.678,16926.4,0.123282,58.176,3.14682,0,latest,12784,6951977,0,0,0,0,0
92,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.04859,8.50405,2748,0,0,1.00708,21.878,0,232191,2122,59.9727,0,0,0,0,0,4189301,47241.9,6105.68,26.9829,13.234,14359.8,0.129243,59.9727,3.28987,0,latest,0,8853324,0,0,0,0,0
93,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,21.8773,0,233266,0,59.9739,0,0,0,0,0,4197875,47820.7,6135.78,27.0386,13.2818,14329.9,0.128308,59.9739,3.33713,0,latest,0,8931584,0,0,0,0,0
94,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,21.8773,0,233189,0,59.9741,0,0,0,0,0,4215030,47704.9,6123.18,27.0076,13.2646,14272.3,0.128355,59.9741,3.34248,0,latest,0,8945564,0,0,0,0,0
95,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,7.6181,13.1163,79.2656,40.4101,0.850678,0.102806,20375,10665,10665,0.918961,10.6381,462.478,98557,17911,56.0714,31.1313,1076,461.526,0,464.147,1968644,90965.4,9894.48,38.9771,15.7097,28552.9,0.108772,56.0714,3.18586,0,latest,29750,6153973,0,0,0,0,0
96,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,31.9229,8.20285,59.8742,35.8537,1.3966,2.12001,95862,10199,10199,1.00708,22.8537,186.164,110870,77937,58.2989,18.0887,36,185.93,0,184.495,3847842,48292.2,6171.45,27.7796,11.9225,15201.2,0.127794,58.2989,3.17686,0,latest,11824,6771215,0,0,0,0,0
97,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,5.45606,5.74761,1113,0,0,1.00708,22.8285,0,232967,866,59.9741,0,0,0,0,0,4838157,40403.3,5562.7,25.2314,11.8897,12434.7,0.137679,59.9741,3.24924,0,latest,0,8484412,0,0,0,0,0
98,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.8285,0,233421,0,59.9745,0,0,0,0,0,4826769,41471.7,5631.7,25.3413,11.9792,12463.9,0.135796,59.9745,3.32734,0,latest,0,8620913,0,0,0,0,0
99,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.8285,0,233469,0,59.9745,0,0,0,0,0,4837176,41556,5636.18,25.3515,11.988,12435.6,0.135628,59.9745,3.34169,0,latest,0,8652627,0,0,0,0,0
