t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,c_backoff_strategy,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
46,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2860667,0,119.924,0,0,0,0,0,5016232,80426.4,11086.4,43.2955,16.9042,24068.7,0.137845,119.924,3.34153,0,latest,0,22658798,0,0,0,0,0
47,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2856286,0,119.926,0,0,0,0,0,4996547,80742.1,11112.1,43.4636,16.9445,24161.3,0.137625,119.926,3.3418,0,latest,0,22578662,0,0,0,0,0
48,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2847491,0,119.925,0,0,0,0,0,4999989,80683.1,11123.1,43.5557,16.9599,24142,0.137861,119.925,3.34202,0,latest,0,22621456,0,0,0,0,0
49,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867465,0,119.924,0,0,0,0,0,5025441,80299.1,11076.7,43.3158,16.8797,24021.3,0.137943,119.924,3.34283,0,latest,0,22757926,0,0,0,0,0
50,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2857522,0,119.925,0,0,0,0,0,4792157,84175.2,11137.2,44.4891,17.2542,25191,0.13231,119.925,3.34148,0,latest,0,22566813,0,0,0,0,0
51,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2855718,0,119.93,0,0,0,0,0,4726590,85352.2,11141.2,44.8649,17.3579,25540.1,0.130532,119.93,3.34189,0,latest,0,22573757,0,0,0,0,0
52,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2860124,0,119.928,0,0,0,0,0,4709995,85655.6,11166,44.9281,17.3733,25630.1,0.130359,119.928,3.34199,0,latest,0,22566265,0,0,0,0,0
53,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859187,0,119.926,0,0,0,0,0,4698487,85888.8,11186.7,44.9849,17.4122,25692.8,0.130246,119.926,3.34291,0,latest,0,22545586,0,0,0,0,0
54,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2857716,0,119.925,0,0,0,0,0,4730072,85305.7,11130.5,44.8513,17.339,25521.1,0.130477,119.925,3.34256,0,latest,0,22557026,0,0,0,0,0
55,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2860798,0,119.927,0,0,0,0,0,4712717,85617.8,11161.4,44.9083,17.3833,25615.4,0.130364,119.927,3.34243,0,latest,0,22557765,0,0,0,0,0
56,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859903,0,119.924,0,0,0,0,0,4730755,85296.9,11128.7,44.8306,17.3349,25517.8,0.13047,119.924,3.34264,0,latest,0,22558934,0,0,0,0,0
57,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2860351,0,119.921,0,0,0,0,0,4724404,85391.9,11122.8,44.8247,17.3178,25552.2,0.130256,119.921,3.34186,0,latest,0,22498658,0,0,0,0,0
58,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859992,0,119.923,0,0,0,0,0,4717738,85535.3,11150,44.8621,17.3522,25599.4,0.130355,119.923,3.3413,0,latest,0,22560572,0,0,0,0,0
59,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2860797,0,119.929,0,0,0,0,0,4724215,85454.7,11134.7,44.8221,17.3152,25566.3,0.130299,119.929,3.34247,0,latest,0,22546052,0,0,0,0,0
0,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,19255608,0,2.51504,0,0,0,288552,0,853,286.673,208.524,17.6835,7.70926,2542.99,0.727394,2.51504,0.112731,0,latest,0,1,0,0,0,0,0
1,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2817540,0,119.057,0,0,0,0,0,5377539,41340.2,6251.07,28.569,11.9976,22318.5,0.15121,119.057,1.85228,0,latest,0,8884296,0,0,0,16,0
2,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40298,100,0,0,0,0,0,0,0,0,97.7297,0,0,2908603,0,119.901,0,0,0,2,0,5374239,43972.6,6428.34,28.1085,12.1405,22471.1,0.14619,119.901,1.95685,0,latest,0,9320728,0,0,2,15,0
3,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40302,100,0,0,0,0,0,0,0,0,97.7297,0,0,3104816,0,119.93,0,0,0,2,0,7113488,52219.1,6622.67,28.303,12.3809,16956.2,0.126825,119.93,3.07965,0,latest,0,12826539,0,0,2,16,0
4,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,3098056,0,119.929,0,0,0,1,0,9433809,42741.7,5702.23,26.512,10.8859,12784.3,0.133411,119.929,3.3433,0,latest,0,12934718,0,0,1,1,0
5,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,3094536,0,119.931,0,0,0,0,0,9449376,42674.5,5696.6,26.4858,10.8856,12764.3,0.13349,119.931,3.34326,0,latest,0,12936697,0,0,0,0,0
6,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,3094749,0,119.923,0,0,0,0,0,9444553,42693.3,5697.44,26.496,10.9047,12768.8,0.13345,119.923,3.34355,0,latest,0,12944544,0,0,0,0,0
7,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,3098131,0,119.929,0,0,0,0,0,9424261,42790.3,5705.86,26.5159,10.9048,12799.5,0.133345,119.929,3.34311,0,latest,0,12935532,0,0,0,0,0
8,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,3121178,0,119.927,0,0,0,0,0,9506419,42418.6,5659.6,26.2997,10.8184,12687.7,0.133423,119.927,3.34329,0,latest,0,13030467,0,0,0,0,0
9,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40305,100,0,0,0,0,0,0,0,0,97.7297,0,0,3119407,0,119.93,0,0,0,1,0,9520096,42353.8,5639.46,26.253,10.777,12669.4,0.133151,119.93,3.34299,0,latest,0,13015826,0,0,1,0,0
10,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40305,100,0,0,0,0,0,0,0,0,97.7297,0,0,3115430,0,119.927,0,0,0,0,0,9172860,43993.3,5776.86,26.5632,11.0276,13162.9,0.131312,119.927,3.34222,0,latest,0,13103411,0,0,0,2,0
11,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40309,100,0,0,0,0,0,0,0,0,97.7297,0,0,3091890,0,119.929,0,0,0,3,0,6376600,63286.6,7396.47,30.1415,13.9168,18936.1,0.116873,119.929,3.34212,0,latest,0,13570100,0,0,3,28,0
12,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40311,100,0,0,0,0,0,0,0,0,97.7296,0,0,3097218,0,119.927,0,0,0,1,0,6371471,63337.3,7378.77,30.3668,13.944,18949.6,0.116499,119.927,3.34241,0,latest,0,13589501,0,0,1,19,0
13,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40315,100,0,0,0,0,0,0,0,0,97.7296,0,0,3097958,0,119.928,0,0,0,3,0,6383506,63214.9,7373.85,30.2517,13.9801,18915.1,0.116647,119.928,3.34204,0,latest,0,13648576,0,0,3,25,0
14,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40317,100,0,0,0,0,0,0,0,0,97.7296,0,0,3096862,0,119.933,0,0,0,1,0,8620722,46821.2,5903.27,27.2853,11.8116,14001.1,0.126081,119.933,3.3441,0,latest,0,12991910,0,0,1,1,0
15,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40318,100,0,0,0,0,0,0,0,0,97.7296,0,0,3093070,0,119.931,0,0,0,1,0,8985036,44891.5,5736.09,27.0059,11.5506,13431.1,0.127777,119.931,3.34236,0,latest,0,12860913,0,0,1,0,0
16,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4032,100,0,0,0,0,0,0,0,0,97.7296,0,0,3092709,0,119.922,0,0,0,1,0,8966214,44991.1,5746.23,27.0039,11.5563,13459.5,0.127719,119.922,3.34269,0,latest,0,12859118,0,0,1,0,0
17,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4032,100,0,0,0,0,0,0,0,0,97.7296,0,0,3094918,0,119.927,0,0,0,0,0,8860151,45529.5,5792.02,27.059,11.5865,13622.8,0.127215,119.927,3.34214,0,latest,0,12933287,0,0,0,0,0
18,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4032,100,0,0,0,0,0,0,0,0,97.7296,0,0,3103810,0,119.928,0,0,0,0,0,8874084,45454.5,5785.87,27.0332,11.5735,13595.7,0.127289,119.928,3.3433,0,latest,0,12915643,0,0,0,0,0
19,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40321,100,0,0,0,0,0,0,0,0,97.7296,0,0,3119109,0,119.929,0,0,0,1,0,8918751,45244.8,5753.3,26.9205,11.5117,13532.2,0.127159,119.929,3.3435,0,latest,0,12963975,0,0,1,0,0
20,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40324,100,0,0,0,0,0,0,0,0,97.7296,0,0,3097133,0,119.927,0,0,0,2,0,8170800,49371.9,6143.76,27.8173,12.1172,14775.7,0.124438,119.927,3.34143,0,latest,0,13079772,0,0,2,9,0
21,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40324,100,0,0,0,0,0,0,0,0,97.7296,0,0,3096414,0,119.927,0,0,0,0,0,6063079,66565.2,7752.7,30.9964,14.4324,19912.8,0.116468,119.927,3.34284,0,latest,0,13657971,0,0,0,21,0
22,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40326,100,0,0,0,0,0,0,0,0,97.7296,0,0,3100425,0,119.928,0,0,0,1,0,6070567,66465,7751.5,30.9608,14.4629,19880.1,0.116625,119.928,3.34329,0,latest,0,13674211,0,0,1,24,0
23,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40327,100,0,0,0,0,0,0,0,0,97.7296,0,0,3104395,0,119.928,0,0,0,1,0,6032506,66851.8,7780.56,31.0591,14.5089,19997.1,0.116385,119.928,3.34308,0,latest,0,13630655,0,0,1,24,0
24,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40329,100,0,0,0,0,0,0,0,0,97.7296,0,0,3096351,0,119.925,0,0,0,1,0,5986662,67357.9,7787.78,31.1125,14.4775,20150.4,0.115618,119.925,3.34276,0,latest,0,13557315,0,0,1,28,0
25,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40331,100,0,0,0,0,0,0,0,0,97.7295,0,0,3098345,0,119.93,0,0,0,1,0,6199777,65037.4,7573.8,31.1359,14.1145,19455.6,0.116453,119.93,3.34286,0,latest,0,13451624,0,0,1,22,0
26,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40334,100,0,0,0,0,0,0,0,0,97.7295,0,0,3100233,0,119.927,0,0,0,2,0,6457478,62442.9,7319.23,31.2291,13.7181,18685.5,0.117215,119.927,3.34179,0,latest,0,13330791,0,0,2,16,0
27,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40335,100,0,0,0,0,0,0,0,0,97.7295,0,0,3100570,0,119.927,0,0,0,1,0,6427920,62739.2,7359.98,31.3283,13.8922,18771.8,0.117311,119.927,3.3422,0,latest,0,13420775,0,0,1,10,0
28,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40338,100,0,0,0,0,0,0,0,0,97.7295,0,0,3096685,0,119.929,0,0,0,2,0,6400142,63001.6,7380.6,31.4121,13.8711,18848.5,0.117149,119.929,3.34253,0,latest,0,13401183,0,0,2,15,0
29,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4034,100,0,0,0,0,0,0,0,0,97.7295,0,0,3098382,0,119.927,0,0,0,1,0,6296063,64045.3,7454.3,31.7634,13.9529,19166.5,0.116391,119.927,3.34152,0,latest,0,13389192,0,0,1,10,0
30,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40343,100,0,0,0,0,0,0,0,0,97.7295,0,0,3097227,0,119.929,0,0,0,2,0,5989403,67353.6,7840.52,32.3087,14.3712,20148,0.116408,119.929,3.34295,0,latest,0,13478422,0,0,2,26,0
31,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40346,100,0,0,0,0,0,0,0,0,97.7295,0,0,3096030,0,119.924,0,0,0,2,0,5813872,69369,8134.03,33.7278,14.6123,20752.8,0.117257,119.924,3.34262,0,latest,0,13521357,0,0,2,30,0
32,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40347,100,0,0,0,0,0,0,0,0,97.7295,0,0,3093857,0,119.926,0,0,0,1,0,6480092,62249.2,7465.77,32.1268,13.713,18621.3,0.119934,119.926,3.3429,0,latest,0,13462803,0,0,1,22,0
33,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40349,100,0,0,0,0,0,0,0,0,97.7295,0,0,3103225,0,119.925,0,0,0,1,0,6478584,62248.5,7468.55,32.0993,13.7115,18630.9,0.11998,119.925,3.34115,0,latest,0,13533737,0,0,1,23,0
34,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40349,100,0,0,0,0,0,0,0,0,97.7295,0,0,3120425,0,119.928,0,0,0,0,0,6522890,61844.6,7429.93,31.9348,13.6309,18504.1,0.120139,119.928,3.34221,0,latest,0,13610845,0,0,0,20,0
35,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,3121143,0,119.922,0,0,0,1,0,6550323,61582.1,7391.39,31.7422,13.5828,18427.8,0.120025,119.922,3.34181,0,latest,0,13597998,0,0,1,23,0
36,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,3110564,0,119.927,0,0,0,0,0,6658969,60581.5,7261.07,31.2972,13.4066,18124.3,0.119856,119.927,3.34255,0,latest,0,13532683,0,0,0,15,0
37,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40352,100,0,0,0,0,0,0,0,0,97.7294,0,0,3097254,0,119.93,0,0,0,1,0,8547992,47185.1,6082.03,28.7412,11.63,14114.1,0.128897,119.93,3.34311,0,latest,0,12829546,0,0,1,3,0
38,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40352,100,0,0,0,0,0,0,0,0,97.7294,0,0,3101521,0,119.93,0,0,0,0,0,8910656,45289.6,5910.38,28.2988,11.3478,13544.9,0.130502,119.93,3.34367,0,latest,0,12763453,0,0,0,0,0
39,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40352,100,0,0,0,0,0,0,0,0,97.7294,0,0,3093211,0,119.929,0,0,0,0,0,8906563,45300.5,5913.69,28.3521,11.3734,13550.8,0.130543,119.929,3.34302,0,latest,0,12723591,0,0,0,1,0
40,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40353,100,0,0,0,0,0,0,0,0,97.7294,0,0,3096349,0,119.926,0,0,0,1,0,6921757,58279.6,7126.02,29.9875,13.0973,17441,0.122273,119.926,3.34153,0,latest,0,13200871,0,0,1,11,0
41,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,3100723,0,119.929,0,0,0,1,0,5409138,74612.8,8656.37,31.9822,15.2576,22319,0.116017,119.929,3.34303,0,latest,0,13601207,0,0,1,45,0
42,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,3096698,0,119.932,0,0,0,0,0,5389999,74873.9,8682.16,32.0335,15.276,22390.3,0.115957,119.932,3.34403,0,latest,0,13598874,0,0,0,21,0
43,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40356,100,0,0,0,0,0,0,0,0,97.7294,0,0,3097004,0,119.927,0,0,0,1,0,6327488,63759.8,7617.42,29.868,13.9628,19081.7,0.119471,119.927,3.34141,0,latest,0,13625097,0,0,1,28,0
44,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40359,100,0,0,0,0,0,0,0,0,97.7294,0,0,3110922,0,119.929,0,0,0,2,0,6669457,60498.9,7279.08,29.1521,13.4961,18089.4,0.120317,119.929,3.34444,0,latest,0,13674786,0,0,2,18,0
45,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40359,100,0,0,0,0,0,0,0,0,97.7294,0,0,3106417,0,119.929,0,0,0,0,0,6721129,60038.3,7225.56,29.2022,13.5702,17956.9,0.120349,119.929,3.34347,0,latest,0,13729805,0,0,0,24,0
46,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40363,100,0,0,0,0,0,0,0,0,97.7294,0,0,3095642,0,119.927,0,0,0,2,0,6672965,60454.1,7260.8,29.3021,13.6362,18087.1,0.120104,119.927,3.34238,0,latest,0,13705859,0,0,2,21,0
47,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40363,100,0,0,0,0,0,0,0,0,97.7294,0,0,3091934,0,119.928,0,0,0,0,0,6702206,60202.4,7248.01,29.2218,13.6356,18007.1,0.120394,119.928,3.34326,0,latest,0,13812009,0,0,0,23,0
48,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40364,100,0,0,0,0,0,0,0,0,97.7294,0,0,3089783,0,119.928,0,0,0,1,0,6713000,60103.2,7235.23,29.2483,13.6243,17978.6,0.12038,119.928,3.34305,0,latest,0,13796749,0,0,1,24,0
49,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40369,100,0,0,0,0,0,0,0,0,97.7293,0,0,3090331,0,119.93,0,0,0,3,0,6906571,58418.3,7059,29.0078,13.4201,17473,0.120835,119.93,3.34335,0,latest,0,13664684,0,0,3,16,0
50,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4037,100,0,0,0,0,0,0,0,0,97.7293,0,0,3097039,0,119.93,0,0,0,1,0,6491330,62140.9,7260.91,29.7974,13.5513,18592.3,0.116846,119.93,3.34229,0,latest,0,13381306,0,0,1,16,0
51,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40373,100,0,0,0,0,0,0,0,0,97.7293,0,0,3096508,0,119.93,0,0,0,2,0,6634441,60812.7,7096.66,29.31,13.4653,18190.4,0.116697,119.93,3.34311,0,latest,0,13712179,0,0,2,24,0
52,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40376,100,0,0,0,0,0,0,0,0,97.7293,0,0,3092715,0,119.927,0,0,0,2,0,6684192,60361.2,7044.66,29.0787,13.334,18058,0.116709,119.927,3.34263,0,latest,0,13606657,0,0,2,23,0
53,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40379,100,0,0,0,0,0,0,0,0,97.7293,0,0,3093502,0,119.927,0,0,0,2,0,6642939,60726,7066.82,29.2159,13.4671,18167.5,0.116372,119.927,3.34257,0,latest,0,13668343,0,0,2,14,0
54,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40381,100,0,0,0,0,0,0,0,0,97.7293,0,0,3095240,0,119.929,0,0,0,1,0,6380268,63236.1,7256.05,30.5151,13.7112,18915.5,0.114745,119.929,3.34309,0,latest,0,13562103,0,0,1,22,0
55,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40385,100,0,0,0,0,0,0,0,0,97.7293,0,0,3095049,0,119.924,0,0,0,3,0,6241541,64643,7349.21,31.2945,13.8355,19343.9,0.113689,119.924,3.34177,0,latest,0,13482603,0,0,3,24,0
56,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40388,100,0,0,0,0,0,0,0,0,97.7292,0,0,3097192,0,119.931,0,0,0,2,0,6231920,64768.3,7358.49,31.368,13.8895,19367,0.113613,119.931,3.34426,0,latest,0,13472966,0,0,2,11,0
57,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.40388,100,0,0,0,0,0,0,0,0,97.7292,0,0,3090112,0,119.93,0,0,0,0,0,6176516,65331.3,7411.04,31.4274,14.0619,19542.5,0.113438,119.93,3.34304,0,latest,0,13556342,0,0,0,0,0
58,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4039,100,0,0,0,0,0,0,0,0,97.7292,0,0,3115199,0,119.926,0,0,0,1,0,6198480,65090.3,7343.68,31.2304,14.0525,19472.9,0.112823,119.926,3.34261,0,latest,0,13706355,0,0,1,0,0
59,120,1,1,4,6,200,4,0.8,0,1,0,0,1,10000,0.1,4.4039,100,0,0,0,0,0,0,0,0,97.7292,0,0,3096053,0,119.93,0,0,0,0,0,6141160,65703.2,7401.52,31.5151,14.1806,19648.7,0.112651,119.93,3.3439,0,latest,0,13624472,0,0,0,0,0
0,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,18807448,0,2.15787,0,0,0,288552,0,544,635.263,378.947,39.9357,8.70588,3040.94,0.59652,2.15787,0.208903,0,latest,0,3,0,0,0,0,0
1,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40297,100,0,0,0,0,0,0,0,0,97.7297,0,0,2833123,0,119.295,0,0,0,1,0,4898831,45470.9,6964.14,30.0587,13.3996,24551.6,0.153156,119.295,1.85205,0,latest,0,9809487,0,0,1,9,0
2,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40298,100,0,0,0,0,0,0,0,0,97.7297,0,0,2866555,0,119.901,0,0,0,1,0,4966010,47798.3,7110.93,29.7548,13.4945,24323.8,0.148769,119.901,1.96508,0,latest,0,10316834,0,0,1,11,0
3,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.403,100,0,0,0,0,0,0,0,0,97.7297,0,0,2883835,0,119.93,0,0,0,1,0,7705800,48347.6,6466.41,28.8307,12.4512,15663.4,0.133748,119.93,3.08666,0,latest,0,13593492,0,0,1,6,0
4,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40302,100,0,0,0,0,0,0,0,0,97.7297,0,0,2876889,0,119.93,0,0,0,1,0,8342035,48365.9,6355.66,28.6227,12.2688,14468.3,0.131408,119.93,3.34288,0,latest,0,14218106,0,0,1,0,0
5,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,2872485,0,119.929,0,0,0,1,0,8262124,48835.1,6416.37,28.7617,12.3682,14608.7,0.131388,119.929,3.34287,0,latest,0,14277632,0,0,1,0,0
6,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40305,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870423,0,119.926,0,0,0,1,0,8248727,48917.7,6414.76,28.758,12.3533,14631.4,0.131134,119.926,3.34334,0,latest,0,14295607,0,0,1,0,0
7,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40309,100,0,0,0,0,0,0,0,0,97.7297,0,0,2866063,0,119.926,0,0,0,3,0,8322764,48486.8,6368.28,28.6589,12.2749,14501.2,0.131341,119.926,3.34363,0,latest,0,14263527,0,0,3,0,0
8,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40309,100,0,0,0,0,0,0,0,0,97.7297,0,0,2873789,0,119.928,0,0,0,0,0,8264277,48832.9,6387.26,28.7345,12.3137,14604.1,0.130798,119.928,3.34377,0,latest,0,14222810,0,0,0,0,0
9,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40311,100,0,0,0,0,0,0,0,0,97.7296,0,0,2869899,0,119.929,0,0,0,1,0,8295599,48644.4,6388.46,28.7525,12.3485,14550.2,0.13133,119.929,3.34322,0,latest,0,14247692,0,0,1,0,0
10,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40311,100,0,0,0,0,0,0,0,0,97.7296,0,0,2901694,0,119.928,0,0,0,0,0,8092809,49890,6497,28.9249,12.5496,14939.5,0.130226,119.928,3.33947,0,latest,0,14415539,0,0,0,1,0
11,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40312,100,0,0,0,0,0,0,0,0,97.7296,0,0,2889812,0,119.943,0,0,0,1,0,5986150,67487.2,8056.21,32.2384,15.2851,20165.5,0.119374,119.943,3.34667,0,latest,0,14880797,0,0,1,27,0
12,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40314,100,0,0,0,0,0,0,0,0,97.7296,0,0,2882452,0,119.927,0,0,0,1,0,6056118,66615.1,7980.47,32.2496,15.2116,19927.9,0.1198,119.927,3.34281,0,latest,0,14991485,0,0,1,27,0
13,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40317,100,0,0,0,0,0,0,0,0,97.7296,0,0,2880238,0,119.925,0,0,0,2,0,6519240,61874.9,7536.51,31.4397,14.5145,18512.6,0.121802,119.925,3.34232,0,latest,0,15004406,0,0,2,18,0
14,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40321,100,0,0,0,0,0,0,0,0,97.7296,0,0,2887051,0,119.926,0,0,0,3,0,8114348,49707.8,6360.33,29.3927,12.7475,14871.9,0.127954,119.926,3.3424,0,latest,0,14313690,0,0,3,0,0
