t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
1,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0305,100,0,0,0,0,0,0,0,0,45.3123,0,0,2750598,0,119.493,0,0,0,1,0,7030428,55660.5,5670.44,33.5947,10.5533,17116,0.101875,119.493,3.25195,0,latest,0,3849528,0,1556842,1,7,0
2,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0305,100,0,0,0,0,0,0,0,0,45.3123,0,0,2767902,0,119.919,0,0,0,1,0,7186329,56172.2,5532.5,32.9702,10.2754,16801.6,0.0984919,119.919,3.34327,0,latest,0,3526557,0,1584845,1,8,0
3,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0305,100,0,0,0,0,0,0,0,0,45.3123,0,0,2766686,0,119.913,0,0,0,1,0,7216853,55933.7,5522.01,32.971,10.2541,16730.8,0.0987242,119.913,3.34316,0,latest,0,3571767,0,1550514,1,8,0
4,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0305,100,0,0,0,0,0,0,0,0,45.3123,0,0,2765991,0,119.92,0,0,0,0,0,7237560,55781.2,5505.28,32.9606,10.2425,16684.9,0.0986941,119.92,3.34322,0,latest,0,3563166,0,1551335,0,4,0
5,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0305,100,0,0,0,0,0,0,0,0,45.3122,0,0,2761373,0,119.923,0,0,0,1,0,6869296,58755.7,5767.29,34.0402,10.6119,17567.9,0.098157,119.923,3.34449,0,latest,0,3285495,0,2285137,1,5,0
6,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2768944,0,119.912,0,0,0,2,0,6901635,58459.6,6245.97,35.2636,11.839,17494.8,0.106843,119.912,3.34153,0,latest,0,5570103,0,1627348,2,10,0
7,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2774026,0,119.925,0,0,0,1,0,7236531,55792.5,5760.25,34.0479,11.16,16678.8,0.103244,119.925,3.34512,0,latest,0,4523714,0,1568538,1,12,0
8,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2770994,0,119.914,0,0,0,0,0,7218934,55905.8,5773.57,34.0597,11.1704,16718.4,0.103273,119.914,3.34398,0,latest,0,4553719,0,1546090,0,13,0
9,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2771637,0,119.922,0,0,0,1,0,7220359,55886.4,5767.15,34.0766,11.1733,16715.6,0.103194,119.922,3.34337,0,latest,0,4544573,0,1549080,1,7,0
10,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2767013,0,119.92,0,0,0,1,0,7194120,56086.2,5842.56,34.2608,11.2433,16772.2,0.104171,119.92,3.344,0,latest,0,4679752,0,1590489,1,7,0
11,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2762092,0,119.918,0,0,0,0,0,6713286,60095.8,6537.61,35.8341,11.7856,17973,0.108787,119.918,3.34367,0,latest,0,5470136,0,1974057,0,14,0
12,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2764199,0,119.924,0,0,0,0,0,6735092,59901.1,6515,35.7735,11.7577,17917.1,0.108763,119.924,3.34324,0,latest,0,5445119,0,1965094,0,15,0
13,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2770592,0,119.922,0,0,0,0,0,6749750,59780.5,6509.56,35.6907,11.7425,17883.7,0.108891,119.922,3.34273,0,latest,0,5462683,0,1979463,0,11,0
14,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2768129,0,119.924,0,0,0,1,0,6752844,59754.4,6505.67,35.6465,11.7328,17877,0.108873,119.924,3.34253,0,latest,0,5472240,0,1956665,1,13,0
15,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2765084,0,119.922,0,0,0,0,0,6728271,59962.7,6559.59,35.9252,11.8388,17936.6,0.109395,119.922,3.34303,0,latest,0,5616455,0,1924129,0,16,0
16,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0306,100,0,0,0,0,0,0,0,0,45.3122,0,0,2794728,0,119.918,0,0,0,0,0,6716866,60058.9,6657.67,36.1487,11.989,17969,0.110852,119.918,3.34236,0,latest,0,6021271,0,1911082,0,15,0
17,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0307,100,0,0,0,0,0,0,0,0,45.3121,0,0,2772884,0,119.918,0,0,0,1,0,6668819,60494.5,6713.22,36.48,12.0853,18099.1,0.110972,119.918,3.34241,0,latest,0,5948757,0,1911672,1,20,0
18,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0307,100,0,0,0,0,0,0,0,0,45.3121,0,0,2769068,0,119.923,0,0,0,1,0,6606438,61066.5,6769.35,36.694,12.1693,18271.1,0.110852,119.923,3.34225,0,latest,0,6006301,0,1906399,1,19,0
19,120,1,1,4,6,100,50,0.75,0,1,25,1,5000,0.1,53.0307,100,0,0,0,0,0,0,0,0,45.3121,0,0,2769088,0,119.92,0,0,0,1,0,6574526,61339.2,6774.07,36.7211,12.1753,18351.7,0.110436,119.92,3.34243,0,latest,0,5950475,0,1908743,1,17,0
0,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,1333029,0,2.38313,0,0,0,3475351,0,315,2385.16,1293.24,60.4032,11.3397,3158.14,0.542204,2.38313,0.755241,0,latest,0,0,732590,1,0,0,0
1,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2731771,0,119.257,0,0,0,0,0,1870238,207459,10830.7,62.7452,11.4317,64271,0.0522064,119.257,3.22788,0,latest,0,896733,0,639763,0,4,0
2,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2788670,0,119.922,0,0,0,0,0,1918710,212940,10978.3,62.436,11.2189,63015,0.0515562,119.922,3.37919,0,latest,0,943384,0,673445,0,1,0
3,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2762340,0,119.918,0,0,0,0,0,1909713,211593,10956.6,62.3297,11.3342,63286,0.0517817,119.918,3.34344,0,latest,0,951102,0,657503,0,3,0
4,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2767778,0,119.917,0,0,0,0,0,1897843,212895,10958,62.5609,11.3401,63697.4,0.0514715,119.917,3.34229,0,latest,0,922848,0,668505,0,2,0
5,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2764865,0,119.924,0,0,0,0,0,1906598,211939,10960.7,62.4051,11.351,63391.4,0.0517162,119.924,3.34333,0,latest,0,954404,0,651006,0,3,0
6,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2763886,0,119.923,0,0,0,0,0,1895565,213152,10985.7,62.5504,11.3765,63769.4,0.0515393,119.923,3.34255,0,latest,0,943981,0,652235,0,2,0
7,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2759868,0,119.915,0,0,0,0,0,1887171,213994,11042.5,62.5586,11.3646,64029.5,0.0516019,119.915,3.34212,0,latest,0,944638,0,663125,0,3,0
8,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2770525,0,119.931,0,0,0,0,0,1895029,213385,11011.9,62.4661,11.3517,63810.2,0.0516055,119.931,3.34406,0,latest,0,947639,0,661393,0,3,0
9,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0296,100,0,0,0,0,0,0,0,0,45.3132,0,0,2764297,0,119.928,0,0,0,0,0,1887493,214098,11066.8,62.6516,11.3924,64059.8,0.0516902,119.928,3.34216,0,latest,0,952838,0,660989,0,4,0
10,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3132,0,0,2777692,0,119.929,0,0,0,1,0,1942296,208606,11098,62.3259,11.5105,62352.5,0.0532007,119.929,3.34559,0,latest,0,1112609,0,677301,1,0,0
11,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3132,0,0,2772992,0,119.909,0,0,0,0,0,2065569,195377,12044.7,61.8127,12.5168,58461.6,0.0616484,119.909,3.34198,0,latest,0,2026914,0,709907,0,8,0
12,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2773080,0,119.913,0,0,0,1,0,2043485,197505,11681.8,61.7422,12.0724,59124.7,0.0591469,119.913,3.34048,0,latest,0,1717365,0,691906,1,2,0
13,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2772591,0,119.923,0,0,0,0,0,2000805,201841,11180.1,61.8185,11.3803,60388.6,0.0553907,119.923,3.34237,0,latest,0,1256519,0,675719,0,5,0
14,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2771030,0,119.92,0,0,0,0,0,2009076,201029,11127.8,61.8812,11.4013,60156.1,0.0553543,119.92,3.34179,0,latest,0,1270453,0,662056,0,4,0
15,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2774705,0,119.919,0,0,0,0,0,2020490,199925,11094.6,61.8415,11.3824,59791.2,0.055494,119.919,3.34372,0,latest,0,1263407,0,675123,0,1,0
16,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2775355,0,119.915,0,0,0,0,0,2020658,199844,11092.9,61.7997,11.3991,59808.9,0.055508,119.915,3.34137,0,latest,0,1282205,0,662483,0,2,0
17,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2778783,0,119.91,0,0,0,0,0,2028059,199171,11075.6,61.6777,11.3781,59597,0.0556083,119.91,3.34197,0,latest,0,1291411,0,663680,0,2,0
18,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2776191,0,119.927,0,0,0,0,0,2025916,199345,11076,61.6606,11.3749,59646.8,0.0555617,119.927,3.34209,0,latest,0,1284725,0,669109,0,2,0
19,120,1,1,4,6,100,50,0.75,0,1,25,1,10000,0.1,53.0297,100,0,0,0,0,0,0,0,0,45.3131,0,0,2771690,0,119.921,0,0,0,1,0,2022046,199752,11065.2,61.6274,11.3452,59756.7,0.0553947,119.921,3.34276,0,latest,0,1272513,0,665202,1,2,0
