t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_cm_split,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
59,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,80.444,1.90275,17.6533,8.03383,0,0,0,3,3,1.00865,19.0346,0.0468063,233368,0,59.9754,8.35095,0,0.0468063,3,0,7270486,27655.4,4248.45,26.1354,10.0159,8273.33,0.153621,59.9754,3.34271,0,latest,0,8390865,0,0,3,0,0
60,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,5.87511,13.5005,80.6244,37.2015,0.853811,0.0881977,8772,4875,4875,0.946499,7.97876,334.962,150018,7934,57.1198,35.7443,959,334.962,0,336.179,4790388,38424.6,5215.1,29.0593,10.6689,11953.4,0.135723,57.1198,3.21454,0,latest,21547,6921616,0,0,0,2,3
61,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0075,26.1659,10.3242,63.51,37.3986,1.23977,1.6633,90341,13440,13440,1.00708,18.8678,328.736,76520,77702,57.0429,20.5195,86,328.736,0,327.644,3202826,56204,6746.68,31.2338,12.4058,17865.4,0.120039,57.0429,3.14596,0,latest,21000,6108968,0,0,0,4,4
62,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,94.9726,0.854012,4.17338,1.4341,5.01128,7.86336,3480,3,3,1.00708,19.0574,0.0468063,231756,2761,59.9732,2.54592,1,0.0468063,1,0.0312042,4887521,39579.2,5352.46,24.9893,11.8317,12308.6,0.135234,59.9732,3.21556,0,latest,2,8419346,0,0,1,0,0
63,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,84.2629,2.78884,12.9482,3.58566,0,0,0,1,1,1.00708,19.0527,0.0156021,233457,0,59.9746,8.66534,1,0.0156021,1,0,5760334,34521.7,4818.98,23.6975,10.9474,10443.5,0.139593,59.9746,3.30556,0,latest,0,8490636,0,0,1,0,0
64,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,79.4286,4.7619,15.8095,5.42857,0,0,0,2,2,1.00708,19.0511,0.0312042,233374,0,59.9746,9.52381,0,0.0312042,2,0,5492553,36604.9,4948.67,25.0243,11.1633,10952.2,0.135192,59.9746,3.34225,0,latest,0,8276677,0,0,2,0,0
65,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00708,19.0511,0,233472,0,59.9755,0,0,0,0,0,5423570,37067.4,4980.1,25.2564,11.2027,11090.5,0.134353,59.9755,3.34227,0,latest,0,8213687,0,0,0,0,0
66,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,90.0329,1.31435,8.65279,2.73823,0,0,0,1,1,1.00708,19.0504,0.0156021,233536,0,59.9753,5.47645,0,0.0156021,1,0,5376164,37284.3,5002.39,25.4856,11.2662,11188.8,0.134169,59.9753,3.33228,0,latest,0,8230720,0,0,1,0,0
67,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,90.29,1.51324,8.19672,3.90921,0,0,0,1,1,1.00708,19.0496,0.0156021,233588,0,59.9753,3.90921,0,0.0156021,1,0,5336437,37673.4,5028,25.6213,11.3177,11271.8,0.133463,59.9753,3.34228,0,latest,0,8292574,0,0,1,0,0
68,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,84.873,3.34873,11.7783,3.57968,0,0,0,1,1,1.00708,19.0488,0.0156021,233420,0,59.974,7.62125,1,0.0156021,1,0,5338453,37661.5,5036.49,25.6021,11.3254,11268.4,0.13373,59.974,3.34221,0,latest,0,8309289,0,0,1,0,0
69,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00708,19.0488,0,233435,0,59.9755,0,0,0,0,0,5350042,37577.8,5028.79,25.5591,11.2995,11243.2,0.133824,59.9755,3.34227,0,latest,0,8294310,0,0,0,0,0
70,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,6.80188,13.2408,79.9573,36.7716,0.794148,0.128026,12230,5852,5852,0.870181,8.1786,373.608,135758,11084,56.7797,35.7911,1103,373.624,0,376.261,3218569,56628.7,6753.73,30.4917,12.3051,17683.6,0.119263,56.7797,3.20233,0,latest,24117,6666359,0,0,0,1,1
71,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0075,28.4382,9.8342,61.7276,36.598,1.12952,1.85643,92667,12831,12831,1.00865,20.1046,286.533,82566,78600,57.6153,19.9202,44,286.548,0,284.005,2962301,61441.6,7465.29,30.8731,12.7905,19510.8,0.121502,57.6153,3.14911,0,latest,18202,6589328,0,0,0,9,11
72,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0075,92.0586,1.87612,6.06528,2.69854,4.96016,6.55359,1850,4,4,1.00865,19.8718,0.0624084,232529,1448,59.9733,3.03264,0,0.0624084,1,0.0468063,4759025,41013.4,5636.53,25.8172,12.0891,12640.5,0.137432,59.9733,3.24459,0,latest,3,8475647,0,0,1,0,0
73,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0075,84.2054,2.32558,13.469,5.03876,0,0,0,2,2,1.00865,19.8702,0.0312042,233384,0,59.9757,7.84884,0,0.0312042,2,0,5810956,34364.9,4934.53,24.2076,11.0343,10350,0.143592,59.9757,3.32026,0,latest,0,8503163,0,0,2,0,0
74,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,88.6861,1.58151,9.73236,3.64964,0,0,0,1,1,1.00865,19.8694,0.0156021,233313,0,59.9759,5.71776,0,0.0156021,1,0,6908971,29094.6,4412.56,23.7345,10.2046,8704.72,0.151663,59.9759,3.34239,0,latest,0,8159584,0,0,1,0,0
75,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,88.5813,0.807382,10.6113,5.07497,0,0,0,2,2,1.00865,19.8678,0.0312042,233207,0,59.9766,4.95963,0,0.0312042,2,0,7662374,26232.2,4123.48,23.6052,9.78233,7848.53,0.157192,59.9766,3.34231,0,latest,0,7872440,0,0,2,0,0
76,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00865,19.8678,0,233305,0,59.9755,0,0,0,0,0,7686072,26153.5,4123.64,23.62,9.83966,7824.79,0.157671,59.9755,3.34239,0,latest,0,7866075,0,0,0,0,0
77,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00865,19.8678,0,233445,0,59.9758,0,0,0,0,0,7702632,26096.8,4117.13,23.5738,9.83086,7807.92,0.157764,59.9758,3.34236,0,latest,0,7855594,0,0,0,0,0
78,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,92.9885,0.45977,6.55172,2.64368,0,0,0,1,1,1.00865,19.867,0.0156021,233432,0,59.9757,3.56322,0,0.0156021,1,0,7718531,26039.9,4112.82,23.5241,9.81074,7791.79,0.157943,59.9757,3.34197,0,latest,0,7850936,0,0,1,0,0
79,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00865,19.867,0,233447,0,59.976,0,0,0,0,0,7722562,26026.1,4110.27,23.5043,9.80266,7787.3,0.157928,59.976,3.34213,0,latest,0,7842240,0,0,0,0,0
80,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,6.99691,12.7653,80.2378,37.3008,0.822589,0.121897,13686,6984,6984,0.939418,8.25413,404.781,121921,12402,56.3848,35.515,1242,404.688,1,406.107,4173816,43218.6,5630.62,29.0173,10.9976,13541.5,0.130282,56.3848,3.19158,0,latest,26029,6081097,0,0,1,3,3
81,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0075,29.6227,9.4158,60.9615,38.4923,1.03043,1.90871,80811,11169,11169,1.00787,18.1416,250.632,81296,69091,57.7702,17.4577,28,250.664,1,249.384,3611876,50505.6,6074.98,28.1174,11.9322,16044.6,0.120283,57.7702,3.14783,0,latest,15984,6738574,0,0,1,3,3
82,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,89.4183,2.68927,7.89243,3.1862,3.24467,5.20316,1090,5,5,1.00787,18.1668,0.0780106,182311,868,59.9742,4.29699,0,0.0780106,5,0,6140241,31396.4,4390.41,25.5939,10.6747,9795.88,0.139838,59.9742,3.20506,0,latest,0,8164608,0,0,5,0,0
83,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00787,18.1668,0,183039,0,59.9748,0,0,0,0,0,7086399,28149.2,4069.74,26.49,10.0994,8487.63,0.144578,59.9748,3.31649,0,latest,0,8107888,0,0,0,0,0
84,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,60.1222,6.49351,33.3843,8.63254,0,0,0,2,2,1.00787,18.1652,0.0312042,186345,0,59.975,23.071,4,0.0312042,2,0,7239014,27751,4062.23,26.3673,10.1018,8308.68,0.146381,59.975,3.34,0,latest,0,8313432,0,0,2,0,0
85,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,76,3,21,9.63636,0,0,0,1,1,1.00787,18.1644,0.0156021,233222,0,59.9753,10.5455,1,0.0156021,1,0,7225853,27583.8,4065.42,26.3704,10.1449,8322.2,0.147384,59.9753,3.31448,0,latest,0,8335744,0,0,1,0,0
86,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,100,0,0,0,0,0,0,0,0,1.00787,18.1644,0,233370,0,59.9741,0,0,0,0,0,7206774,27683.9,4058.3,26.4298,10.0829,8345.58,0.146594,59.9741,3.31719,0,latest,0,8187121,0,0,0,0,0
87,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,76.9231,4.26195,18.815,5.19751,0,0,0,1,1,1.00787,18.1637,0.0156021,233444,0,59.9749,12.8898,1,0.0156021,1,0,7162214,28032.2,4076.92,26.5112,10.1138,8397.74,0.145437,59.9749,3.33806,0,latest,0,8204033,0,0,1,0,0
88,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,100,0,0,0,0,0,0,0,0,1.00787,18.1637,0,233457,0,59.9742,0,0,0,0,0,7222173,27830.1,4065.64,26.3866,10.0966,8328.13,0.146088,59.9742,3.3417,0,latest,0,8230366,0,0,0,0,0
89,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,86.1272,3.58382,10.289,3.46821,0,0,0,1,1,1.00787,18.1629,0.0156021,233400,0,59.9745,6.12717,1,0.0156021,1,0,7192158,27943.4,4067.3,26.4054,10.0917,8362.31,0.145555,59.9745,3.34159,0,latest,0,8215950,0,0,1,0,0
90,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,8.0637,12.7119,79.2244,36.8496,1.00957,0.15835,18285,7890,7890,0.878836,7.30212,444.255,107945,16632,56.3253,35.2913,1199,444.099,0,446.813,3478273,51335.6,6107.55,31.5595,11.2055,16231.8,0.118973,56.3253,3.16265,0,latest,28638,6181649,0,0,0,2,2
91,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,29.2349,7.90211,62.863,34.1494,1.24891,2.00586,82182,9356,9356,1.00787,18.5783,232.191,104520,70491,57.909,23.5106,147,232.222,5,229.757,4252014,43193,5504.81,26.0361,10.8879,13658.9,0.127447,57.909,3.16226,0,latest,14726,6770975,0,0,5,11,11
92,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,95.1523,0.535932,4.31181,1.16931,4.94519,7.38124,1943,1,1,1.00787,18.7994,0.0156021,232308,1545,59.9742,3.02071,1,0.0156021,1,0,6596016,29722.5,4345.14,25.2198,10.3836,9117.77,0.14619,59.9742,3.25985,0,latest,0,8410439,0,0,1,0,0
93,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,91.1171,1.07672,7.80619,3.49933,0,0,0,1,1,1.00787,18.7986,0.0156021,233228,0,59.9755,3.9031,0,0.0156021,1,0,7267928,27579,4145.05,26.2093,10.0539,8274.53,0.150297,59.9755,3.333,0,latest,0,8416273,0,0,1,0,0
94,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00787,18.7986,0,233383,0,59.9747,0,0,0,0,0,7243643,27747.8,4152.47,26.2586,10.0587,8302.77,0.149651,59.9747,3.34199,0,latest,0,8402758,0,0,0,0,0
95,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,84.8269,2.34216,12.831,3.36049,0,0,0,1,1,1.00787,18.7978,0.0156021,233316,0,59.975,8.9613,1,0.0156021,1,0,7220068,27836.9,4152.09,26.3047,10.0455,8329.1,0.149158,59.975,3.34212,0,latest,0,8357293,0,0,1,0,0
96,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,82.7751,3.82775,13.3971,4.78469,0,0,0,1,1,1.00787,18.797,0.0156021,233378,0,59.9748,8.01435,0,0.0156021,1,0,7186541,27964.7,4149.45,26.3744,10.0125,8368.86,0.148382,59.9748,3.34152,0,latest,0,8276263,0,0,1,0,0
97,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,83.7321,3.11005,13.1579,6.2201,0,0,0,2,2,1.00787,18.7954,0.0312042,233348,0,59.9759,6.33971,0,0.0312042,2,0,7191331,27948.6,4160.75,26.347,10.0685,8362.89,0.148872,59.9759,3.34198,0,latest,0,8350794,0,0,2,0,0
98,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,100,0,0,0,0,0,0,0,0,1.00787,18.7954,0,233499,0,59.9753,0,0,0,0,0,7203229,27903.6,4144.67,26.3417,10.0088,8349.09,0.148535,59.9753,3.34211,0,latest,0,8336861,0,0,0,0,0
99,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,92.6694,1.1065,6.22407,2.76625,0,0,0,1,1,1.00787,18.7946,0.0156021,233374,0,59.9754,2.90456,0,0.0156021,1,0,7172580,28022,4156.26,26.4063,10.0295,8384.65,0.148321,59.9754,3.34206,0,latest,0,8339852,0,0,1,0,0
100,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,8.66767,12.5691,78.7633,37.3879,0.969615,0.195565,21559,8930,8930,0.935484,7.71518,482.839,94400,19669,55.7598,34.2462,1238,482.589,0,484.227,3102859,56585.7,6736.77,35.026,11.9435,18015.6,0.119054,55.7598,3.14094,0,latest,31036,5926027,0,0,0,1,2
101,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,36.0865,8.65886,55.2547,31.843,1.15109,2.49529,77530,7810,7810,1.00944,18.4548,179.799,96921,66084,58.1256,18.5419,34,179.721,1,178.488,3988662,46189.6,6053.2,29.2901,12.2143,14618.6,0.131051,58.1256,3.15965,0,latest,11440,6994757,0,0,1,7,8
102,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0.547945,1.18721,83,0,0,1.00944,18.4162,0,182734,64,59.9749,0,0,0,0,0,4684869,41958.2,5741.69,25.6055,12.1857,12840.6,0.136843,59.9749,3.26761,0,latest,0,8690109,0,0,0,0,0
103,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00944,18.4162,0,214972,0,59.9751,0,0,0,0,0,4685637,42632.3,5786.95,25.6709,12.2548,12838.1,0.135741,59.9751,3.32075,0,latest,0,8812819,0,0,0,0,0
104,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00944,18.4162,0,233451,0,59.9744,0,0,0,0,0,4695851,42471.6,5774.01,25.6517,12.24,12810.9,0.13595,59.9744,3.31528,0,latest,0,8803649,0,0,0,0,0
105,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00944,18.4162,0,233557,0,59.9754,0,0,0,0,0,4694141,42695.5,5792.75,25.6974,12.2699,12814.8,0.135676,59.9754,3.33173,0,latest,0,8848574,0,0,0,0,0
106,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,89.297,0.944386,9.75866,2.83316,0,0,0,1,1,1.00944,18.4154,0.0156021,233144,0,59.9747,6.40084,1,0.0156021,1,0,4703110,42758.4,5756.61,25.6519,12.2201,12791.3,0.134631,59.9747,3.34276,0,latest,0,8788961,0,0,1,0,0
107,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,80.2455,4.12946,15.625,4.46429,0,0,0,1,1,1.00944,18.4146,0.0156021,234221,0,59.9749,10.3795,1,0.0156021,1,0,5074748,39620.3,5386.95,25.3153,11.6113,11853.8,0.135964,59.9749,3.34241,0,latest,0,8492281,0,0,1,0,0
108,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,84.336,3.85925,11.8048,3.40522,0,0,0,1,1,1.00944,18.4138,0.0156021,233712,0,59.9748,7.60499,0,0.0156021,1,0,5480608,36683.1,5037.82,25.0262,11.0344,10976,0.137334,59.9748,3.34211,0,latest,0,8185237,0,0,1,0,0
109,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00944,18.4138,0,233455,0,59.9752,0,0,0,0,0,5476524,36708.2,5032.95,25.0605,11.0357,10983.8,0.137107,59.9752,3.34202,0,latest,0,8189097,0,0,0,0,0
110,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,10.1771,13.8101,76.0128,37.8115,0.806565,0.244033,29640,10316,10316,0.927616,7.13926,562.94,79987,27099,54.9952,31.3808,1296,562.597,0,564.484,2222017,77726.3,8739.11,38.9665,13.6664,24808.5,0.112434,54.9952,3.13305,0,latest,36180,5559947,0,0,0,2,2
111,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,43.8823,6.70034,49.4173,29.535,0.97539,3.49612,70637,4499,4499,1.00865,18.4091,108.606,162467,59830,58.8934,15.7908,30,108.622,1,107.14,5679719,33078.2,4784.33,23.9399,10.7366,10400.3,0.144637,58.8934,3.1805,0,latest,6867,7698407,0,0,1,3,4
112,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,73.9247,5.01792,21.0573,6.09319,0,0,0,2,2,1.00865,18.406,0.0312042,233392,0,59.974,13.9785,2,0.0312042,2,0,6031354,32615.3,4729.14,23.5756,10.9757,9973.73,0.144997,59.974,3.27012,0,latest,0,8525628,0,0,2,0,0
113,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,86.5123,3.40599,10.0817,3.67847,0,0,0,1,1,1.00865,18.4052,0.0156021,233390,0,59.9742,5.99455,0,0.0156021,1,0,6028773,33320,4765.05,23.649,11.035,9977.94,0.143009,59.9742,3.33936,0,latest,0,8666361,0,0,1,0,0
114,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,84,4.51282,11.4872,5.23077,0,0,0,2,2,1.00865,18.4036,0.0312042,233332,0,59.9746,5.53846,0,0.0312042,2,0,5566496,36113.8,4966.49,25.0949,11.2989,10806,0.137523,59.9746,3.34201,0,latest,0,8430635,0,0,2,0,0
115,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0076,100,0,0,0,0,0,0,0,0,1.00865,18.4036,0,233341,0,59.9744,0,0,0,0,0,5294040,37972.5,5086.68,26.0221,11.4713,11361.8,0.133957,59.9744,3.34212,0,latest,0,8247723,0,0,0,0,0
116,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,81.6024,4.84669,13.5509,4.45104,0,0,0,2,2,1.00865,18.402,0.0312042,233274,0,59.9751,8.20969,1,0.0312042,2,0,5311078,37856.1,5070.28,26.0055,11.4689,11326.2,0.133936,59.9751,3.34234,0,latest,0,8273558,0,0,2,0,0
117,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,82.4447,3.77113,13.7841,3.77113,0,0,0,1,1,1.00865,18.4013,0.0156021,233310,0,59.9747,9.23277,0,0.0156021,1,0,5301963,37919.5,5047.61,26.0138,11.4975,11345.7,0.133114,59.9747,3.34219,0,latest,0,8316850,0,0,1,0,0
118,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,100,0,0,0,0,0,0,0,0,1.00865,18.4013,0,233229,0,59.9748,0,0,0,0,0,5328547,37731.6,5074.63,26.0415,11.5016,11289.9,0.134493,59.9748,3.34206,0,latest,0,8314121,0,0,0,0,0
119,60,1,10,1,6,2,10,0.8,120,0,1,0,1,100,0,1,10000,0.5,11.0077,80.4004,3.68809,15.9115,3.79347,0,0,0,1,1,1.00865,18.4005,0.0156021,232967,0,59.9749,11.3804,2,0.0156021,1,0,5315328,37824.7,5076.13,26.1034,11.5061,11317,0.134201,59.9749,3.34229,0,latest,0,8293090,0,0,1,0,0
