t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,c_backoff_strategy,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
13,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3408445,0,53.9468,0,0,0,0,0,57643395,2877.22,2291.58,29.0363,10.6986,937.603,0.796457,53.9468,3.06869,0,latest,0,3589,0,0,0,0,0
14,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3422229,0,53.9471,0,0,0,0,0,57632328,2872.17,2291.48,29.0664,10.6976,937.816,0.797821,53.9471,3.06262,0,latest,0,3514,0,0,0,0,0
15,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3406827,0,53.9475,0,0,0,0,0,57657307,2877.06,2291.53,29.032,10.6973,937.384,0.796484,53.9475,3.06924,0,latest,0,3523,0,0,0,0,0
16,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3391945,0,53.9472,0,0,0,0,0,57753181,2886.73,2291.6,28.9984,10.6993,935.84,0.793838,53.9472,3.08464,0,latest,0,3533,0,0,0,0,0
17,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3401543,0,53.9477,0,0,0,0,0,57845051,2888.25,2291.48,29.001,10.6979,934.35,0.793381,53.9477,3.09119,0,latest,0,3496,0,0,0,0,0
18,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3412424,0,53.9471,0,0,0,0,0,57853149,2887.51,2291.57,29.003,10.6994,934.215,0.793614,53.9471,3.09084,0,latest,0,3641,0,0,0,0,0
19,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3412580,0,53.9474,0,0,0,0,0,57851877,2888.14,2291.52,29.0091,10.6983,934.22,0.793426,53.9474,3.09149,0,latest,0,3573,0,0,0,0,0
20,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3413332,0,53.9479,0,0,0,0,0,57857161,2887.74,2291.56,29.0052,10.6984,934.145,0.793547,53.9479,3.09132,0,latest,0,3526,0,0,0,0,0
21,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3405454,0,53.9471,0,0,0,0,0,57791209,2888.4,2291.62,28.991,10.6995,935.207,0.793385,53.9471,3.08852,0,latest,0,3577,0,0,0,0,0
22,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3409523,0,53.9473,0,0,0,0,0,57874584,2887.07,2291.57,29.0036,10.699,933.858,0.793736,53.9473,3.09155,0,latest,0,3631,0,0,0,0,0
23,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3400903,0,53.9471,0,0,0,0,0,57835004,2887.75,2291.61,28.9981,10.6987,934.496,0.79356,53.9471,3.09017,0,latest,0,3496,0,0,0,0,0
24,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3395240,0,53.9474,0,0,0,0,0,57809161,2887.37,2291.62,28.9957,10.6987,934.918,0.793671,53.9474,3.08837,0,latest,0,3600,0,0,0,0,0
25,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3411672,0,53.947,0,0,0,0,0,57870558,2887.29,2291.61,29.0017,10.6979,933.965,0.793689,53.947,3.09143,0,latest,0,3577,0,0,0,0,0
26,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3404003,0,53.9474,0,0,0,0,0,57767766,2885.63,2291.57,28.9854,10.6989,935.604,0.794132,53.9474,3.08424,0,latest,0,3601,0,0,0,0,0
27,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3406754,0,53.9473,0,0,0,0,0,57866569,2886.03,2291.51,29.0005,10.6986,934.005,0.794,53.9473,3.08995,0,latest,0,3459,0,0,0,0,0
28,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3394131,0,53.9469,0,0,0,0,0,57754308,2884.2,2291.53,28.9898,10.6989,935.822,0.794511,53.9469,3.082,0,latest,0,3592,0,0,0,0,0
29,54,1,1,4,6,200,150,0.5,0,0,2,0,10,100000,0.1,159.199,100,0,0,0,0,0,0,0,0,17.9133,0,0,3385765,0,53.9473,0,0,0,0,0,57723538,2883.78,2291.61,28.9937,10.6993,936.349,0.794653,53.9473,3.07981,0,latest,0,3672,0,0,0,0,0
0,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,8249420,0,2.20664,0,0,0,10434420,0,196,2275.23,1408.68,90.5561,16.0459,5135.3,0.619139,2.20664,0.443057,0,latest,0,0,283285,0,0,0,0
1,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3695574,0,53.8615,0,0,0,0,0,43883731,2211.08,2291.82,33.6526,10.4824,1230.55,1.03652,53.8615,1.79682,0,latest,0,2363,0,0,0,0,0
2,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3626429,0,53.943,0,0,0,0,0,51657114,2525.35,2289.95,31.1835,10.4578,1046.25,0.906786,53.943,2.41373,0,latest,0,3001,0,0,0,0,0
3,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3431877,0,53.9456,0,0,0,0,0,57277811,2821.28,2290.36,29.4581,10.4609,943.617,0.811816,53.9456,2.98986,0,latest,0,3430,0,0,0,0,0
4,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3412789,0,53.9455,0,0,0,0,0,57630849,2842.19,2290.35,29.3406,10.4626,937.875,0.805838,53.9455,3.03046,0,latest,0,3460,0,0,0,0,0
5,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3403592,0,53.9459,0,0,0,0,0,57850033,2852.31,2290.41,29.3072,10.4604,934.206,0.803003,53.9459,3.05319,0,latest,0,3470,0,0,0,0,0
6,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3413114,0,53.9457,0,0,0,0,0,57642453,2849.3,2290.55,29.3168,10.4634,937.579,0.803899,53.9457,3.03899,0,latest,0,3475,0,0,0,0,0
7,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3408100,0,53.9455,0,0,0,0,0,57638594,2847.5,2290.43,29.3052,10.4648,937.764,0.804363,53.9455,3.03648,0,latest,0,3508,0,0,0,0,0
8,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3390705,0,53.9461,0,0,0,0,0,57737125,2854.92,2290.27,29.2542,10.4643,936.142,0.80222,53.9461,3.04967,0,latest,0,3502,0,0,0,0,0
9,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3390142,0,53.9459,0,0,0,0,0,57916033,2860.77,2290.3,29.2412,10.4628,933.232,0.800589,53.9459,3.06545,0,latest,0,3388,0,0,0,0,0
10,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3386282,0,53.9462,0,0,0,0,0,57918366,2860.81,2290.34,29.2522,10.4641,933.154,0.800593,53.9462,3.06574,0,latest,0,3474,0,0,0,0,0
11,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3388715,0,53.946,0,0,0,0,0,57876667,2861.62,2290.55,29.2461,10.4625,933.778,0.800438,53.946,3.06456,0,latest,0,3449,0,0,0,0,0
12,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3389751,0,53.9463,0,0,0,0,0,57925214,2860.41,2290.46,29.2522,10.4625,933.01,0.800745,53.9463,3.06578,0,latest,0,3582,0,0,0,0,0
13,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3390143,0,53.9458,0,0,0,0,0,57923678,2860.92,2290.56,29.2581,10.4636,933.024,0.800636,53.9458,3.06628,0,latest,0,3528,0,0,0,0,0
14,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3386832,0,53.9458,0,0,0,0,0,57892964,2860.31,2290.54,29.2738,10.4631,933.558,0.800801,53.9458,3.06388,0,latest,0,3597,0,0,0,0,0
15,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3379923,0,53.9468,0,0,0,0,0,57870689,2858.92,2290.46,29.2744,10.463,933.893,0.801161,53.9468,3.0613,0,latest,0,3473,0,0,0,0,0
16,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3388448,0,53.9463,0,0,0,0,0,57905482,2860.23,2290.54,29.2679,10.4644,933.333,0.800825,53.9463,3.06453,0,latest,0,3524,0,0,0,0,0
17,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3385152,0,53.946,0,0,0,0,0,57893398,2858.58,2290.46,29.2726,10.4624,933.523,0.801261,53.946,3.06214,0,latest,0,3642,0,0,0,0,0
18,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3390664,0,53.9458,0,0,0,0,0,57948051,2859.63,2290.49,29.2827,10.4643,932.68,0.800975,53.9458,3.06604,0,latest,0,3528,0,0,0,0,0
19,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3390940,0,53.9458,0,0,0,0,0,57963920,2859.52,2290.5,29.2826,10.4648,932.365,0.801009,53.9458,3.06695,0,latest,0,3425,0,0,0,0,0
20,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3386962,0,53.9463,0,0,0,0,0,57934449,2858.53,2290.44,29.2748,10.4626,932.865,0.801263,53.9463,3.06425,0,latest,0,3476,0,0,0,0,0
21,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3384099,0,53.9458,0,0,0,0,0,57937277,2858.57,2290.48,29.2818,10.4636,932.812,0.801269,53.9458,3.06446,0,latest,0,3476,0,0,0,0,0
22,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3381787,0,53.9456,0,0,0,0,0,57891216,2857.23,2290.47,29.2767,10.4633,933.573,0.80164,53.9456,3.06054,0,latest,0,3537,0,0,0,0,0
23,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3385147,0,53.9455,0,0,0,0,0,57942724,2857.59,2290.46,29.2788,10.4621,932.733,0.801533,53.9455,3.06368,0,latest,0,3525,0,0,0,0,0
24,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3384971,0,53.9458,0,0,0,0,0,57928956,2857.16,2290.53,29.2849,10.4623,932.932,0.801681,53.9458,3.06256,0,latest,0,3399,0,0,0,0,0
25,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3383334,0,53.9463,0,0,0,0,0,57913739,2856.07,2290.5,29.2876,10.4615,933.182,0.801979,53.9463,3.06057,0,latest,0,3564,0,0,0,0,0
26,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3377841,0,53.946,0,0,0,0,0,57895306,2854.96,2290.48,29.2874,10.4631,933.509,0.802279,53.946,3.05831,0,latest,0,3521,0,0,0,0,0
27,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3374785,0,53.9456,0,0,0,0,0,57825804,2853.43,2290.48,29.2916,10.4627,934.609,0.802713,53.9456,3.05307,0,latest,0,3518,0,0,0,0,0
28,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3374736,0,53.946,0,0,0,0,0,57847357,2852.43,2290.5,29.2972,10.4631,934.245,0.802999,53.946,3.05319,0,latest,0,3438,0,0,0,0,0
29,54,1,1,4,6,201,150,0.5,0,0,0,0,10,100000,0.1,159.217,100,0,0,0,0,0,0,0,0,18.3124,0,0,3371043,0,53.9458,0,0,0,0,0,57813457,2851.24,2290.5,29.2997,10.4624,934.784,0.803333,53.9458,3.05016,0,latest,0,3389,0,0,0,0,0
0,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,7332194,0,2.10652,0,0,0,10441691,0,388,876.781,481.582,53.5696,13.3015,4694.68,0.549262,2.10652,0.186761,0,latest,0,0,309609,0,0,0,0
1,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3694552,0,53.8661,0,0,0,0,0,44064600,2219.38,2218.79,33.3423,10.8247,1225.52,0.999732,53.8661,1.81096,0,latest,0,2421,0,0,0,0,0
2,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3587241,0,53.9434,0,0,0,0,0,52333722,2579.54,2216.85,30.7596,10.8009,1032.83,0.859398,53.9434,2.49754,0,latest,0,2997,0,0,0,0,0
3,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3389654,0,53.9457,0,0,0,0,0,57382524,2841.37,2216.98,29.3686,10.8024,942.073,0.780251,53.9457,3.01608,0,latest,0,3458,0,0,0,0,0
4,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3382349,0,53.9456,0,0,0,0,0,57311055,2841.75,2216.87,29.3762,10.8011,943.167,0.780107,53.9456,3.01298,0,latest,0,3444,0,0,0,0,0
5,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3374768,0,53.9457,0,0,0,0,0,57530378,2849.98,2216.86,29.354,10.8022,939.576,0.777852,53.9457,3.03326,0,latest,0,3432,0,0,0,0,0
6,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3364710,0,53.9451,0,0,0,0,0,57575861,2855.17,2216.86,29.3462,10.8023,938.815,0.776435,53.9451,3.04125,0,latest,0,3384,0,0,0,0,0
7,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3365492,0,53.9449,0,0,0,0,0,57614688,2853.99,2216.83,29.3526,10.802,938.208,0.776749,53.9449,3.04195,0,latest,0,3425,0,0,0,0,0
8,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3364622,0,53.9455,0,0,0,0,0,57608422,2853.48,2216.83,29.3593,10.8015,938.327,0.776887,53.9455,3.04103,0,latest,0,3403,0,0,0,0,0
9,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3360865,0,53.946,0,0,0,0,0,57627446,2852.33,2216.85,29.3906,10.8009,938.048,0.777208,53.946,3.04071,0,latest,0,3491,0,0,0,0,0
10,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3364383,0,53.9456,0,0,0,0,0,57628781,2852.15,2216.88,29.4029,10.8017,938.026,0.777264,53.9456,3.04059,0,latest,0,3480,0,0,0,0,0
11,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3362367,0,53.9452,0,0,0,0,0,57600833,2852.05,2216.85,29.4042,10.8016,938.541,0.777284,53.9452,3.03881,0,latest,0,3410,0,0,0,0,0
12,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3364676,0,53.946,0,0,0,0,0,57444928,2846.6,2216.81,29.4089,10.8029,941.095,0.778756,53.946,3.02478,0,latest,0,3511,0,0,0,0,0
13,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3361466,0,53.9454,0,0,0,0,0,56940587,2831.2,2216.83,29.4385,10.8025,949.409,0.783001,53.9454,2.98206,0,latest,0,3553,0,0,0,0,0
14,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3362503,0,53.9459,0,0,0,0,0,56950137,2828.73,2216.97,29.4613,10.8027,949.085,0.783731,53.9459,2.98049,0,latest,0,3399,0,0,0,0,0
15,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3345927,0,53.945,0,0,0,0,0,56946546,2832.19,2217.1,29.4049,10.8039,949.112,0.782822,53.945,2.98404,0,latest,0,3465,0,0,0,0,0
16,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3339431,0,53.9457,0,0,0,0,0,56827310,2826.24,2216.96,29.4615,10.8032,951.127,0.784422,53.9457,2.97146,0,latest,0,3395,0,0,0,0,0
17,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3339146,0,53.9453,0,0,0,0,0,56772312,2827.3,2216.97,29.4161,10.8013,951.957,0.784128,53.9453,2.96999,0,latest,0,3485,0,0,0,0,0
18,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3339352,0,53.946,0,0,0,0,0,57047412,2837.28,2217.18,29.365,10.8028,947.341,0.781446,53.946,2.99499,0,latest,0,3404,0,0,0,0,0
19,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3324579,0,53.945,0,0,0,0,0,57199090,2839.55,2217.34,29.4118,10.8033,944.817,0.780875,53.945,3.0054,0,latest,0,3336,0,0,0,0,0
20,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3323492,0,53.9453,0,0,0,0,0,57230424,2840.17,2217.3,29.4132,10.8037,944.264,0.780695,53.9453,3.00781,0,latest,0,3439,0,0,0,0,0
21,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3330735,0,53.9457,0,0,0,0,0,57195240,2844.6,2217.36,29.3627,10.8042,944.893,0.779501,53.9457,3.01049,0,latest,0,3340,0,0,0,0,0
22,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3342734,0,53.946,0,0,0,0,0,57434733,2843.75,2217.38,29.4251,10.8034,940.891,0.779739,53.946,3.0224,0,latest,0,3474,0,0,0,0,0
23,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3352362,0,53.9454,0,0,0,0,0,57567847,2845.35,2217.39,29.4412,10.8041,938.727,0.779304,53.9454,3.03108,0,latest,0,3501,0,0,0,0,0
24,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3359578,0,53.9459,0,0,0,0,0,57471872,2839.26,2217.33,29.4753,10.8039,940.299,0.780956,53.9459,3.01952,0,latest,0,3397,0,0,0,0,0
25,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3360204,0,53.9458,0,0,0,0,0,57417459,2836.28,2217.33,29.4901,10.8038,941.211,0.781776,53.9458,3.01343,0,latest,0,3400,0,0,0,0,0
26,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3344525,0,53.9464,0,0,0,0,0,57440065,2841.37,2217.4,29.4448,10.8044,940.814,0.780397,53.9464,3.02012,0,latest,0,3524,0,0,0,0,0
27,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3354890,0,53.9456,0,0,0,0,0,57256386,2832.42,2217.36,29.5149,10.8054,943.842,0.78285,53.9456,3.00095,0,latest,0,3425,0,0,0,0,0
28,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3359175,0,53.9451,0,0,0,0,0,57178765,2825.98,2217.36,29.5391,10.8038,945.131,0.784632,53.9451,2.99004,0,latest,0,3364,0,0,0,0,0
29,54,1,1,4,6,201,150,0.5,0,0,1,0,10,100000,0.1,159.328,100,0,0,0,0,0,0,0,0,18.2554,0,0,3349846,0,53.9457,0,0,0,0,0,57344631,2833.96,2217.35,29.491,10.8025,942.429,0.78242,53.9457,3.00709,0,latest,0,3420,0,0,0,0,0
0,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,7115610,0,2.12423,0,0,0,10433710,0,406,617.951,437.436,52.697,11.7463,4073.88,0.707882,2.12423,0.151686,0,latest,0,0,343834,0,0,0,0
1,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3694764,0,53.8633,0,0,0,0,0,44447126,2201.11,2245.46,32.113,10.4129,1214.85,1.02015,53.8633,1.81184,0,latest,0,2509,0,0,0,0,0
2,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3583365,0,53.9446,0,0,0,0,0,52392106,2544.26,2243.66,29.9361,10.3908,1031.65,0.88185,53.9446,2.46622,0,latest,0,3051,0,0,0,0,0
3,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3146280,0,53.9374,0,0,0,0,0,55888709,2845.47,2243.83,28.4343,10.3952,967.08,0.788562,53.9374,2.94233,0,latest,0,3559,0,0,0,0,0
4,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,2938590,0,53.9259,0,0,0,0,0,53734001,2883.31,2243.65,28.8312,10.3963,1005.51,0.778151,53.9259,2.8675,0,latest,0,3373,0,0,0,0,0
5,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3137274,0,53.9426,0,0,0,0,0,54831188,2876.28,2243.74,28.7532,10.3998,985.623,0.780084,53.9426,2.91824,0,latest,0,3361,0,0,0,0,0
6,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3366308,0,53.9464,0,0,0,0,0,57119323,2819.95,2243.78,28.5528,10.3954,946.269,0.795681,53.9464,2.98008,0,latest,0,3526,0,0,0,0,0
7,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3147806,0,53.9374,0,0,0,0,0,55459560,2824.84,2243.72,28.4991,10.3994,974.502,0.794282,53.9374,2.89875,0,latest,0,3427,0,0,0,0,0
8,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,2937068,0,53.9221,0,0,0,0,0,53122396,2873.39,2243.6,29.008,10.4045,1016.96,0.780819,53.9221,2.82547,0,latest,0,3216,0,0,0,0,0
9,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3145504,0,53.9426,0,0,0,0,0,54925775,2864.47,2243.72,28.7731,10.4012,983.923,0.783294,53.9426,2.91127,0,latest,0,3460,0,0,0,0,0
10,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3391520,0,53.9472,0,0,0,0,0,57462911,2811.92,2243.85,28.5317,10.393,940.626,0.797978,53.9472,2.98941,0,latest,0,3638,0,0,0,0,0
11,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3372315,0,53.9465,0,0,0,0,0,57542724,2813.48,2244.01,28.5002,10.3956,939.18,0.797591,53.9465,2.99568,0,latest,0,3462,0,0,0,0,0
