t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,c_backoff_strategy,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
12,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3366559,0,53.9467,0,0,0,0,0,57781289,2825.78,2243.97,28.4731,10.3928,935.27,0.794107,53.9467,3.02135,0,latest,0,3397,0,0,0,0,0
13,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3361649,0,53.9473,0,0,0,0,0,57954343,2833.58,2244.02,28.4764,10.3928,932.47,0.791937,53.9473,3.03879,0,latest,0,3503,0,0,0,0,0
14,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3359403,0,53.9467,0,0,0,0,0,57969230,2835.24,2244.06,28.4572,10.3932,932.205,0.791487,53.9467,3.04144,0,latest,0,3604,0,0,0,0,0
15,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3362611,0,53.9467,0,0,0,0,0,57967752,2835.63,2244.06,28.4516,10.3933,932.219,0.791381,53.9467,3.0418,0,latest,0,3636,0,0,0,0,0
16,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3373170,0,53.9468,0,0,0,0,0,57766100,2826.65,2244.11,28.4732,10.3925,935.505,0.793913,53.9468,3.02152,0,latest,0,3563,0,0,0,0,0
17,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3384233,0,53.9471,0,0,0,0,0,57826389,2826.24,2244.04,28.4658,10.3912,934.528,0.794,53.9471,3.02425,0,latest,0,3544,0,0,0,0,0
18,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3369900,0,53.9469,0,0,0,0,0,57984266,2836.56,2244.05,28.434,10.3917,931.94,0.791118,53.9469,3.04372,0,latest,0,3505,0,0,0,0,0
19,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3371803,0,53.9469,0,0,0,0,0,57964426,2835.59,2244.06,28.4387,10.3922,932.368,0.791388,53.9469,3.04128,0,latest,0,3575,0,0,0,0,0
20,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3383849,0,53.9469,0,0,0,0,0,57911353,2832.78,2244.04,28.4526,10.3921,933.27,0.79217,53.9469,3.03532,0,latest,0,3526,0,0,0,0,0
21,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3385659,0,53.9474,0,0,0,0,0,57848611,2830.37,2244.02,28.4502,10.3921,934.3,0.792837,53.9474,3.02941,0,latest,0,3536,0,0,0,0,0
22,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3393023,0,53.947,0,0,0,0,0,57535101,2816.75,2243.88,28.4756,10.3918,939.417,0.796618,53.947,2.99841,0,latest,0,3499,0,0,0,0,0
23,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3397614,0,53.9469,0,0,0,0,0,57587001,2817.72,2243.92,28.4619,10.392,938.553,0.796359,53.9469,3.0022,0,latest,0,3481,0,0,0,0,0
24,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3391492,0,53.9466,0,0,0,0,0,57989693,2836.39,2243.84,28.4347,10.3902,931.924,0.79109,53.9466,3.04359,0,latest,0,3478,0,0,0,0,0
25,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3389013,0,53.9473,0,0,0,0,0,57982654,2837.74,2244.08,28.4393,10.3912,932.082,0.790801,53.9473,3.04451,0,latest,0,3544,0,0,0,0,0
26,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3389979,0,53.9473,0,0,0,0,0,57883649,2836.38,2244.06,28.4358,10.3914,933.705,0.791173,53.9473,3.03777,0,latest,0,3552,0,0,0,0,0
27,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3393320,0,53.9467,0,0,0,0,0,57801662,2831.12,2244,28.4398,10.3916,935.028,0.792622,53.9467,3.02784,0,latest,0,3470,0,0,0,0,0
28,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3396054,0,53.9471,0,0,0,0,0,57757690,2829.44,2244.01,28.445,10.3915,935.752,0.793093,53.9471,3.0237,0,latest,0,3579,0,0,0,0,0
29,54,1,1,4,6,201,150,0.5,0,0,2,0,10,100000,0.1,159.206,100,0,0,0,0,0,0,0,0,18.3179,0,0,3398885,0,53.9474,0,0,0,0,0,57751256,2828.44,2243.99,28.4493,10.3918,935.847,0.793367,53.9474,3.02233,0,latest,0,3476,0,0,0,0,0
0,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,12810604,0,1.81895,0,0,0,10429014,0,273,1385.95,619.033,39.7656,16.0696,5021.69,0.446649,1.81895,0.275992,0,latest,0,0,313959,0,0,0,0
1,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3686660,0,53.8588,0,0,0,0,0,44313528,2201.22,2267.44,33.6136,10.771,1218.43,1.03008,53.8588,1.8066,0,latest,0,2491,0,0,0,0,0
2,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3606917,0,53.9439,0,0,0,0,0,52310079,2529.96,2265.46,31.0917,10.7486,1033.29,0.895454,53.9439,2.44845,0,latest,0,3039,0,0,0,0,0
3,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3397731,0,53.9466,0,0,0,0,0,58025515,2833.94,2265.68,29.18,10.7509,931.523,0.799483,53.9466,3.04226,0,latest,0,3629,0,0,0,0,0
4,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3385804,0,53.9465,0,0,0,0,0,58203324,2847.25,2265.7,29.1355,10.7515,928.664,0.795748,53.9465,3.06597,0,latest,0,3563,0,0,0,0,0
5,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3388935,0,53.9464,0,0,0,0,0,58137161,2844.92,2265.73,29.1196,10.7518,929.722,0.796414,53.9464,3.05997,0,latest,0,3524,0,0,0,0,0
6,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3394716,0,53.9458,0,0,0,0,0,58010175,2840.29,2265.66,29.1336,10.7529,931.716,0.797684,53.9458,3.04845,0,latest,0,3549,0,0,0,0,0
7,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3393365,0,53.9473,0,0,0,0,0,58088223,2842.43,2265.61,29.1187,10.7534,930.46,0.79707,53.9473,3.05486,0,latest,0,3443,0,0,0,0,0
8,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3384744,0,53.9465,0,0,0,0,0,58191729,2848.33,2265.61,29.1201,10.7529,928.809,0.795415,53.9465,3.06665,0,latest,0,3544,0,0,0,0,0
9,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3385579,0,53.9463,0,0,0,0,0,58183133,2848.65,2265.73,29.1233,10.7538,928.922,0.795369,53.9463,3.06662,0,latest,0,3541,0,0,0,0,0
10,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3389943,0,53.9464,0,0,0,0,0,58138379,2846.77,2265.7,29.1223,10.7539,929.618,0.795885,53.9464,3.0623,0,latest,0,3408,0,0,0,0,0
11,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3395770,0,53.9466,0,0,0,0,0,58007740,2840.71,2265.79,29.1505,10.7548,931.712,0.797615,53.9466,3.04892,0,latest,0,3588,0,0,0,0,0
12,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3400959,0,53.947,0,0,0,0,0,58119416,2843.58,2265.73,29.1383,10.7527,929.922,0.796791,53.947,3.05787,0,latest,0,3455,0,0,0,0,0
13,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3387983,0,53.9461,0,0,0,0,0,58145872,2847.45,2265.73,29.1094,10.7526,929.523,0.795704,53.9461,3.06334,0,latest,0,3487,0,0,0,0,0
14,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3392534,0,53.9459,0,0,0,0,0,58037152,2841.98,2265.68,29.1174,10.7529,931.272,0.797221,53.9459,3.05172,0,latest,0,3580,0,0,0,0,0
15,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3395963,0,53.9467,0,0,0,0,0,57994066,2841.36,2265.66,29.1204,10.7529,931.931,0.797384,53.9467,3.0489,0,latest,0,3537,0,0,0,0,0
16,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3410748,0,53.9466,0,0,0,0,0,57976808,2837,2265.7,29.1572,10.7548,932.282,0.798624,53.9466,3.04308,0,latest,0,3589,0,0,0,0,0
17,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3412903,0,53.9462,0,0,0,0,0,57771918,2827.24,2265.61,29.1904,10.7531,935.557,0.80135,53.9462,3.02199,0,latest,0,3588,0,0,0,0,0
18,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3411914,0,53.9467,0,0,0,0,0,58102689,2841.66,2265.71,29.1496,10.7543,930.21,0.797319,53.9467,3.05486,0,latest,0,3620,0,0,0,0,0
19,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3397279,0,53.9469,0,0,0,0,0,58252075,2850.5,2265.68,29.1034,10.7518,927.829,0.794834,53.9469,3.07223,0,latest,0,3453,0,0,0,0,0
20,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3400646,0,53.9464,0,0,0,0,0,58162969,2846.72,2265.69,29.134,10.7532,929.26,0.795897,53.9464,3.06342,0,latest,0,3553,0,0,0,0,0
21,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3406029,0,53.9464,0,0,0,0,0,58121933,2844.65,2265.68,29.124,10.7535,929.925,0.796471,53.9464,3.05901,0,latest,0,3478,0,0,0,0,0
22,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3409254,0,53.9466,0,0,0,0,0,58002432,2840.24,2265.66,29.1311,10.7521,931.84,0.797699,53.9466,3.04799,0,latest,0,3542,0,0,0,0,0
23,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3398634,0,53.9468,0,0,0,0,0,57782314,2840.57,2265.7,29.1227,10.7516,935.421,0.797623,53.9468,3.03667,0,latest,0,3512,0,0,0,0,0
24,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3379369,0,53.9461,0,0,0,0,0,57706313,2838.37,2265.67,29.1338,10.7529,936.663,0.798229,53.9461,3.0303,0,latest,0,3649,0,0,0,0,0
25,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3380790,0,53.946,0,0,0,0,0,57659749,2841.46,2265.7,29.0874,10.7536,937.384,0.797375,53.946,3.03126,0,latest,0,3614,0,0,0,0,0
26,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3406020,0,53.9464,0,0,0,0,0,58107600,2846.65,2265.69,29.1145,10.754,930.177,0.795915,53.9464,3.06033,0,latest,0,3546,0,0,0,0,0
27,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3408356,0,53.9465,0,0,0,0,0,58043167,2842.52,2265.67,29.1492,10.7537,931.224,0.797063,53.9465,3.05246,0,latest,0,3523,0,0,0,0,0
28,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3414709,0,53.9455,0,0,0,0,0,57791545,2826.68,2265.63,29.2081,10.7524,935.281,0.801515,53.9455,3.02228,0,latest,0,3514,0,0,0,0,0
29,54,1,1,4,6,202,150,0.5,0,0,0,0,10,100000,0.1,159.134,100,0,0,0,0,0,0,0,0,18.7589,0,0,3414626,0,53.9465,0,0,0,0,0,57906748,2831.46,2265.66,29.1915,10.7511,933.445,0.800176,53.9465,3.03334,0,latest,0,3490,0,0,0,0,0
0,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,13521496,0,2.36521,0,0,0,10431254,0,652,1081.31,2069.09,52.9248,11.7224,3754.53,1.91349,2.36521,0.288002,0,latest,0,0,338027,0,0,0,0
1,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3691546,0,53.8754,0,0,0,0,0,43908074,2221.67,2279.71,33.9024,10.764,1230.02,1.02613,53.8754,1.80621,0,latest,0,2463,0,0,0,0,0
2,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3628463,0,53.9445,0,0,0,0,0,51659728,2537.77,2277.8,31.3795,10.7411,1046.26,0.897561,53.9445,2.42555,0,latest,0,2920,0,0,0,0,0
3,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3443344,0,53.9469,0,0,0,0,0,57374585,2828.26,2278.11,29.6056,10.7451,942.034,0.805482,53.9469,3.00229,0,latest,0,3326,0,0,0,0,0
4,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3438546,0,53.9467,0,0,0,0,0,57519142,2834.25,2278.1,29.5943,10.7436,939.666,0.803774,53.9467,3.01623,0,latest,0,3384,0,0,0,0,0
5,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3419471,0,53.9469,0,0,0,0,0,57682307,2850.66,2278.17,29.4454,10.7458,937.013,0.799174,53.9469,3.04228,0,latest,0,3516,0,0,0,0,0
6,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3429144,0,53.9467,0,0,0,0,0,57453938,2839.22,2278.05,29.5232,10.744,940.724,0.802352,53.9467,3.01812,0,latest,0,3395,0,0,0,0,0
7,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3414364,0,53.9473,0,0,0,0,0,56662545,2831.96,2277.83,29.4539,10.744,953.911,0.804328,53.9473,2.96879,0,latest,0,3331,0,0,0,0,0
8,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3008446,0,53.9382,0,0,0,0,0,54081039,2894.88,2277.86,29.6676,10.7524,999.278,0.786858,53.9382,2.89697,0,latest,0,3291,0,0,0,0,0
9,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3007662,0,53.9357,0,0,0,0,0,53731418,2919.53,2278.14,29.864,10.7603,1005.6,0.780309,53.9357,2.90326,0,latest,0,3263,0,0,0,0,0
10,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3394447,0,53.9472,0,0,0,0,0,57523987,2863.83,2278.26,29.4072,10.7496,939.44,0.795528,53.9472,3.04845,0,latest,0,3368,0,0,0,0,0
11,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3406762,0,53.9473,0,0,0,0,0,58012439,2875.55,2278.34,29.3302,10.7482,931.542,0.792314,53.9473,3.08687,0,latest,0,3464,0,0,0,0,0
12,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3411313,0,53.9478,0,0,0,0,0,58075383,2874.43,2278.25,29.3408,10.7475,930.517,0.792593,53.9478,3.08907,0,latest,0,3455,0,0,0,0,0
13,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3412113,0,53.947,0,0,0,0,0,58095486,2874.33,2278.24,29.3484,10.7469,930.294,0.792613,53.947,3.08971,0,latest,0,3266,0,0,0,0,0
14,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3416457,0,53.9471,0,0,0,0,0,57719090,2854.04,2278.21,29.4351,10.7467,936.344,0.79824,53.9471,3.04806,0,latest,0,3531,0,0,0,0,0
15,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3434312,0,53.9468,0,0,0,0,0,57352253,2830.32,2278.19,29.5953,10.7453,942.368,0.804923,53.9468,3.00341,0,latest,0,3447,0,0,0,0,0
16,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3434477,0,53.9474,0,0,0,0,0,57393786,2832.68,2278.21,29.5638,10.7461,941.657,0.804259,53.9474,3.00819,0,latest,0,3416,0,0,0,0,0
17,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3417392,0,53.9467,0,0,0,0,0,57734801,2852.6,2278.19,29.4399,10.7463,936.13,0.798637,53.9467,3.04723,0,latest,0,3443,0,0,0,0,0
18,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3415910,0,53.9474,0,0,0,0,0,57642532,2849.59,2278.28,29.4566,10.7473,937.584,0.799511,53.9474,3.03929,0,latest,0,3463,0,0,0,0,0
19,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3432549,0,53.9469,0,0,0,0,0,57263087,2825.87,2278.22,29.5807,10.7449,943.896,0.806202,53.9469,2.99384,0,latest,0,3352,0,0,0,0,0
20,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3444243,0,53.9472,0,0,0,0,0,57188650,2817.23,2277.93,29.6612,10.744,945.127,0.808569,53.9472,2.9808,0,latest,0,3273,0,0,0,0,0
21,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3440914,0,53.9469,0,0,0,0,0,57155874,2827.65,2278.08,29.5509,10.7458,945.687,0.805645,53.9469,2.99005,0,latest,0,3317,0,0,0,0,0
22,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3429006,0,53.9472,0,0,0,0,0,57312417,2830.93,2278.17,29.5509,10.7455,943.051,0.804745,53.9472,3.00188,0,latest,0,3455,0,0,0,0,0
23,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3438539,0,53.9473,0,0,0,0,0,57407187,2826.69,2277.97,29.6121,10.7443,941.474,0.805877,53.9473,3.00241,0,latest,0,3431,0,0,0,0,0
24,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3421896,0,53.9471,0,0,0,0,0,57531525,2840.94,2278.04,29.5014,10.7451,939.402,0.801861,53.9471,3.0242,0,latest,0,3477,0,0,0,0,0
25,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3439456,0,53.9474,0,0,0,0,0,57295705,2824.67,2278.09,29.6357,10.7455,943.269,0.806497,53.9474,2.99456,0,latest,0,3347,0,0,0,0,0
26,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3427537,0,53.9479,0,0,0,0,0,57450652,2835.51,2278.23,29.5602,10.7465,940.644,0.803464,53.9479,3.01444,0,latest,0,3363,0,0,0,0,0
27,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3419077,0,53.9474,0,0,0,0,0,57658827,2851.19,2278.33,29.4462,10.748,937.352,0.79908,53.9474,3.04176,0,latest,0,3356,0,0,0,0,0
28,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3420432,0,53.948,0,0,0,0,0,57688625,2850.74,2278.18,29.4587,10.7455,936.867,0.799154,53.948,3.04284,0,latest,0,3443,0,0,0,0,0
29,54,1,1,4,6,202,150,0.5,0,0,1,0,10,100000,0.1,159.168,100,0,0,0,0,0,0,0,0,18.7414,0,0,3413848,0,53.9474,0,0,0,0,0,57866446,2860.68,2278.16,29.4072,10.7448,933.994,0.796369,53.9474,3.06285,0,latest,0,3518,0,0,0,0,0
0,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,7707662,0,2.46596,0,0,0,10433920,0,536,1318.09,1650.05,53.4291,11.6922,3659.68,1.25185,2.46596,0.360166,0,latest,0,0,393811,0,0,0,0
1,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3690829,0,53.8877,0,0,0,0,0,44569929,2194.08,2258.37,33.0955,10.5871,1211.98,1.0293,53.8877,1.81032,0,latest,0,2509,0,0,0,0,0
2,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3607855,0,53.9444,0,0,0,0,0,52683320,2548.75,2256.5,30.5951,10.565,1025.87,0.885335,53.9444,2.48447,0,latest,0,3060,0,0,0,0,0
3,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3400553,0,53.9463,0,0,0,0,0,57905075,2826.29,2256.92,29.1383,10.5682,933.353,0.798546,53.9463,3.0281,0,latest,0,3531,0,0,0,0,0
4,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3419783,0,53.9463,0,0,0,0,0,57763723,2819.74,2256.94,29.1681,10.5685,935.617,0.800408,53.9463,3.01377,0,latest,0,3472,0,0,0,0,0
5,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3437845,0,53.947,0,0,0,0,0,58332176,2827.95,2256.88,29.2295,10.568,926.497,0.798062,53.947,3.05231,0,latest,0,3584,0,0,0,0,0
6,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3412805,0,53.9468,0,0,0,0,0,58498387,2844.01,2256.96,29.1495,10.5684,923.916,0.793585,53.9468,3.07821,0,latest,0,3498,0,0,0,0,0
7,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3417589,0,53.9474,0,0,0,0,0,58648383,2848.15,2256.92,29.1388,10.5669,921.512,0.792418,53.9474,3.09073,0,latest,0,3633,0,0,0,0,0
8,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3417163,0,53.9469,0,0,0,0,0,58648432,2848.06,2256.94,29.1448,10.568,921.478,0.792447,53.9469,3.09076,0,latest,0,3663,0,0,0,0,0
9,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3417731,0,53.9465,0,0,0,0,0,58654112,2847.88,2256.96,29.1439,10.5663,921.404,0.792507,53.9465,3.0908,0,latest,0,3556,0,0,0,0,0
10,54,1,1,4,6,202,150,0.5,0,0,2,0,10,100000,0.1,159.209,100,0,0,0,0,0,0,0,0,18.7207,0,0,3417373,0,53.9468,0,0,0,0,0,58648264,2848.28,2256.99,29.15,10.5675,921.534,0.792405,53.9468,3.09081,0,latest,0,3616,0,0,0,0,0
