t,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_cm_split,c_su_merge,c_bstar,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,c_backoff,c_mutex,tpcc_warehouse_count,tpcc_warehouse_affinity,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_researchy_0,dt_researchy_1,dt_researchy_2,dt_researchy_3,dt_researchy_4,dt_researchy_5,dt_researchy_6,dt_researchy_7,dt_researchy_8,dt_researchy_9,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,cm_split_succ_counter,cm_split_fail_counter,cm_merge_succ_counter,cm_merge_fail_counter,su_merge_partial_counter,su_merge_full_counter
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,9,item,0,0,0,226,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,8,orderline,0,310,2183,523,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,7,order_wdc,0,0,107,8,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,6,order,0,11,135,64,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,5,neworder,0,0,196,233,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,1,district,0,3930,0,11178,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,50989,0,0,0,0,0,warehouse,0,13731,0,49595,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,2,customer,0,1,0,120,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,3,customerwdl,0,0,0,58,0,0,0,0,0,0
3,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,190.557,12488316,100,0,0,0,26.386,10.1676,775025,0,0,10.6768,9.63146,9,0,6529643,617921,616232,119.469,0,0,0,190017,0,2827822,110161,81445,984.837,387.421,42454.4,0.739324,119.469,2.59482,0,0,0,0,0,0,0,0,0,0,4,history,0,0,42,0,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,10,stock,0,16,0,581,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,9,item,0,0,0,222,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,8,orderline,0,335,1993,524,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,7,order_wdc,0,0,110,12,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,6,order,0,9,156,86,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,5,neworder,0,0,261,240,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,1,district,0,3974,0,11117,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,58038,0,0,0,0,0,warehouse,0,14775,0,50056,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,2,customer,0,3,0,113,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,3,customerwdl,0,0,0,52,0,0,0,0,0,0
4,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,193.417,12675809,100,0,0,0,26.431,10.5279,767402,0,0,9.33584,10.935,10,0,5067072,612618,611027,119.484,0,0,0,191332,0,2829268,110123,81699.2,978.97,386.798,42443.6,0.741888,119.484,2.59458,0,0,0,0,0,0,0,0,0,0,4,history,0,0,11,0,0,0,0,0,0,0
5,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,196.27,12862731,100,0,0,0,26.265,10.6039,782528,0,0,7.99877,12.2446,12,0,4601678,623666,621991,119.282,0,0,0,191238,0,2814395,110533,81693,984.154,387.715,42594.4,0.739083,119.282,2.59501,0,0,0,0,0,0,0,0,0,0,10,stock,0,13,0,608,0,0,0,0,0,0
5,120,0,1,1,20,4,6,220,0,0,10,0,0,0,0,0,1,100,512,1,1000,0,196.27,12862731,100,0,0,0,26.265,10.6039,782528,0,0,7.99877,12.2446,12,0,4601678,623666,621991,119.282,0,0,0,191238,0,2814395,110533,81693,984.154,387.715,42594.4,0.739083,119.282,2.59501,0,0,0,0,0,0,0,0,0,0,9,item,0,0,0,193,0,0,0,0,0,0
