t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
162,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.41,120285748,55.26,14.3,30.45,9.31,15.54,194777400518972,269397,496,496,0.63,6.9,19,3094.8,31,249710,244547,13.68,86625,1892.63,2288,3227.91,36164,1
162,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.86,75357505,28.49,9.03,62.49,46.81,6.24,264249987380682,224269,70944,70944,0.4,4.61,19,2947.04,5377,213281,204650,11.48,6706,1935.64,4282,2904.57,42384,4
163,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.45,120287930,58.8,13,28.2,9.21,14.24,94021656355992.2,247188,646,644,0.68,6.86,19,3251.78,55,228870,224166,12.04,86776,1987.96,2188,3104.66,35247,1
163,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.87,75358037,25.21,9.62,65.17,52.01,5.62,381224951695526,184699,64043,64043,0.38,4.6,19,2438.27,4992,175689,168405,9.33,4152,1598.83,3651,2483.65,36747,4
164,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.48,120290187,50.91,14.74,34.35,12.52,14.55,59321070160643.2,248159,552,554,0.68,6.78,19,3358.15,36,229949,225068,13.74,94344,2063.11,2262,3331.5,37425,1
164,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.88,75358504,26.31,9.72,63.97,51.36,5.61,330583486391057,173903,59293,59293,0.39,4.61,19,2276.3,4581,165324,158662,8.53,5938,1499.67,3355,2232.3,33427,4
165,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.52,120292383,54.57,14.1,31.33,10.6,13.84,180436183223884,257230,575,574,0.74,6.77,19,3317.27,34,238264,233330,13.05,92553,2033.44,2197,3123.64,36383,1
165,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.89,75359253,31.72,9.49,58.8,41.68,6.54,32314652195872.7,254666,51751,51751,0.37,4.6,19,3351.71,3765,242182,232317,12.74,10765,2208.62,5093,3393.27,49595,4
166,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.55,120294654,54.6,14.06,31.34,11.06,15.52,441816783354155,262865,639,640,0.72,6.85,19,3198.79,84,243599,238592,12.71,88259,1964.66,2276,3232.9,36627,1
166,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.9,75359722,29.08,10.55,60.37,44.63,6.6,286142081377180,223680,53879,53878,0.39,4.6,19,2929.34,4155,212701,204042,11.41,9292,1936.25,4262,2882.44,42998,4
167,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.59,120296906,53.56,14.37,32.07,10.97,13.51,76410854315948.5,247644,574,573,0.76,6.76,19,3375.06,34,229390,224614,13.42,92008,2077.84,2252,3222.37,36476,1
167,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.91,75360298,24.92,9.5,65.58,53.74,5.09,179730649872281,165693,55477,55478,0.37,4.6,19,2174,4504,157507,151035,8.13,4822,1436.69,3334,2210.6,32797,4
168,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.62,120299093,58.79,13.13,28.08,8.55,15.33,561524087440.11,274717,518,515,0.72,6.98,19,3025.94,34,254547,249369,12.18,89645,1858.01,2190,3096.97,35093,1
168,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.91,75360712,24.36,9.95,65.69,52.62,5.83,92926119672042.2,179975,68946,68945,0.38,4.61,19,2357.29,5370,171255,164284,8.92,3691,1557.56,3423,2319.52,34404,4
169,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.65,120301346,53.04,14.97,31.98,10.5,15.2,388761024246559,239730,572,576,0.73,6.85,19,3351.88,36,221896,217362,13.64,87893,2056.08,2258,3295.45,37787,1
169,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.92,75361071,24.31,10.14,65.55,50.54,6.51,451842446735300,207392,82157,82157,0.4,4.61,19,2712.88,6293,197089,188845,10.63,4711,1792.4,3962,2675.18,40355,4
170,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.69,120303545,58.19,13.45,28.36,9.22,14.28,172189564275663,257796,557,557,0.79,6.86,19,3279.56,32,238376,233501,12.16,84214,2009.55,2199,3103.43,35818,1
170,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.93,75361756,28.91,9.84,61.25,44.57,6.69,306201760914489,247579,51930,51930,0.39,4.61,19,3243.71,3853,235325,225499,12.36,10254,2146.88,4948,3237.89,48777,4
171,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.72,120305938,55.01,14.44,30.56,9.65,14.35,43959651870940.3,261379,571,570,0.78,6.85,19,3355.42,36,241867,236807,13.21,92617,2071.38,2395,3334.26,38297,1
171,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.94,75362221,25.22,9.13,65.65,49.63,6.43,421967752085369,232560,71756,71756,0.42,4.62,19,3022.88,5448,220983,211871,11.65,6404,1997.79,4500,2963.86,44988,4
172,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.76,120308292,55,13.97,31.03,10.19,14.79,61119994110192.7,260954,544,544,0.72,6.9,19,3198.21,36,241426,236352,13.21,91045,1975.77,2355,3301.45,38292,1
172,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.94,75362717,23.78,9.24,66.99,51.34,6.05,176692959890410,214526,82351,82352,0.41,4.62,19,2817.93,6349,203900,195559,11.3,4848,1869.59,4162,2831.6,42160,4
173,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.8,120310684,52.06,14.58,33.37,11.67,14.79,239052145728270,256153,552,553,0.7,6.86,19,3354.39,35,237072,232176,13.83,89229,2069.39,2395,3382.43,38829,1
173,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.95,75363252,25.69,9.34,64.97,45.76,6.41,206272639988222,274574,65637,65636,0.41,4.64,19,3534.72,5153,260997,250106,14.42,12437,2344.97,5345,3524.21,53182,4
174,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.83,120312956,54.89,14.23,30.88,10.38,14.38,208199183916687,256671,576,576,0.75,6.8,19,3406.8,36,237523,232685,12.89,93126,2102.67,2275,3246.55,38205,1
174,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.97,75364139,32.32,12.4,55.28,31.36,6.75,35190933702460.5,315770,6270,6270,0.44,4.66,19,4099.84,432,299954,287922,19.01,37474,2722.16,6172,4007.76,60909,4
175,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.87,120315334,54.56,14.4,31.03,9.93,14.24,37637617396996.7,261288,575,575,0.76,6.79,19,3375,34,242021,237036,13.38,91860,2082.23,2380,3315.28,38280,1
175,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.98,75364908,32.34,12.02,55.64,32.6,6.84,205745760516618,299365,7989,7990,0.42,4.68,19,3854.75,748,284108,272463,18.3,37265,2563.49,5844,3893.04,59949,4
176,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.9,120317533,54.62,14.37,31.02,10.14,14.7,316557981204562,266179,555,555,0.75,6.85,19,3258.88,34,246368,241323,13.07,94776,2015.42,2204,3246.88,37269,1
176,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1149.99,75365732,31.42,11.91,56.67,33.18,6.64,12181247651982.9,316588,7403,7403,0.44,4.68,19,4132.72,505,300538,288238,18.71,36738,2748.47,6222,4076.55,62234,4
177,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.94,120319939,55.25,14.4,30.36,9.1,14.66,402158062112831,263855,564,562,0.7,6.88,19,3290.75,35,244271,239146,13.57,88184,2038.57,2405,3361.23,39397,1
177,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150,75366637,30.42,11.73,57.86,34.71,6.37,75171099316814.3,302638,9327,9326,0.44,4.68,19,3965.93,889,287355,275602,18.43,38784,2645.09,6055,3948.22,60933,4
178,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1835.97,120322169,55.75,13.18,31.07,10.91,14.61,158403778170194,245854,525,526,0.68,6.88,19,3112.28,33,227362,222749,12.73,91614,1931.37,2233,3122.93,36695,1
178,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.02,75367550,29.29,11.44,59.27,36.54,6.39,168565415324880,299961,14638,14638,0.44,4.64,19,4004.69,1090,285006,273299,17.93,32801,2675.11,6051,3989.94,62157,4
179,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.01,120324545,55.29,14.73,29.98,8.39,15.83,376757668944020,264881,517,518,0.6,7.01,19,3073.96,35,245358,240284,13.71,86124,1909.76,2379,3244.13,38637,1
179,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.03,75368269,27.51,9.55,62.94,43.04,6.7,298566474105857,296639,47809,47810,0.44,4.64,19,3877.37,3477,281784,270214,15.22,14884,2596.3,5837,3860.24,60021,4
180,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.04,120326884,53.35,14.28,32.37,11.21,13.44,6107965866088.65,249727,576,576,0.65,6.91,19,3386.1,36,231263,226501,13.56,93992,2102.09,2342,3228.34,37909,1
180,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.04,75369286,28.48,9.63,61.89,43.06,6.67,366790633923696,282483,40052,40051,0.43,4.64,19,3692.79,2881,268499,257441,14.38,15839,2476.02,5869,3699.2,57608,4
181,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.08,120329164,52.31,14.69,33,11.39,13.63,438144244756871,250335,575,575,0.67,6.85,19,3315.65,34,231678,226892,13.72,97325,2064.88,2282,3230.73,37785,1
181,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.05,75369936,28.33,10.09,61.58,42.25,7.03,442062215757193,292889,45851,45851,0.46,4.65,19,3803.65,3449,278217,266818,14.78,15949,2543.66,5623,3726.64,57091,4
182,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.12,120331657,54.9,14.36,30.74,9.6,14.12,124928759932549,259109,573,572,0.66,6.82,19,3370.12,35,239762,234808,13.28,94464,2098.76,2499,3342.69,39468,1
182,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.07,75370682,26.91,9.5,63.59,44.89,6.58,80884084896023.9,278328,45465,45466,0.46,4.64,19,3635.76,3450,264110,253128,14.15,14244,2440.42,5614,3620.31,56889,4
183,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.15,120333989,58.06,13.86,28.08,8.17,17.16,339728164433603,265833,516,517,0.58,6.97,19,3040.4,35,246329,241244,12.61,78597,1892.61,2333,3195.78,37708,1
183,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.07,75371303,29.71,9.54,60.75,42.08,7.17,226848223517608,286488,48959,48959,0.48,4.65,19,3728.66,3485,272017,260694,14.13,13092,2509.47,5720,3680.52,57526,4
184,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.19,120336277,55.02,13.93,31.05,10.56,13.47,288199152142413,241625,573,573,0.65,6.85,19,3334.34,34,223616,218971,13,92027,2075.5,2295,3136.26,36852,1
184,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.08,75371960,26.41,9.59,64,44.09,6.53,187697940084182,287312,48381,48381,0.46,4.65,19,3748.5,3626,273009,261668,15.31,15373,2516.32,5706,3781.14,58794,4
185,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.22,120338742,51.35,14.56,34.09,12.33,13.69,187079834333030,257625,579,579,0.66,6.82,19,3338.99,38,238215,233368,13.83,92861,2085.57,2468,3276.85,38960,1
185,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.1,75372727,28.82,9.96,61.22,41.31,6.91,351950352565574,295300,40312,40312,0.46,4.66,19,3821.18,2905,280449,268989,15.15,18710,2576.49,5869,3800.49,59642,4
186,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.26,120341243,53.66,14.63,31.71,10.57,14.26,227949236311092,256044,576,576,0.67,6.8,19,3302.12,36,237166,232145,13.56,90408,2065.28,2503,3251.01,39271,1
186,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.11,75373478,28.75,10.59,60.66,39.43,6.51,261683964804909,297590,29402,29402,0.46,4.66,19,3878.93,2304,282699,271008,16.61,22806,2617.49,5914,3875.75,60950,4
187,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.3,120343529,53.8,14.38,31.82,10.79,14.3,237889137672316,255660,560,560,0.65,6.8,19,3263.84,35,236906,232130,13.3,88182,2043.42,2286,3273.57,39388,1
187,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.12,75374431,29.37,10.36,60.27,38.9,6.67,230242430599514,298513,21168,21168,0.45,4.65,19,3917.07,1554,283449,271762,16.8,23991,2651.08,6178,3916.04,61144,4
188,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.33,120345907,57.62,13.76,28.63,8.51,15.1,305004753461972,265911,538,538,0.65,6.89,19,3181.52,32,246589,241514,12.73,89982,1985.07,2383,3135.84,37624,1
188,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.13,75375173,29.43,10.62,59.95,38.42,6.74,129903217017549,301080,16604,16604,0.45,4.66,19,3908.81,1176,285994,274159,16.91,31144,2642.89,5961,3913.56,61014,4
189,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.37,120348150,55,14.51,30.48,9.44,15.45,271759026088730,254889,550,550,0.65,6.91,19,3209.2,36,236201,231240,13.32,91413,2019.37,2248,3170.26,38038,1
189,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.14,75375881,30.33,11.62,58.05,35.35,6.46,384374746911792,306449,10669,10669,0.46,4.66,19,3969.74,1026,291123,279004,17.97,35195,2689.21,6143,3922.12,61836,4
190,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.4,120350361,59.07,12.62,28.31,9.38,14.5,155547730937656,258115,593,591,0.6,7.02,19,3030.16,45,238920,233885,12.1,83762,1902.27,2214,3126.88,37394,1
190,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.16,75376761,30.52,11.8,57.68,34.61,6.29,131651673888024,301104,9325,9325,0.44,4.68,19,3881.12,867,285943,274208,18.32,37261,2627.13,6108,3927.85,62436,4
191,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.44,120352767,50.24,15.7,34.06,10.51,14.93,105886032243672,247039,568,570,0.62,6.91,19,3369.48,36,228850,224156,14.94,98127,2114.94,2409,3281.17,39909,1
191,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.17,75377806,29.74,11.23,59.03,36.72,6.42,149871786995937,288040,13641,13641,0.4,4.62,19,3864.99,1130,273909,262456,17.68,31895,2621.61,6159,3935.88,62306,4
192,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.47,120355043,61.19,13.54,25.27,6.26,15.01,224827588560362,255882,541,541,0.66,6.93,19,3207.33,33,236967,231934,12.13,80641,2017.59,2278,3078.34,36736,1
192,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.18,75378302,30.07,10.45,59.48,38.67,6.9,252751027373091,309604,25470,25469,0.41,4.66,19,3967.91,1814,294472,282130,16.25,22695,2699.13,5975,3930.86,62129,4
193,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.51,120357406,59.09,13.41,27.5,8.13,14.83,424127904846353,250433,637,636,0.68,6.89,19,3273.23,47,232026,227223,12.3,81301,2067.61,2369,3190.27,38457,1
193,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.19,75379108,29.15,10.97,59.89,37.71,6.58,416276626705670,293549,18053,18053,0.45,4.64,19,3855.83,1573,278751,267256,17.46,29895,2616.41,5869,3750.81,59471,4
194,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.55,120359946,62.53,13.53,23.94,5.26,15.39,205566849649359,256547,568,567,0.66,6.88,19,3273.48,33,237702,232776,11.79,80618,2060.63,2542,3286.66,39785,1
194,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.21,75380124,28.99,11.03,59.99,37.42,6.5,40004802265997.6,303496,14743,14744,0.42,4.66,19,3914.99,1190,288272,276482,17.84,31531,2661.89,6197,3972.19,63404,4
195,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.59,120362447,56.72,14.32,28.96,8.42,14.8,167709515984336,257629,571,573,0.65,6.86,19,3316.57,37,238714,233863,12.97,87315,2089.58,2504,3287.46,39921,1
195,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.22,75380991,25.49,9.58,64.93,44.98,6,161313073629300,263515,54662,54661,0.43,4.63,19,3486.26,4448,250519,240124,15.35,17876,2375.92,5500,3461.02,55424,4
196,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.62,120364723,60.97,13.01,26.03,7.46,15.55,83972515643348.1,247380,652,652,0.68,6.83,19,3191.16,52,229258,224464,11.79,77819,2016.17,2277,3081.7,37532,1
196,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.23,75381691,22.59,8.63,68.77,51.73,6.1,28750222201385.4,230594,89297,89298,0.4,4.62,19,3014.98,6936,219136,209987,12.42,5077,2065.58,4716,3059.26,48658,4
197,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.66,120367243,57.75,14.31,27.94,7.33,16.16,284480982283504,254441,578,578,0.62,6.79,19,3300,40,235926,230984,12.94,85251,2087.17,2523,3399.51,40737,1
197,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.24,75382048,22.82,9.44,67.75,54.92,5.38,89393550935406.6,180108,70047,70047,0.4,4.63,19,2343.02,5498,171340,164224,9,4051,1596.49,3597,2335.82,37233,4
198,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.69,120369511,58.02,13.62,28.36,8.7,14.57,234221456066794,255350,569,567,0.66,6.79,19,3259.44,33,236789,231819,12.43,87266,2061.24,2271,3128.24,38026,1
198,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.25,75382680,22.91,9.55,67.54,53.54,5.92,411817166457845,184011,70243,70243,0.38,4.62,19,2402.57,5494,174941,167508,9.73,5118,1643.73,3962,2446.89,39506,4
199,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.73,120371816,59.03,13.84,27.13,7.14,15.68,159062525196281,257539,728,728,0.7,6.83,19,3215.55,90,238915,233934,12.71,88342,2036.04,2307,3084.77,37640,1
199,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.25,75383009,24.9,9.49,65.6,53.48,4.7,43620050098108.9,156954,58713,58712,0.39,4.63,19,2039.1,4779,149329,143054,8.33,3545,1397.47,3083,2021.74,32236,4
200,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.77,120374277,55.57,14.28,30.15,9.22,15.89,269461621345998,255070,548,550,0.65,6.86,19,3157.07,36,236374,231524,13.05,92023,2010.22,2466,3256.22,40041,1
200,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.26,75383574,23.97,9.36,66.66,51.3,5.73,446922965967440,207394,80882,80883,0.39,4.63,19,2696.97,6300,197192,188935,11.18,4568,1851.77,4228,2678.77,43209,4
201,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.8,120376775,56.17,13.44,30.39,10.15,13.85,136993700790202,258163,577,575,0.64,6.85,19,3297.32,35,239317,234369,12.68,93612,2093.3,2501,3285.18,39721,1
201,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.27,75384216,22.94,8.99,68.07,51.93,5.93,87683263739100.5,216462,83869,83869,0.4,4.63,19,2820.38,6583,206113,197519,11.76,5210,1931.68,4446,2795.74,44954,4
202,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.84,120379265,54.28,15.17,30.55,8.28,15.59,451774365885750,250172,559,561,0.63,6.81,19,3262.34,36,231823,227054,14.24,91246,2083.04,2491,3236.58,39608,1
202,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.28,75384780,23.41,9.34,67.24,51.56,6.08,380767383319975,208930,78771,78771,0.4,4.63,19,2718.56,6252,198863,190427,11.27,4933,1861.52,4223,2690.88,43957,4
203,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.88,120381742,56.64,13.77,29.6,9.16,14.65,309375629123153,253776,576,576,0.65,6.78,19,3279.11,36,234951,230024,12.81,92011,2085.36,2483,3188.48,39093,1
203,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1150.29,75385436,26.34,8.22,65.44,52.27,5.65,362264593369941,185182,54558,54557,0.38,4.63,19,2419.92,4237,176068,168617,9.39,5633,1656.27,3915,2462.29,39949,4
204,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1836.92,120384085,57.82,13.64,28.54,8.68,14.93,126875453879650,258432,630,629,0.73,6.78,19,3306.12,57,239685,234651,12.54,89235,2097.17,2351,3080.04,37486,1
