t,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx
17,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,7.11,466016,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,63.33,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,19762
18,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,6.57,430247,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,66.15,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,76829
19,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,6.06,397225,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,68.75,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,142800
20,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.72,374855,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,70.51,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,281958
21,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.58,365649,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.23,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,490664
22,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.54,363039,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.44,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,611966
23,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.53,362233,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.50,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,646048
24,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361959,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.52,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,650859
25,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361853,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.53,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,663422
26,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361803,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.53,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,663563
27,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361778,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,669298
28,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361773,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666465
29,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361769,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,664972
30,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361765,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,660024
31,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361763,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,664234
32,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361760,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666405
33,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361759,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666165
34,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361758,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666972
35,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,670855
36,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,659007
37,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,662218
38,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666037
39,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,664985
40,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,667354
41,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,664222
42,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,658403
43,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,666545
44,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,665482
45,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,670203
46,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,665708
47,emails-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,5949237985316970058,5.52,361757,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,71.54,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,379908
0,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.00,1,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,100.00,0.00,0,0.00,0,0,0,-nan,0,0.00,1,0.00,0
1,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,1.05,68969,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,94.57,0.00,0,0.00,0,0,0,-nan,0,0.00,68968,0.00,0
2,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.75,49127,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.13,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,36700
3,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39637,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,620470
4,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39636,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,795640
5,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39636,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,795970
6,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39636,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,781473
7,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,798322
8,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,796176
9,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,796421
10,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794047
11,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,792549
12,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,778285
13,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,789416
14,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790602
15,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,788712
16,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,791797
17,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794476
18,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,780224
19,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,791300
20,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794569
21,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,792093
22,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,786332
23,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790724
24,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,777831
25,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,789421
26,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790950
27,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794622
28,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,793704
29,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,796352
30,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,777131
31,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790639
32,wikititles2-seq,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,8725824349430506241,0.60,39635,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.88,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,490187
0,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.00,1,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,100.00,0.00,0,0.00,0,0,0,-nan,0,0.00,1,0.00,0
1,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.43,28114,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,97.79,0.00,0,0.00,0,0,0,-nan,0,0.00,28113,0.00,0
2,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.80,52359,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,95.88,0.00,0,0.00,0,0,0,-nan,0,0.00,24245,0.00,0
3,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.77,50293,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.04,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,3640
4,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39396,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,545659
5,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,791381
6,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,791560
7,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790546
8,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,771284
9,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,787883
10,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,791454
11,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,792450
12,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,796254
13,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,797582
14,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,780160
15,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,796234
16,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,802045
17,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,797816
18,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,785353
19,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,790693
20,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,781843
21,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,800736
22,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794650
23,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794288
24,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,794909
25,wikititles2-rnd,1,10,0,1,1,20,0,6,20.00,0.00,30,0,0,0,0,0,7,14,1,5,1,80.00,0.00,512,9056254927689675874,0.60,39390,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,96.90,0.00,0,0.00,0,0,0,-nan,0,0.00,0,0.00,795577
