t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,ycsb_read_ratio,ycsb_target_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
18,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,3763555,0,0.997402,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44378,0.997402,3.33515,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,3762770,0,0.997401,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44347,0.997401,3.3346,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,3761473,0,0.997418,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44294,0.997418,3.33592,0,ycsb,0,0,0,0,0,0,0
21,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,3244092,0,59.3059,0,0,0,0,0,1575428,70382.9,17985.4,58.3633,21.3346,38008.5,0.255536,59.3059,1.85177,0,ycsb,0,4142173,0,0,0,0,0
22,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2773887,0,119.89,0,0,0,0,0,3193313,70776.4,15386.6,53.2154,20.6268,37898.5,0.217397,119.89,1.86752,0,ycsb,0,8776488,0,0,0,0,0
23,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2751828,0,119.919,0,0,0,0,0,3339542,88666.1,16733.3,57.2553,22.5186,36188.1,0.188723,119.919,2.45014,0,ycsb,0,10595038,0,0,0,0,0
24,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763833,0,119.93,0,0,0,0,0,3702628,108530,17841.2,60.7528,24.1188,32638.1,0.164389,119.93,3.32526,0,ycsb,0,13344630,0,0,0,0,0
25,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2761655,0,119.917,0,0,0,0,0,3709087,108870,17846.4,60.4656,24.1246,32575.6,0.163923,119.917,3.34208,0,ycsb,0,13370956,0,0,0,0,0
26,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762357,0,119.916,0,0,0,0,0,3695285,109296,17885.5,60.5212,24.1861,32699.4,0.163643,119.916,3.34245,0,ycsb,0,13381687,0,0,0,0,0
27,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2759626,0,119.924,0,0,0,0,0,3695024,109303,17882.3,60.6634,24.1676,32704.2,0.163603,119.924,3.34218,0,ycsb,0,13386593,0,0,0,0,0
28,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2759569,0,119.929,0,0,0,0,0,3703240,109067,17862.4,60.4722,24.1212,32632.5,0.163774,119.929,3.34228,0,ycsb,0,13368760,0,0,0,0,0
29,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763019,0,119.928,0,0,0,0,0,3690621,109459,17892.9,60.4515,24.1629,32751.9,0.163466,119.928,3.34208,0,ycsb,0,13384501,0,0,0,0,0
30,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763617,0,119.925,0,0,0,0,0,3683531,109662,17907.2,60.5226,24.1621,32805.6,0.163294,119.925,3.34279,0,ycsb,0,13360057,0,0,0,0,0
31,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762245,0,119.928,0,0,0,0,0,3690599,109447,17896.4,60.6813,24.1903,32743.5,0.163516,119.928,3.34256,0,ycsb,0,13376959,0,0,0,0,0
32,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2759895,0,119.928,0,0,0,0,0,3698272,109194,17878.8,60.5746,24.1526,32675.3,0.163734,119.928,3.3418,0,ycsb,0,13378590,0,0,0,0,0
33,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760111,0,119.926,0,0,0,0,0,3712168,108779,17840.5,60.4785,24.1285,32560.4,0.164006,119.926,3.34085,0,ycsb,0,13376766,0,0,0,0,0
34,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762030,0,119.926,0,0,0,0,0,3690415,109475,17898.3,60.4838,24.1752,32749.7,0.163492,119.926,3.34277,0,ycsb,0,13379359,0,0,0,0,0
35,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763133,0,119.931,0,0,0,0,0,3704770,108995,17856.3,60.4705,24.0853,32620.2,0.163827,119.931,3.34132,0,ycsb,0,13376407,0,0,0,0,0
36,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2766349,0,119.915,0,0,0,0,0,3696051,109247,17864.4,60.1795,24.106,32692.6,0.163523,119.915,3.34164,0,ycsb,0,13377495,0,0,0,0,0
37,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2785353,0,119.924,0,0,0,0,0,3724892,108444,17737.8,59.7376,23.9392,32448.8,0.163566,119.924,3.34201,0,ycsb,0,13466209,0,0,0,0,0
38,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760527,0,119.924,0,0,0,0,0,3689215,109483,17889.8,60.2408,24.1481,32760.6,0.163403,119.924,3.34192,0,ycsb,0,13368228,0,0,0,0,0
39,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760453,0,119.929,0,0,0,0,0,3692245,109402,17887.2,60.2065,24.137,32736.3,0.163499,119.929,3.34193,0,ycsb,0,13370785,0,0,0,0,0
40,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763492,0,119.92,0,0,0,0,0,3689250,109477,17892.2,60.1977,24.1484,32758.1,0.163434,119.92,3.34198,0,ycsb,0,13365773,0,0,0,0,0
41,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2780340,0,119.925,0,0,0,0,0,3702756,109305,17836.1,59.5011,23.9878,32640.6,0.163177,119.925,3.34875,0,ycsb,0,13427780,0,0,0,0,0
42,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762445,0,119.926,0,0,0,0,0,3685952,109600,17894.2,59.8705,24.1205,32798.7,0.163268,119.926,3.34159,0,ycsb,0,13344020,0,0,0,0,0
43,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760885,0,119.932,0,0,0,0,0,3693704,109377,17878.8,59.9109,24.1089,32720.1,0.163461,119.932,3.34281,0,ycsb,0,13348916,0,0,0,0,0
44,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2759842,0,119.928,0,0,0,0,0,3693681,109337,17877.7,60.2458,24.1158,32719.5,0.163509,119.928,3.34165,0,ycsb,0,13354826,0,0,0,0,0
45,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2764767,0,119.929,0,0,0,0,0,3686713,109569,17897.4,60.3289,24.1549,32782.2,0.163343,119.929,3.34234,0,ycsb,0,13366405,0,0,0,0,0
46,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2807207,0,119.927,0,0,0,0,0,3744944,109112,17817.2,59.8474,24.1018,32745.9,0.163292,119.927,3.33209,0,ycsb,0,13558961,0,0,0,0,0
47,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2797675,0,119.925,0,0,0,0,0,3737941,108091,17670.1,59.4575,23.8315,32333,0.163475,119.925,3.34304,0,ycsb,0,13530468,0,0,0,0,0
48,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763755,0,119.925,0,0,0,0,0,3695404,109300,17872.2,60.1092,24.1096,32705.1,0.163515,119.925,3.34198,0,ycsb,0,13360028,0,0,0,0,0
49,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760596,0,119.924,0,0,0,0,0,3685206,109599,17903.6,60.1638,24.1506,32795.4,0.163356,119.924,3.34189,0,ycsb,0,13360354,0,0,0,0,0
50,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762937,0,119.924,0,0,0,0,0,3705813,108991,17851.2,60.2472,24.1033,32622.9,0.163785,119.924,3.34094,0,ycsb,0,13362818,0,0,0,0,0
51,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2761042,0,119.926,0,0,0,0,0,3681355,109683,17915.4,60.3309,24.166,32826.2,0.163338,119.926,3.34132,0,ycsb,0,13361280,0,0,0,0,0
52,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763038,0,119.927,0,0,0,0,0,3690998,109400,17885.2,60.2616,24.114,32740.5,0.163484,119.927,3.34142,0,ycsb,0,13362476,0,0,0,0,0
53,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2761369,0,119.932,0,0,0,0,0,3696981,109231,17878.2,60.4345,24.1338,32686.1,0.163673,119.932,3.34182,0,ycsb,0,13389506,0,0,0,0,0
54,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760835,0,119.924,0,0,0,0,0,3691730,109375,17888.5,60.624,24.1686,32731.5,0.163551,119.924,3.3416,0,ycsb,0,13377974,0,0,0,0,0
55,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760877,0,119.924,0,0,0,0,0,3689300,109456,17892.8,60.5102,24.1616,32756.7,0.16347,119.924,3.34149,0,ycsb,0,13364383,0,0,0,0,0
56,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2776190,0,119.916,0,0,0,0,0,3695169,109313,17830,60.0004,24.0691,32716.5,0.163109,119.916,3.34123,0,ycsb,0,13419812,0,0,0,0,0
57,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2764341,0,119.928,0,0,0,0,0,3684238,109669,17900,60.2541,24.1583,32816.6,0.163219,119.928,3.34186,0,ycsb,0,13363651,0,0,0,0,0
58,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2764817,0,119.929,0,0,0,0,0,3690725,109466,17882.5,60.0624,24.1051,32759.6,0.16336,119.929,3.34151,0,ycsb,0,13356465,0,0,0,0,0
59,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2772224,0,119.921,0,0,0,0,0,3693775,109796,17913.9,60.2066,24.0761,32717.5,0.163156,119.921,3.35588,0,ycsb,0,13412870,0,0,0,0,0
60,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2759138,0,119.911,0,0,0,0,0,3697422,109216,17859.5,60.302,24.1297,32682.1,0.163524,119.911,3.34177,0,ycsb,0,13353576,0,0,0,0,0
61,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763514,0,119.884,0,0,0,0,0,3712196,108821,17841.3,60.3338,24.096,32545.4,0.16395,119.884,3.34367,0,ycsb,0,13367230,0,0,0,0,0
62,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2760994,0,119.925,0,0,0,0,0,3692602,109383,17888.4,60.2783,24.1677,32726.3,0.163539,119.925,3.34235,0,ycsb,0,13368551,0,0,0,0,0
63,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763956,0,119.924,0,0,0,0,0,3677615,109822,17917.2,60.2335,24.186,32863.1,0.163147,119.924,3.34182,0,ycsb,0,13356476,0,0,0,0,0
64,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763241,0,119.878,0,0,0,0,0,3690932,109394,17885.4,60.3562,24.1741,32730.5,0.163495,119.878,3.34227,0,ycsb,0,13344199,0,0,0,0,0
65,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2765025,0,119.922,0,0,0,0,0,3679603,109802,17912.7,60.2967,24.1304,32858.2,0.163136,119.922,3.34169,0,ycsb,0,13363850,0,0,0,0,0
66,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2782671,0,119.917,0,0,0,0,0,3717853,108730,17757.7,59.7667,23.9287,32506.8,0.163319,119.917,3.34484,0,ycsb,0,13466220,0,0,0,0,0
67,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763476,0,119.929,0,0,0,0,0,3689467,109491,17892.6,60.2552,24.1381,32759.2,0.163417,119.929,3.34228,0,ycsb,0,13363652,0,0,0,0,0
68,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763701,0,119.925,0,0,0,0,0,3689778,109483,17894.9,60.2564,24.1486,32756.5,0.163449,119.925,3.34233,0,ycsb,0,13361384,0,0,0,0,0
69,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2764161,0,119.927,0,0,0,0,0,3701573,109139,17860.1,60.1008,24.1061,32653.7,0.163646,119.927,3.34231,0,ycsb,0,13349099,0,0,0,0,0
70,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762864,0,119.921,0,0,0,0,0,3694176,109326,17874.9,60.2017,24.1291,32716.5,0.163501,119.921,3.34161,0,ycsb,0,13369651,0,0,0,0,0
71,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763326,0,119.928,0,0,0,0,0,3695166,109332,17875.2,60.5894,24.1542,32711.8,0.163495,119.928,3.34228,0,ycsb,0,13393646,0,0,0,0,0
72,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2764377,0,119.878,0,0,0,0,0,3696814,109235,17882.3,60.8179,24.1968,32688.2,0.163705,119.878,3.34172,0,ycsb,0,13371483,0,0,0,0,0
73,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763037,0,119.913,0,0,0,0,0,3712102,108824,17841.5,60.5894,24.1493,32563.8,0.163949,119.913,3.34185,0,ycsb,0,13387179,0,0,0,0,0
74,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763525,0,119.927,0,0,0,0,0,3709981,108895,17845.5,60.5194,24.1039,32584.3,0.163878,119.927,3.34195,0,ycsb,0,13383232,0,0,0,0,0
75,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2761303,0,119.898,0,0,0,0,0,3692813,109371,17881.7,60.6692,24.115,32717.2,0.163496,119.898,3.34291,0,ycsb,0,13360707,0,0,0,0,0
76,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2758502,0,119.92,0,0,0,0,0,3709183,108841,17840.7,60.541,24.1157,32575.2,0.163916,119.92,3.3412,0,ycsb,0,13353984,0,0,0,0,0
77,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2762690,0,119.924,0,0,0,0,0,3705093,108997,17856.8,60.5343,24.1568,32613.7,0.163828,119.924,3.34207,0,ycsb,0,13387050,0,0,0,0,0
78,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763137,0,119.924,0,0,0,0,0,3701401,109107,17863.2,60.5732,24.1459,32648.1,0.163722,119.924,3.34189,0,ycsb,0,13374344,0,0,0,0,0
79,120,1,1,4,6,200,100,0.9,0,0,0,100,107.211,100,0,0,0,0,0,0,0,0,44.7195,0,0,2763503,0,119.924,0,0,0,0,0,3700894,109128,17863.5,60.5048,24.1458,32650.6,0.163694,119.924,3.34229,0,ycsb,0,13378146,0,0,0,0,0
0,120,1,1,4,6,200,100,0.75,0,0,25,100,1.52588e-05,100,0,0,0,0,0,0,0,0,100,0,0,130540,0,0.917819,0,0,0,1,0,0,inf,inf,inf,inf,inf,0.422414,0.917819,0.969165,0,ycsb,0,0,0,0,0,0,0
1,120,1,1,4,6,200,100,0.75,0,0,25,100,16.1906,100,0,0,0,0,0,0,0,0,91.6531,0,0,2018167,0,119.271,0,0,0,1061101,0,0,inf,inf,inf,inf,inf,1.81448,119.271,2.58791,0,ycsb,0,0,112611,0,0,0,0
2,120,1,1,4,6,200,100,0.75,0,0,25,100,34.3731,100,0,0,0,0,0,0,0,0,82.2778,0,0,1881257,0,119.875,0,0,0,1191599,0,0,inf,inf,inf,inf,inf,1.99996,119.875,2.69183,0,ycsb,0,0,6745,0,0,0,0
3,120,1,1,4,6,200,100,0.75,0,0,25,100,52.6492,100,0,0,0,0,0,0,0,0,72.8542,0,0,1874724,0,119.885,0,0,0,1197746,0,0,inf,inf,inf,inf,inf,1.99887,119.885,2.69985,0,ycsb,0,0,9801,0,0,0,0
4,120,1,1,4,6,200,100,0.75,0,0,25,100,70.8224,100,0,0,0,0,0,0,0,0,63.4837,0,0,1873962,0,119.87,0,0,0,1190983,0,0,inf,inf,inf,inf,inf,1.99156,119.87,2.69911,0,ycsb,0,0,12701,0,0,0,0
5,120,1,1,4,6,200,100,0.75,0,0,25,100,88.8623,100,0,0,0,0,0,0,0,0,54.1819,0,0,1884310,0,119.882,0,0,0,1182286,0,0,inf,inf,inf,inf,inf,1.97502,119.882,2.70297,0,ycsb,0,0,18502,0,0,0,0
6,120,1,1,4,6,200,100,0.75,0,0,25,100,106.504,100,0,0,0,0,0,0,0,0,45.085,0,0,1906943,0,119.879,0,0,0,1156169,0,0,inf,inf,inf,inf,inf,1.93351,119.879,2.71629,0,ycsb,0,0,44710,0,0,0,0
7,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3635437,0,10.5008,0,0,0,46525,0,0,inf,inf,inf,inf,inf,0.952849,10.5008,3.30958,0,ycsb,0,0,247319,0,0,0,0
8,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3761475,0,0.997458,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44383,0.997458,3.33783,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3757723,0,0.997284,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44344,0.997284,3.33543,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3761893,0,0.997431,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44331,0.997431,3.33572,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3771533,0,0.997376,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44391,0.997376,3.33356,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3762853,0,0.997427,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.4441,0.997427,3.33451,0,ycsb,0,0,0,0,0,0,0
13,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3764355,0,0.997387,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44433,0.997387,3.33747,0,ycsb,0,0,0,0,0,0,0
14,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3761359,0,0.997363,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44378,0.997363,3.33577,0,ycsb,0,0,0,0,0,0,0
15,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3758325,0,0.997388,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44365,0.997388,3.33055,0,ycsb,0,0,0,0,0,0,0
16,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3761438,0,0.997407,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.4442,0.997407,3.32978,0,ycsb,0,0,0,0,0,0,0
17,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3765264,0,0.9974,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44412,0.9974,3.3375,0,ycsb,0,0,0,0,0,0,0
18,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3762006,0,0.997356,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44361,0.997356,3.3374,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3760133,0,0.99738,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44395,0.99738,3.33557,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,3592754,0,16.4824,0,0,0,0,0,5099306,6022.99,8474.19,43.4837,15.0974,3258.48,1.40697,16.4824,1.8484,0,ycsb,0,915,0,344,0,0,0
21,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2505200,0,119.816,0,0,0,0,0,39864591,5624.57,7236.63,43.414,15.0421,3029.51,1.28661,119.816,1.85659,0,ycsb,0,7098,0,2773,0,0,0
22,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2418135,0,119.833,0,0,0,0,0,42296893,5782.64,7269.85,43.2179,15.1099,2852.23,1.25718,119.833,2.02741,0,ycsb,0,7134,0,2914,0,0,0
23,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2017597,0,119.837,0,0,0,0,0,50181857,6281.65,7275.09,42.1811,15.1278,2403.99,1.15815,119.837,2.61301,0,ycsb,0,7278,0,2966,0,0,0
24,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2012539,0,119.841,0,0,0,0,0,50173206,6276.8,7272.05,42.1707,15.1213,2404.11,1.15856,119.841,2.61086,0,ycsb,0,7217,0,3011,0,0,0
25,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2010535,0,119.835,0,0,0,0,0,50138560,6277.08,7272.78,42.1766,15.1227,2405.98,1.15863,119.835,2.60895,0,ycsb,0,7096,0,3061,0,0,0
26,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2013908,0,119.835,0,0,0,0,0,50155575,6279.54,7275.76,42.1546,15.1283,2405.06,1.15864,119.835,2.61097,0,ycsb,0,6997,0,2988,0,0,0
27,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2016992,0,119.833,0,0,0,0,0,50278400,6252.67,7250.3,42.0236,15.0754,2399.13,1.15955,119.833,2.60622,0,ycsb,0,7110,0,3026,0,0,0
28,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2009165,0,119.84,0,0,0,0,0,50096512,6270.75,7271.98,42.1416,15.121,2408.19,1.15967,119.84,2.60393,0,ycsb,0,7179,0,2926,0,0,0
29,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2005874,0,119.84,0,0,0,0,0,50077575,6269.88,7272.57,42.1561,15.1215,2408.66,1.15992,119.84,2.60306,0,ycsb,0,7130,0,2990,0,0,0
30,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,1992770,0,119.832,0,0,0,0,0,50066928,6269.51,7273.65,42.1452,15.1236,2408.98,1.16016,119.832,2.60256,0,ycsb,0,7156,0,2967,0,0,0
31,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2007436,0,119.84,0,0,0,0,0,50094693,6262.82,7267.45,42.0984,15.1126,2408.23,1.16041,119.84,2.60059,0,ycsb,0,7043,0,2987,0,0,0
32,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2007319,0,119.845,0,0,0,0,0,50100927,6258.88,7262.78,42.096,15.1014,2407.6,1.1604,119.845,2.59963,0,ycsb,0,7030,0,2921,0,0,0
33,120,1,1,4,6,200,100,0.75,0,0,25,100,107.215,100,0,0,0,0,0,0,0,0,44.7175,0,0,2003918,0,119.841,0,0,0,0,0,50021210,6266.18,7272.45,42.1613,15.1219,2411.79,1.16059,119.841,2.59814,0,ycsb,0,7226,0,3037,0,0,0
